Date(UTC),UnixTimeStamp,Value (Wei),Value (GWei),Value (ETH),ETH Price (USD),Gas Fee USD
2/2/2017,1485993600,22623466807,22.623466807,2.2623466807000003e-08,10.78,2.4388097217946004e-07
2/3/2017,1486080000,22508635957,22.508635957000003,2.2508635957e-08,10.95,2.4646956372915e-07
2/4/2017,1486166400,22623314914,22.623314914,2.2623314914000002e-08,11.32,2.5609592482648e-07
2/5/2017,1486252800,22331019732,22.331019732,2.2331019732000003e-08,11.22,2.5055404139304004e-07
2/6/2017,1486339200,22488425969,22.488425969,2.2488425969000003e-08,11.32,2.5456898196908006e-07
2/7/2017,1486425600,22381838948,22.381838948000002,2.2381838948000002e-08,11.45,2.562720559546e-07
2/8/2017,1486512000,22770223820,22.770223820000002,2.2770223820000003e-08,11.39,2.5935284930980004e-07
2/9/2017,1486598400,22865377988,22.865377988000002,2.2865377988000003e-08,10.94,2.5014723518872003e-07
2/10/2017,1486684800,22403621823,22.403621823,2.2403621823e-08,11.34,2.5405707147282e-07
2/11/2017,1486771200,22195555854,22.195555854000002,2.2195555854e-08,11.43,2.5369520341122e-07
2/12/2017,1486857600,22626108892,22.626108892,2.2626108892000002e-08,11.42,2.5839016354664e-07
2/13/2017,1486944000,23210412106,23.210412106,2.3210412106000002e-08,11.39,2.6436659388734e-07
2/14/2017,1487030400,22818886821,22.818886821000003,2.2818886821000003e-08,13.0,2.9664552867300005e-07
2/15/2017,1487116800,31915437681,31.915437681,3.1915437681e-08,12.97,4.1394322672257e-07
2/16/2017,1487203200,22602328224,22.602328224,2.2602328224000002e-08,12.95,2.927001505008e-07
2/17/2017,1487289600,22533195533,22.533195533,2.2533195533000002e-08,12.72,2.8662224717976004e-07
2/18/2017,1487376000,23057941420,23.057941420000002,2.305794142e-08,12.83,2.958333884186e-07
2/19/2017,1487462400,22391656238,22.391656238000003,2.2391656238e-08,12.82,2.8706103297116003e-07
2/20/2017,1487548800,22466228953,22.466228953,2.2466228953000002e-08,12.52,2.8127718649156e-07
2/21/2017,1487635200,22569187220,22.56918722,2.256918722e-08,12.77,2.882085207994e-07
2/22/2017,1487721600,22844411723,22.844411723,2.2844411723e-08,12.69,2.8989558476487e-07
2/23/2017,1487808000,22741575515,22.741575515,2.2741575515000002e-08,13.13,2.9859688651195007e-07
2/24/2017,1487894400,22755690878,22.755690878000003,2.2755690878e-08,13.11,2.9832710741058e-07
2/25/2017,1487980800,22580332911,22.580332911000003,2.2580332911000003e-08,13.57,3.0641511760227005e-07
2/26/2017,1488067200,22771424431,22.771424431,2.2771424431000002e-08,14.59,3.3223508244829003e-07
2/27/2017,1488153600,23193818563,23.193818563,2.3193818563e-08,15.55,3.6066387865465005e-07
2/28/2017,1488240000,23580755304,23.580755304,2.3580755304e-08,16.07,3.7894273773528003e-07
3/1/2017,1488326400,27402631555,27.402631555000003,2.7402631555e-08,17.55,4.8091618379025e-07
3/2/2017,1488412800,23609865289,23.609865289000002,2.3609865289000003e-08,19.08,4.5047622971412e-07
3/3/2017,1488499200,23008036079,23.008036079,2.3008036079000002e-08,19.48,4.4819654281892004e-07
3/4/2017,1488585600,22752613012,22.752613012,2.2752613012000003e-08,18.61,4.2342612815332e-07
3/5/2017,1488672000,22459193729,22.459193729000003,2.2459193729000003e-08,19.22,4.3166570347138e-07
3/6/2017,1488758400,22683379793,22.683379793,2.2683379793e-08,19.75,4.4799675091175003e-07
3/7/2017,1488844800,22439900327,22.439900327,2.2439900327000003e-08,18.91,4.2433851518357005e-07
3/8/2017,1488931200,22717981194,22.717981194,2.2717981194000002e-08,16.54,3.7575540894876e-07
3/9/2017,1489017600,22460423289,22.460423289,2.2460423289e-08,17.71,3.9777409644819004e-07
3/10/2017,1489104000,25715550291,25.715550291000003,2.5715550291e-08,19.13,4.9193847706683e-07
3/11/2017,1489190400,22822227019,22.822227019000003,2.2822227019e-08,21.45,4.8953676955755e-07
3/12/2017,1489276800,22944292835,22.944292835000002,2.2944292835e-08,23.31,5.3483146598385e-07
3/13/2017,1489363200,23503094188,23.503094188000002,2.3503094188e-08,28.45,6.686630296486e-07
3/14/2017,1489449600,22958465248,22.958465248000003,2.2958465248000003e-08,28.58,6.561529367878401e-07
3/15/2017,1489536000,22877843867,22.877843867000003,2.2877843867000003e-08,35.18,8.048425472410602e-07
3/16/2017,1489622400,23318234775,23.318234775,2.3318234775e-08,45.51,1.06121286461025e-06
3/17/2017,1489708800,27329559604,27.329559604,2.7329559604000003e-08,44.48,1.2156188111859201e-06
3/18/2017,1489795200,22588280322,22.588280322000003,2.2588280322000002e-08,34.0,7.680015309480001e-07
3/19/2017,1489881600,22676654708,22.676654708,2.2676654708e-08,43.12,9.7781735100896e-07
3/20/2017,1489968000,22485861954,22.485861954,2.2485861954000002e-08,42.51,9.558739916645401e-07
3/21/2017,1490054400,22401666063,22.401666063,2.2401666063e-08,42.67,9.5587909090821e-07
3/22/2017,1490140800,22752454613,22.752454613,2.2752454613e-08,41.65,9.4763973463145e-07
3/23/2017,1490227200,22541771175,22.541771175,2.2541771175000002e-08,43.2,9.7380451476e-07
3/24/2017,1490313600,27441833681,27.441833681000002,2.7441833681000002e-08,53.19,1.4596311334923901e-06
3/25/2017,1490400000,23012529660,23.012529660000002,2.301252966e-08,50.62,1.1648942513892e-06
3/26/2017,1490486400,22249849693,22.249849693,2.2249849693e-08,50.63,1.1265098899565902e-06
3/27/2017,1490572800,22247794560,22.247794560000003,2.2247794560000003e-08,49.06,1.0914768011136001e-06
3/28/2017,1490659200,22247087954,22.247087954,2.2247087954000002e-08,50.25,1.1179161696885002e-06
3/29/2017,1490745600,22264312196,22.264312196000002,2.2264312196000003e-08,53.07,1.18156704824172e-06
3/30/2017,1490832000,22337722011,22.337722011,2.2337722011000002e-08,51.91,1.15955114959101e-06
3/31/2017,1490918400,22421222086,22.421222086,2.2421222086e-08,49.91,1.11904319431226e-06
4/1/2017,1491004800,22145659410,22.14565941,2.214565941e-08,50.6,1.120570366146e-06
4/2/2017,1491091200,22176202916,22.176202916,2.2176202916000002e-08,48.55,1.0766546515718e-06
4/3/2017,1491177600,22176569227,22.176569227,2.2176569227e-08,44.13,9.7865199998751e-07
4/4/2017,1491264000,22335006404,22.335006404,2.2335006404e-08,44.43,9.923443345297201e-07
4/5/2017,1491350400,22438228964,22.438228964,2.2438228964e-08,44.9,1.0074764804836e-06
4/6/2017,1491436800,22774967565,22.774967565,2.2774967565000003e-08,43.23,9.8456184783495e-07
4/7/2017,1491523200,22133175527,22.133175527000002,2.2133175527e-08,42.31,9.364546565473701e-07
4/8/2017,1491609600,22134943280,22.13494328,2.2134943280000003e-08,44.37,9.821274333336e-07
4/9/2017,1491696000,21963656913,21.963656913,2.1963656913000002e-08,43.72,9.6025108023636e-07
4/10/2017,1491782400,22330645586,22.330645586000003,2.2330645586e-08,43.74,9.7674243793164e-07
4/11/2017,1491868800,22007626117,22.007626117,2.2007626117e-08,43.74,9.6261356635758e-07
4/12/2017,1491955200,23067711028,23.067711028,2.3067711028000003e-08,46.38,1.0698804374786403e-06
4/13/2017,1492041600,22310955741,22.310955741,2.2310955741000002e-08,49.97,1.11487845837777e-06
4/14/2017,1492128000,22257379067,22.257379067000002,2.2257379067000002e-08,47.32,1.0532191774504402e-06
4/15/2017,1492214400,22240477959,22.240477959,2.2240477959e-08,48.89,1.08733696741551e-06
4/16/2017,1492300800,22100218538,22.100218538,2.2100218538e-08,48.22,1.06567253790236e-06
4/17/2017,1492387200,22255010723,22.255010723,2.2255010723e-08,47.94,1.06690521406062e-06
4/18/2017,1492473600,22747420158,22.747420158,2.2747420158e-08,49.88,1.1346413174810401e-06
4/19/2017,1492560000,22626922333,22.626922333000003,2.2626922333e-08,47.88,1.08337704130404e-06
4/20/2017,1492646400,22480105997,22.480105997000003,2.2480105997000002e-08,49.36,1.10961803201192e-06
4/21/2017,1492732800,22819358782,22.819358782000002,2.2819358782000003e-08,48.27,1.1014904484071402e-06
4/22/2017,1492819200,22631052480,22.63105248,2.263105248e-08,48.41,1.0955692505568e-06
4/23/2017,1492905600,21898039096,21.898039096,2.1898039096000002e-08,48.75,1.06752940593e-06
4/24/2017,1492992000,22992421400,22.9924214,2.29924214e-08,49.94,1.148241524716e-06
4/25/2017,1493078400,21734015245,21.734015245000002,2.1734015245e-08,50.09,1.0886568236220502e-06
4/26/2017,1493164800,22048839796,22.048839796000003,2.2048839796000002e-08,53.28,1.17476218433088e-06
4/27/2017,1493251200,22377947330,22.37794733,2.2377947330000003e-08,63.14,1.4129435944162002e-06
4/28/2017,1493337600,22130700584,22.130700584000003,2.2130700584000003e-08,72.42,1.6027053362932803e-06
4/29/2017,1493424000,22799209590,22.79920959,2.279920959e-08,69.83,1.5920688056697e-06
4/30/2017,1493510400,22541845100,22.5418451,2.2541845100000003e-08,79.83,1.7995154943330002e-06
5/1/2017,1493596800,22989649815,22.989649815,2.2989649815e-08,77.53,1.7823875501569501e-06
5/2/2017,1493683200,22975461233,22.975461233,2.2975461233e-08,77.25,1.77485438024925e-06
5/3/2017,1493769600,22182605256,22.182605256000002,2.2182605256000002e-08,80.37,1.7828159844247204e-06
5/4/2017,1493856000,22523480694,22.523480694,2.2523480694e-08,94.55,2.1295950996177e-06
5/5/2017,1493942400,22905913235,22.905913235,2.2905913235000002e-08,90.79,2.07962786260565e-06
5/6/2017,1494028800,22254507120,22.254507120000003,2.2254507120000003e-08,94.82,2.1101723651184e-06
5/7/2017,1494115200,22863576069,22.863576069,2.2863576069e-08,90.46,2.06823909120174e-06
5/8/2017,1494201600,22304778708,22.304778708,2.2304778708000002e-08,88.39,1.97151939000012e-06
5/9/2017,1494288000,22419891708,22.419891708,2.2419891708000003e-08,86.27,1.93416405764916e-06
5/10/2017,1494374400,22141501610,22.141501610000002,2.2141501610000002e-08,87.83,1.9446880864063e-06
5/11/2017,1494460800,22276386524,22.276386524000003,2.2276386524000003e-08,88.2,1.9647772914168005e-06
5/12/2017,1494547200,22224260597,22.224260597,2.2224260597000003e-08,85.15,1.8923957898345504e-06
5/13/2017,1494633600,22176736929,22.176736929,2.2176736929e-08,87.96,1.95066578027484e-06
5/14/2017,1494720000,22054420864,22.054420864,2.2054420864e-08,88.72,1.95666821905408e-06
5/15/2017,1494806400,22225479222,22.225479222,2.2225479222000003e-08,90.32,2.00740528333104e-06
5/16/2017,1494892800,22338079736,22.338079736,2.2338079736e-08,87.8,1.9612834008208e-06
5/17/2017,1494979200,26658490658,26.658490658,2.6658490658000002e-08,86.98,2.3187555174328402e-06
5/18/2017,1495065600,22641931556,22.641931556000003,2.2641931556000003e-08,95.88,2.17090839758928e-06
5/19/2017,1495152000,22510140833,22.510140833,2.2510140833000003e-08,124.38,2.79981131680854e-06
5/20/2017,1495238400,22578527232,22.578527232000003,2.2578527232000003e-08,123.06,2.7785135611699204e-06
5/21/2017,1495324800,22366670221,22.366670221,2.2366670221e-08,148.0,3.310267192708e-06
5/22/2017,1495411200,22950916506,22.950916506000002,2.2950916506e-08,160.39,3.6810974983973396e-06
5/23/2017,1495497600,22876914693,22.876914693,2.2876914693000002e-08,169.5,3.8776370404635e-06
5/24/2017,1495584000,23511877462,23.511877462,2.3511877462000002e-08,193.03,4.53849770648986e-06
5/25/2017,1495670400,22627478169,22.627478169,2.2627478169000002e-08,177.33,4.01253070370877e-06
5/26/2017,1495756800,22767260891,22.767260891000003,2.2767260891e-08,162.83,3.7071930908815305e-06
5/27/2017,1495843200,22312210827,22.312210827,2.2312210827e-08,156.63,3.49476158183301e-06
5/28/2017,1495929600,21916364414,21.916364414,2.1916364414e-08,172.86,3.7884627526040406e-06
5/29/2017,1496016000,22429141176,22.429141176,2.2429141176e-08,194.17,4.3550663421439195e-06
5/30/2017,1496102400,24758885831,24.758885831,2.4758885831000003e-08,228.58,5.659386123249981e-06
5/31/2017,1496188800,38210063774,38.210063774000005,3.8210063774000006e-08,228.64,8.73634898128736e-06
6/1/2017,1496275200,23808562950,23.808562950000002,2.380856295e-08,220.7,5.2545498430649995e-06
6/2/2017,1496361600,22913829909,22.913829909,2.2913829909000003e-08,222.04,5.08778679299436e-06
6/3/2017,1496448000,22677818318,22.677818318,2.2677818318000002e-08,224.3,5.086634648727401e-06
6/4/2017,1496534400,23508783552,23.508783552,2.3508783552000002e-08,244.96,5.758711618897921e-06
6/5/2017,1496620800,22886137204,22.886137204,2.2886137204000002e-08,247.75,5.6700404922910006e-06
6/6/2017,1496707200,23539130279,23.539130279000002,2.3539130279000002e-08,264.26,6.22045056752854e-06
6/7/2017,1496793600,23555770569,23.555770569,2.3555770569000003e-08,255.77,6.024859438433131e-06
6/8/2017,1496880000,23571788218,23.571788218000002,2.3571788218000002e-08,259.41,6.114757581631381e-06
6/9/2017,1496966400,22518978783,22.518978783,2.2518978783e-08,279.11,6.28527216812313e-06
6/10/2017,1497052800,22422146714,22.422146714,2.2422146714e-08,335.95,7.5327201885683005e-06
6/11/2017,1497139200,23843612254,23.843612254,2.3843612254000002e-08,339.68,8.09919821043872e-06
6/12/2017,1497225600,30391141090,30.39114109,3.039114109e-08,394.66,1.1994167742579401e-05
6/13/2017,1497312000,24903912970,24.90391297,2.4903912970000003e-08,388.09,9.6649595845273e-06
6/14/2017,1497398400,22812812579,22.812812579000003,2.2812812579000002e-08,343.84,7.84395747716336e-06
6/15/2017,1497484800,23411815379,23.411815379,2.3411815379e-08,344.68,8.069584524833721e-06
6/16/2017,1497571200,22083654403,22.083654403,2.2083654403000002e-08,353.61,7.80900103344483e-06
6/17/2017,1497657600,20940055933,20.940055933,2.0940055933e-08,368.1,7.7080345889373e-06
6/18/2017,1497744000,19777146521,19.777146521000002,1.9777146521000003e-08,351.53,6.952260316527131e-06
6/19/2017,1497830400,21054562068,21.054562068000003,2.1054562068000002e-08,358.2,7.5417441327576e-06
6/20/2017,1497916800,35606261848,35.606261848,3.5606261848e-08,350.53,1.248106296557944e-05
6/21/2017,1498003200,58264077197,58.264077197000006,5.8264077197000004e-08,325.3,1.89533043121841e-05
6/22/2017,1498089600,41150573699,41.150573699000006,4.1150573699000005e-08,320.97,1.3208099640168032e-05
6/23/2017,1498176000,40960227374,40.960227374000006,4.0960227374e-08,326.85,1.3387850317191902e-05
6/24/2017,1498262400,47309213754,47.309213754000005,4.7309213754000005e-08,304.54,1.4407547956643162e-05
6/25/2017,1498348800,34521352334,34.521352334,3.4521352334e-08,279.36,9.64388498802624e-06
6/26/2017,1498435200,49580734026,49.580734026,4.9580734026e-08,253.68,1.2577640607715681e-05
6/27/2017,1498521600,31580245373,31.580245373,3.1580245373e-08,286.14,9.03637141103022e-06
6/28/2017,1498608000,43482890266,43.482890266000005,4.3482890266e-08,315.86,1.3734505719418761e-05
6/29/2017,1498694400,35022170593,35.022170593000006,3.5022170593e-08,292.9,1.0257993766689699e-05
6/30/2017,1498780800,27223635401,27.223635401000003,2.7223635401e-08,280.68,7.64112998435268e-06
7/1/2017,1498867200,26689728580,26.68972858,2.6689728580000003e-08,261.0,6.966019159380001e-06
7/2/2017,1498953600,25581333280,25.581333280000003,2.558133328e-08,283.99,7.2648428381872e-06
7/3/2017,1499040000,28117349173,28.117349173,2.8117349173000003e-08,276.41,7.771916484908932e-06
7/4/2017,1499126400,24664144555,24.664144555,2.4664144555000003e-08,269.05,6.635888092522751e-06
7/5/2017,1499212800,26133024523,26.133024523000003,2.6133024523e-08,266.0,6.951384523118e-06
7/6/2017,1499299200,24841070314,24.841070314000003,2.4841070314e-08,265.88,6.60474377508632e-06
7/7/2017,1499385600,27021742038,27.021742038000003,2.7021742038e-08,240.94,6.510618526635721e-06
7/8/2017,1499472000,26089973919,26.089973919000002,2.6089973919000002e-08,245.67,6.40952389268073e-06
7/9/2017,1499558400,26860797614,26.860797614000003,2.6860797614000002e-08,237.72,6.385348808800081e-06
7/10/2017,1499644800,22840512365,22.840512365000002,2.2840512365000002e-08,205.76,4.6996638242224005e-06
7/11/2017,1499731200,24575033101,24.575033101000002,2.4575033101e-08,190.55,4.682772557395551e-06
7/12/2017,1499817600,24301621064,24.301621064000003,2.4301621064000003e-08,224.15,5.447208361495601e-06
7/13/2017,1499904000,23629822115,23.629822115000003,2.3629822115000002e-08,205.41,4.8538017606421505e-06
7/14/2017,1499990400,23119742999,23.119742999000003,2.3119742999e-08,197.14,4.557826134822859e-06
7/15/2017,1500076800,26644007281,26.644007281,2.6644007281000003e-08,169.1,4.5055016312171005e-06
7/16/2017,1500163200,24225254470,24.225254470000003,2.4225254470000002e-08,155.42,3.7650890497274003e-06
7/17/2017,1500249600,25008451290,25.00845129,2.5008451290000003e-08,189.97,4.750855491561301e-06
7/18/2017,1500336000,26922445269,26.922445269,2.6922445269000003e-08,227.09,6.113818096137211e-06
7/19/2017,1500422400,25859171423,25.859171423000003,2.5859171423e-08,194.41,5.02728151634543e-06
7/20/2017,1500508800,23785270501,23.785270501000003,2.3785270501e-08,226.33,5.38332027249133e-06
7/21/2017,1500595200,34121661718,34.121661718,3.4121661718000005e-08,216.33,7.381539079454942e-06
7/22/2017,1500681600,24728177686,24.728177686000002,2.4728177686e-08,230.47,5.6991031112924205e-06
7/23/2017,1500768000,24411781141,24.411781141000002,2.4411781141000003e-08,228.32,5.57369787011312e-06
7/24/2017,1500854400,24993645320,24.993645320000002,2.4993645320000003e-08,225.48,5.6355671467536e-06
7/25/2017,1500940800,26699669746,26.699669746,2.6699669746000003e-08,203.59,5.4357857635881405e-06
7/26/2017,1501027200,26644959295,26.644959295000003,2.6644959295e-08,202.88,5.4057293417696e-06
7/27/2017,1501113600,25759576270,25.75957627,2.575957627e-08,202.93,5.2273908124711005e-06
7/28/2017,1501200000,25160319003,25.160319003,2.5160319003000003e-08,191.21,4.810904596563631e-06
7/29/2017,1501286400,24073380192,24.073380192000002,2.4073380192e-08,206.14,4.96248659277888e-06
7/30/2017,1501372800,23908993567,23.908993567000003,2.3908993567e-08,196.78,4.70481175411426e-06
7/31/2017,1501459200,22305961187,22.305961187,2.2305961187000002e-08,201.33,4.490859165778711e-06
8/1/2017,1501545600,25462492943,25.462492943,2.5462492943e-08,225.9,5.7519771558237e-06
8/2/2017,1501632000,25145539900,25.145539900000003,2.5145539900000003e-08,218.12,5.484745162988001e-06
8/3/2017,1501718400,24881344614,24.881344614000003,2.4881344614000002e-08,224.39,5.58312491793546e-06
8/4/2017,1501804800,22630338284,22.630338284,2.2630338284000003e-08,220.6,4.9922526254504005e-06
8/5/2017,1501891200,23984146001,23.984146001000003,2.3984146001e-08,253.09,6.07014751139309e-06
8/6/2017,1501977600,24293412889,24.293412889000003,2.4293412889000002e-08,264.56,6.427065313913841e-06
8/7/2017,1502064000,25187717437,25.187717437,2.5187717437000003e-08,269.94,6.799172444943781e-06
8/8/2017,1502150400,23836962422,23.836962422000003,2.3836962422e-08,296.51,7.06789772774722e-06
8/9/2017,1502236800,24062207266,24.062207266,2.4062207266e-08,295.28,7.1050885615044796e-06
8/10/2017,1502323200,24244829373,24.244829373,2.4244829373000003e-08,298.28,7.23174770537844e-06
8/11/2017,1502409600,25055821756,25.055821756,2.5055821756000002e-08,309.32,7.75026678556592e-06
8/12/2017,1502496000,24802395477,24.802395477,2.4802395477000003e-08,308.02,7.639633854825541e-06
8/13/2017,1502582400,22053673388,22.053673388,2.2053673388e-08,296.62,6.54156060034856e-06
8/14/2017,1502668800,22124106465,22.124106465,2.2124106465000002e-08,299.16,6.618647690069401e-06
8/15/2017,1502755200,21732658516,21.732658516,2.1732658516e-08,286.52,6.22684131800432e-06
8/16/2017,1502841600,34716303601,34.716303601,3.4716303601000004e-08,301.38,1.0462799579269381e-05
8/17/2017,1502928000,29045025650,29.045025650000003,2.9045025650000002e-08,300.3,8.722221202695001e-06
8/18/2017,1503014400,44653492844,44.653492844000006,4.4653492844e-08,292.62,1.3066505076011281e-05
8/19/2017,1503100800,25853813413,25.853813413,2.5853813413e-08,293.02,7.57568440627726e-06
8/20/2017,1503187200,22972240493,22.972240493,2.2972240493000002e-08,298.2,6.850322115012601e-06
8/21/2017,1503273600,23061643547,23.061643547000003,2.3061643547e-08,321.85,7.422389975601951e-06
8/22/2017,1503360000,23423033219,23.423033219,2.3423033219000003e-08,313.37,7.3400759198380305e-06
8/23/2017,1503446400,23256200293,23.256200293000003,2.3256200293000003e-08,317.4,7.3815179729982e-06
8/24/2017,1503532800,24488987225,24.488987225000002,2.4488987225000003e-08,325.28,7.965777764548001e-06
8/25/2017,1503619200,25311366617,25.311366617,2.5311366617000003e-08,330.06,8.35426966560702e-06
8/26/2017,1503705600,22816054496,22.816054496000003,2.2816054496000003e-08,332.86,7.5945518995385615e-06
8/27/2017,1503792000,22152769744,22.152769744,2.2152769744e-08,347.88,7.70650553854272e-06
8/28/2017,1503878400,23023333378,23.023333378,2.3023333378e-08,347.66,8.004292082195481e-06
8/29/2017,1503964800,26062902403,26.062902403000002,2.6062902403e-08,372.35,9.70452170975705e-06
8/30/2017,1504051200,25922353625,25.922353625000003,2.5922353625e-08,383.86,9.950554662492502e-06
8/31/2017,1504137600,36202779201,36.202779201000006,3.6202779201e-08,388.33,1.405862524712433e-05
9/1/2017,1504224000,29038234385,29.038234385000003,2.9038234385000003e-08,391.42,1.1366145702976701e-05
9/2/2017,1504310400,62682734227,62.682734227000005,6.2682734227e-08,351.03,2.200352019570381e-05
9/3/2017,1504396800,24625907338,24.625907338,2.4625907338000003e-08,352.45,8.6794010412781e-06
9/4/2017,1504483200,27792328086,27.792328086,2.7792328086000003e-08,303.7,8.4405300397182e-06
9/5/2017,1504569600,30139309787,30.139309787000002,3.0139309787e-08,317.94,9.58249215367878e-06
9/6/2017,1504656000,36519706124,36.519706124,3.6519706124e-08,338.92,1.2377258799546082e-05
9/7/2017,1504742400,36147491376,36.147491376000005,3.6147491376000004e-08,335.37,1.2122784182769122e-05
9/8/2017,1504828800,42275877643,42.275877643,4.2275877643000006e-08,306.72,1.2966857190660964e-05
9/9/2017,1504915200,29941043195,29.941043195000002,2.9941043195e-08,303.79,9.095789512209051e-06
9/10/2017,1505001600,36135150446,36.135150446000004,3.6135150446000004e-08,299.21,1.0811998364947661e-05
9/11/2017,1505088000,26441744516,26.441744516,2.6441744516e-08,297.95,7.8783177785422e-06
9/12/2017,1505174400,28430040166,28.430040166,2.8430040166e-08,294.1,8.361274812820602e-06
9/13/2017,1505260800,27123610125,27.123610125000003,2.7123610125e-08,275.84,7.4817766168799994e-06
9/14/2017,1505347200,28372005082,28.372005082,2.8372005082e-08,223.14,6.33092921399748e-06
9/15/2017,1505433600,35527257414,35.527257414000005,3.5527257414e-08,259.57,9.22181020695198e-06
9/16/2017,1505520000,35281116400,35.2811164,3.52811164e-08,254.49,8.978691312636e-06
9/17/2017,1505606400,32847109838,32.847109838,3.2847109838000004e-08,258.4,8.4876931821392e-06
9/18/2017,1505692800,27527967857,27.527967857,2.7527967857000003e-08,297.53,8.19039627649321e-06
9/19/2017,1505779200,28240983765,28.240983765000003,2.8240983765000002e-08,283.0,7.992198405495001e-06
9/20/2017,1505865600,30102925181,30.102925181000003,3.0102925181e-08,283.56,8.535985464324361e-06
9/21/2017,1505952000,23983898010,23.98389801,2.398389801e-08,257.77,6.1823293900377e-06
9/22/2017,1506038400,24379043547,24.379043547000002,2.4379043547e-08,262.94,6.41022571024818e-06
9/23/2017,1506124800,23562292733,23.562292733000003,2.3562292733000002e-08,286.14,6.74211444262062e-06
9/24/2017,1506211200,28226701571,28.226701571000003,2.8226701571000003e-08,282.6,7.976865863964601e-06
9/25/2017,1506297600,25547420148,25.547420148,2.5547420148e-08,294.89,7.53367872744372e-06
9/26/2017,1506384000,24571949910,24.57194991,2.457194991e-08,288.64,7.0924476220224e-06
9/27/2017,1506470400,26548967736,26.548967736,2.6548967736000002e-08,309.97,8.22938352912792e-06
9/28/2017,1506556800,25409632808,25.409632808,2.5409632808e-08,302.77,7.69327452527816e-06
9/29/2017,1506643200,23184436268,23.184436268000002,2.3184436268e-08,292.58,6.78330236329144e-06
9/30/2017,1506729600,26231412090,26.231412090000003,2.623141209e-08,302.77,7.9420846384893e-06
10/1/2017,1506816000,24190581701,24.190581701000003,2.4190581701e-08,303.95,7.35272730801895e-06
10/2/2017,1506902400,25376879520,25.376879520000003,2.5376879520000002e-08,296.81,7.532111610331201e-06
10/3/2017,1506988800,23882103385,23.882103385,2.3882103385e-08,291.81,6.96903658877685e-06
10/4/2017,1507075200,23689836678,23.689836678000002,2.3689836678e-08,291.68,6.90985156223904e-06
10/5/2017,1507161600,24302843665,24.302843665,2.4302843665e-08,294.99,7.1690958527383505e-06
10/6/2017,1507248000,25759310387,25.759310387000003,2.5759310387000002e-08,308.33,7.94236817162371e-06
10/7/2017,1507334400,22705744740,22.70574474,2.270574474e-08,311.26,7.0673901077724e-06
10/8/2017,1507420800,24091593642,24.091593642000003,2.4091593642e-08,309.49,7.4561073162625806e-06
10/9/2017,1507507200,24174030452,24.174030452,2.4174030452000003e-08,296.95,7.1784783427214006e-06
10/10/2017,1507593600,25058292801,25.058292801,2.5058292801e-08,298.46,7.47889806938646e-06
10/11/2017,1507680000,30039329444,30.039329444000003,3.0039329444000004e-08,302.86,9.097711315409841e-06
10/12/2017,1507766400,24512657109,24.512657109000003,2.4512657109e-08,302.89,7.42463871174501e-06
10/13/2017,1507852800,26489325565,26.489325565,2.6489325565e-08,336.83,8.92239953005895e-06
10/14/2017,1507939200,24196653845,24.196653845,2.4196653845000002e-08,338.81,8.198068289224451e-06
10/15/2017,1508025600,23514174126,23.514174126,2.3514174126000003e-08,336.58,7.91440072732908e-06
10/16/2017,1508112000,16678649826,16.678649826,1.6678649826e-08,334.23,5.574505131343981e-06
10/17/2017,1508198400,14194850634,14.194850634000002,1.4194850634000001e-08,316.14,4.48756007943276e-06
10/18/2017,1508284800,14081137033,14.081137033000001,1.4081137033000001e-08,313.54,4.41499970532682e-06
10/19/2017,1508371200,12235259269,12.235259269,1.2235259269e-08,307.41,3.7612410518832902e-06
10/20/2017,1508457600,14610349751,14.610349751000001,1.4610349751000001e-08,303.08,4.4281048025330805e-06
10/21/2017,1508544000,12128683877,12.128683877,1.2128683877e-08,299.55,3.6331472553553502e-06
10/22/2017,1508630400,10751750663,10.751750663000001,1.0751750663e-08,294.03,3.1613372474418897e-06
10/23/2017,1508716800,13780011469,13.780011469000002,1.3780011469e-08,285.27,3.93102387176163e-06
10/24/2017,1508803200,14415708346,14.415708346,1.4415708346000001e-08,296.5,4.274257524589e-06
10/25/2017,1508889600,12720316553,12.720316553,1.2720316553e-08,296.35,3.7696658104815505e-06
10/26/2017,1508976000,12385996259,12.385996259,1.2385996259e-08,295.54,3.66055733438486e-06
10/27/2017,1509062400,11545392383,11.545392383000001,1.1545392383e-08,296.36,3.4215924866258803e-06
10/28/2017,1509148800,10491940195,10.491940195000002,1.0491940195e-08,293.35,3.0778106562032503e-06
10/29/2017,1509235200,10371979124,10.371979124000001,1.0371979124e-08,304.04,3.1534965328609604e-06
10/30/2017,1509321600,11808258897,11.808258897,1.1808258897000002e-08,306.8,3.6227738295996008e-06
10/31/2017,1509408000,13692446133,13.692446133,1.3692446133000001e-08,303.64,4.15757434382412e-06
11/1/2017,1509494400,14979336359,14.979336359000001,1.4979336359e-08,289.42,4.3353195290217804e-06
11/2/2017,1509580800,15919836477,15.919836477,1.5919836477e-08,284.92,4.535879809026841e-06
11/3/2017,1509667200,12781813101,12.781813101000001,1.2781813101000002e-08,304.51,3.892189907385511e-06
11/4/2017,1509753600,11624799927,11.624799927000002,1.1624799927000001e-08,300.04,3.4879049700970807e-06
11/5/2017,1509840000,10703460687,10.703460687000002,1.0703460687000001e-08,296.23,3.1706861593100105e-06
11/6/2017,1509926400,10433598351,10.433598351,1.0433598351000001e-08,296.82,3.09690066254382e-06
