,Date,USDC,WETH,DAI,WBTC,USDT,FRAX,PAX,agEUR,APE,1INCH,BUSD,FEI,HEX,RAI,LOOKS,renBTC,MKR,LINK,ETH2x-FLI,MATIC,TUSD,EURS,CRV,NEXO,FUN,ENS,LUNA,MIM,LUSD
1580774400,2020-02-04,437557126.48084635,522878658.12274116,107667359.50352721,0.0,4291651783.0249114,,224617104.06005424,,,,0.0,,0.0,,,,483749369.41518164,1007437680.388174,,56910919.139514506,138623688.8739168,13608041.928533824,,86139870.05402811,17717069.834659792,,,,
1580860800,2020-02-05,435829631.73077965,520422340.1881633,110469099.30394429,0.0,4279687870.004281,,221928017.2443689,,,,0.0,,0.0,,,,478443848.85425335,994052855.2103516,,53942875.68758145,137336830.5707714,13528853.620898392,,80626989.0316157,19647934.624759164,,,,
1580947200,2020-02-06,426708639.3422842,559457298.9148309,111404177.02940492,0.0,4281286725.960383,,219522759.25747213,,,,0.0,,0.0,,,,498557034.8307963,1035444973.302991,,54839605.08760176,138546310.1193864,13604737.497544363,,89618227.37888758,18615327.35405531,,,,
1581033600,2020-02-07,426671373.9425294,580025096.0049162,112357810.36645739,0.0,4280165005.9691873,,225903978.54840067,,,,0.0,,0.0,,,,496947003.3107332,1051282452.9134967,,62787785.4562619,138902489.5896218,13606289.930579485,,98207636.57425204,20734607.563678894,,,,
1581120000,2020-02-08,423899680.5617039,605654873.8867869,113742950.36056434,0.0,4283434128.752056,,214419978.59614047,,,,0.0,,0.0,,,,501243760.289696,1210800030.4984968,,59085384.33015085,138993691.72580868,13536339.585918041,,97616371.04158987,22430290.123094622,,,,
1581206400,2020-02-09,421470434.6481834,607185510.4557344,113854708.2034847,0.0,4283445364.169793,,219863184.33299863,,,,0.0,,0.0,,,,499263654.9788215,1248267877.9293292,,54239566.42726144,139246177.46575207,13508708.279950507,,99107819.99465679,23702311.054426868,,,,
1581292800,2020-02-10,426484982.769061,617631691.9439582,115593622.08550976,0.0,4304246879.444564,,221179039.629971,,,,0.0,,0.0,,,,509741695.0009088,1236024196.8833654,,56282734.144922584,140100889.63641462,13559388.279156666,,105164155.50657357,22827784.388424214,,,,
1581379200,2020-02-11,422144695.63668936,606404039.1182584,115780845.51222603,0.0,4293957672.4137683,,217614134.85804802,,,,0.0,,0.0,,,,498055175.96445364,1245359730.7194328,,55268479.14981362,138597766.23695618,13469033.543743255,,103128186.50192669,25441956.153529804,,,,
1581465600,2020-02-12,420429610.02102655,640574932.0457963,116713432.18182547,0.0,4288414305.541914,,219020246.458117,,,,0.0,,0.0,,,,510517300.0946424,1447267121.1660984,,57929277.51047292,140463341.01181987,13487690.458651392,,111692064.05213016,26483266.312892847,,,,
1581552000,2020-02-13,430565815.04699016,712018072.4342161,118237904.59823069,0.0,4276982477.616516,,213028925.07001498,,,,0.0,,0.0,,,,529601037.3180046,1460421342.6249692,,58378156.5681915,139691216.9824878,13373825.685156375,,123372402.01564582,26863569.044258166,,,,
1581638400,2020-02-14,429206850.9869917,724273799.2413783,121852077.59133922,0.0,4279251912.61609,,214861084.94353458,,,,0.0,,0.0,,,,541387188.612146,1407530009.512849,,56860013.77422042,143724575.78304112,13470943.985771855,,126080490.09701453,28063089.387078732,,,,
1581724800,2020-02-15,429538978.04663086,754733651.3251308,123258195.23984866,0.0,4283562617.3753257,,208640391.2343662,,,,0.0,,0.0,,,,552569486.2934854,1602341466.5351012,,59345265.830371134,141722696.49726978,13487633.875583181,,124815745.97710654,33474600.420791425,,,,
1581811200,2020-02-16,429266918.2678881,705373835.7162126,124365747.5669735,0.0,4282126676.342095,,208209582.84449175,,,,0.0,,0.0,,,,522891271.7880005,1575490685.3618805,,53140657.20115147,141856750.93935785,13223030.517147548,,113847141.07380079,31516309.303514883,,,,
1581897600,2020-02-17,430850991.62091583,693588665.7757448,126511838.39251125,0.0,4287194543.0562115,,209221813.7203487,,,,0.0,,0.0,,,,548351130.0848897,1655213689.3596177,,51726161.53351232,142988971.64610836,13451773.451736866,,117916575.24821046,33999707.45191085,,,,
1581984000,2020-02-18,430318294.5052081,694715044.7419795,125802104.78200884,0.0,4296553112.351896,,210257074.37912795,,,,0.0,,0.0,,,,529312080.89066225,1564311154.090281,,51029418.29669148,142816119.18852332,13356069.654554224,,113038418.84547216,29592271.28838796,,,,
1582070400,2020-02-19,432640417.0049491,663638628.3744786,121601576.73523311,0.0,4285326170.913868,,208726496.70946896,,,,0.0,,0.0,,,,551624896.0548817,1659163357.8061647,,55262008.79617985,141845497.76855934,13368951.624184048,,113907879.6063967,27537666.684997678,,,,
1582156800,2020-02-20,434416692.9648715,599710948.2843035,119343202.26409605,0.0,4282876600.3408866,,211850406.2378503,,,,0.0,,0.0,,,,566981942.2208457,1603019894.012045,,51167414.531902015,142091601.66901338,13196309.231656494,,107151322.58365339,24931641.22817082,,,,
1582243200,2020-02-21,425180738.6769657,598666265.6900078,119994841.40772739,0.0,4287659834.945381,,218165709.9017271,,,,0.0,,0.0,,,,557496178.6811255,1551662791.5638573,,52471156.354705244,137813788.74548542,13249087.424688665,,105581550.17232792,23671225.343406074,,,,
1582329600,2020-02-22,424407128.4289221,607109202.9458501,120669545.82334405,0.0,4286189909.950764,,222406695.6907995,,,,0.0,,0.0,,,,546250319.8222703,1566313486.5345263,,53361966.761425756,141017569.92009413,13311402.702878952,,108715430.49285069,23689416.069000874,,,,
1582416000,2020-02-23,425934494.76238275,600321708.9130538,119999879.67666121,0.0,4285130709.1202736,,222378266.59395912,,,,0.0,,0.0,,,,554519758.8393791,1488244288.1982062,,53019036.52154578,140787305.30897534,13261961.928983008,,106014788.5395503,23068013.451486602,,,,
1582502400,2020-02-24,424523237.5337561,640206349.3148854,121265667.2423385,0.0,4294456127.209374,,222570728.1451945,,,,0.0,,0.0,,,,568182699.9122199,1552714326.3254926,,57077588.52440526,141354747.8348356,13384144.981589025,,115106473.96549448,24206510.684568133,,,,
1582588800,2020-02-25,427141133.313967,620106228.6477098,122221847.68163554,0.0,4289228245.46827,,204086834.2399994,,,,0.0,,0.0,,,,547600148.2179513,1424584497.386901,,52956396.24060391,140915554.72047922,13332728.826570308,,103858316.83064021,21774716.948618922,,,,
1582675200,2020-02-26,428152154.6045574,590676950.8754888,124333572.22642156,0.0,4284267566.820399,,201689557.3276245,,,,0.0,,0.0,,,,511228614.4916073,1284747446.5701513,,49191557.92141669,142224308.583883,13258187.181297176,,92811386.85847741,19682558.893393725,,,,
1582761600,2020-02-27,430280212.03897715,534230966.0405079,122816784.24678782,0.0,4279357850.6112013,,201176338.11028373,,,,0.0,,0.0,,,,470387272.03382766,1317400100.2834158,,47274423.62656051,141601634.81156424,13407983.732152978,,96416822.86246403,17833397.554728515,,,,
1582848000,2020-02-28,442683070.96539927,536713793.0147672,122762632.1099471,0.0,4290501476.9167504,,201863685.95980406,,,,0.0,,0.0,,,,490036443.8829963,1431040134.7740192,,49669131.41589402,141514493.54364127,13410209.560947258,,87210016.13573675,18049080.01921605,,,,
1582934400,2020-02-29,444737275.3542712,542601068.5786903,120359117.12014687,0.0,4284583525.7589073,,199474990.86448482,,,,0.0,,0.0,,,,508865340.45806,1532209411.8175554,,51876436.24711087,142050585.61041299,13600007.675163804,,85080978.62385851,18663392.58765294,,,,
