,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},330059487.16383487,0.49982639186848815,20710777.490805406,9919065.882965093,10791711.607840313
1,{'symbol': 'WETH'},814824568.3397874,0.704301227416011,77957606.3610067,39303213.868502244,38654392.49250446
2,{'symbol': 'APE'},6668027.83866689,0.16753931167136846,5845705.674903322,2872283.64945091,2973422.0254524127
3,{'symbol': 'ELON'},26169680.111071143,0.018275555346469595,848991.6612164571,313314.9962395988,535676.6649768584
4,{'symbol': 'QOM'},6602991.323269118,0.06219644954870388,2171191.728464433,1066292.103688822,1104899.624775611
5,{'symbol': 'SAITAMA'},10109560.554378577,0.014405839401884472,564777.608186413,246972.82421579643,317804.7839706165
6,{'symbol': 'XMON'},11832787.13776727,0.04088272642435215,1258605.9248770508,700890.9460245145,557714.9788525363
7,{'symbol': 'DAI'},21932602.06450876,0.031536728924133554,1148637.6776801702,540663.7400040982,607973.9376760719
8,{'symbol': 'STRONG'},1592978.1591015728,0.015279638672624257,639783.4506849776,261953.18514249657,377830.265542481
9,{'symbol': 'SHIB'},6272606.811864855,0.010169793927217542,431294.97819613456,174350.32127104086,256944.65692509373
10,{'symbol': 'X2Y2'},6610782.086374197,0.03852968878173705,1301647.7280648635,660550.6134780663,641097.1145867972
11,{'symbol': 'UNI'},29700369.469316557,0.02939283796865631,1280807.536140289,503909.0053917125,776898.5307485764
12,{'symbol': 'STARL'},8034529.993353622,0.07695327260928338,2357899.437679616,1319282.1701508532,1038617.2675287626
13,{'symbol': 'PAXG'},27808822.946332984,0.014698309229099212,724587.0066306661,251986.9089358915,472600.09769477457
14,{'symbol': 'HEX'},2507767.4282807736,0.05636240711799433,1888105.3675043532,966273.6392653844,921831.7282389688
15,{'symbol': 'MOOV'},712042.8507720706,0.02284135112472845,796450.5616009191,391590.7180973365,404859.8435035827
16,{'symbol': 'ALI'},2854758.670595692,0.01019401998488602,496666.94096480665,246260.831225234,250406.10973957265
17,{'symbol': 'AUDIO'},5300903.968866318,0.00934589673015756,397271.1961640379,160225.47842469008,237045.71773934783
18,{'symbol': 'MC'},46714714.39839583,0.00428059406623957,255340.01147823804,73386.24125729706,181953.770220941
19,{'symbol': 'BOND'},11028965.430035977,0.005105055441545472,258521.95978510036,123324.7725970539,135197.18718804646
20,{'symbol': 'KUMA'},3784581.43336332,0.002562995526192668,175999.7691473379,43939.83758235258,132059.93156498534
21,{'symbol': 'SAND'},6385279.225709178,0.019042316970843257,702099.5545349643,326460.3103437585,375639.24419120577
22,{'symbol': 'MPL'},2759080.878096794,0.010040624999678852,514344.40026369994,242555.2100258527,271789.1902378473
23,{'symbol': 'TOKE'},30481394.08518649,0.003398660768342909,151017.6723877872,58266.43106956154,92751.24131822566
24,{'symbol': 'WOO'},6414127.893208433,0.021932493078830766,908881.1586593781,376009.3116867367,532871.8469726414
25,{'symbol': 'KIBA'},1845848.5193888408,0.004910057103616103,196436.5373141739,84177.71683490189,112258.82047927202
26,{'symbol': 'UFO'},9914041.507155936,0.006419298901985438,212281.87348782778,110052.06535214586,102229.80813568192
27,{'symbol': 'VADER'},4403337.395664377,0.01584226136111828,511417.54139915685,271598.75389200565,239818.7875071512
28,{'symbol': 'HIGH'},8431653.335961072,0.026923263752154432,980887.3993489835,461570.77699384536,519316.6223551381
29,{'symbol': '10SET'},10857867.750335844,0.0008538931009839503,29450.201281783186,14639.090777369423,14811.110504413762
