,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},245246729.5091113,0.6185473149080313,52578448.612839,25514626.92866726,27063821.684171736
1,{'symbol': 'WETH'},546233048.8027048,0.7092181869105502,119958333.29064474,59145302.709298566,60813030.58134616
2,{'symbol': 'APE'},965836.0089106855,0.01502781091073191,1160314.8574801674,589083.8721536351,571230.9853265323
3,{'symbol': 'ELON'},17061849.85274307,0.08350071856161084,5979585.124572947,3273193.0758296223,2706392.0487433244
4,{'symbol': 'QOM'},3214177.817368573,0.013276042709965857,944500.3327934019,520415.2948769539,424085.037916448
5,{'symbol': 'SAITAMA'},7958361.610351128,0.07921950367411157,5006040.611987862,3105371.2514514127,1900669.360536449
6,{'symbol': 'XMON'},6629735.141618685,0.015196657078015248,1266820.038774209,595702.5709523031,671117.4678219059
7,{'symbol': 'DAI'},18183130.63493527,0.07035612957666512,5601761.736603538,2757930.7117290734,2843831.024874464
8,{'symbol': 'STRONG'},961335.5614820408,0.001361263242130827,93751.35681336757,53360.94701073176,40390.40980263582
9,{'symbol': 'SHIB'},2038270.069667468,0.02781601885250597,2113907.0736523084,1090376.2491335887,1023530.8245187196
10,{'symbol': 'X2Y2'},6242522.709900564,0.033659956603907984,2222149.866222577,1319456.1530311252,902693.713191452
11,{'symbol': 'UNI'},21197203.433149047,0.03280751599390121,2182505.3647486516,1286040.8393632371,896464.5253854146
12,{'symbol': 'STARL'},4610508.359759688,0.006501027762230451,477336.3530505977,254837.55617513967,222498.796875458
13,{'symbol': 'PAXG'},22795436.30847124,0.035125878718384795,3011325.294224725,1376919.68385416,1634405.6103705652
14,{'symbol': 'HEX'},1847515.566392744,0.009400802998915565,745762.4313952144,368507.52680152,377254.9045936944
15,{'symbol': 'MOOV'},357980.8231153241,0.004642064327939075,328224.58182975044,181966.9707938489,146257.6110359016
16,{'symbol': 'ALI'},2273743.272179371,0.0027597073214135404,196431.130662433,124037.0345586968,72394.0961037362
17,{'symbol': 'AUDIO'},3123834.7146860766,0.007945301924196933,567293.9694048951,311452.4963574821,255841.47304741293
18,{'symbol': 'MC'},30364101.86514712,0.015010755121095566,1202778.2510712142,588415.2923677077,614362.9587035065
19,{'symbol': 'BOND'},6305727.476035991,0.00844493491211728,665968.4890111171,379563.686124403,286404.80288671417
20,{'symbol': 'KUMA'},2518798.110100912,0.0018519114554258725,89759.78010144146,72594.1507734056,17165.62932803585
21,{'symbol': 'SAND'},4032297.491901343,0.02875256732588729,2146749.221570439,1127088.5556988183,1019660.6658716208
22,{'symbol': 'MPL'},1967584.0782504585,0.004179654712722827,333573.5901684533,187857.59345664352,145715.99671180974
23,{'symbol': 'TOKE'},10417845.28401488,0.011753523652301796,1017968.2040625197,460733.1876662584,557235.0163962613
24,{'symbol': 'WOO'},4098684.2930658497,0.010032255767832605,761167.9297171035,393260.2099704351,367907.7197466684
25,{'symbol': 'KIBA'},1052875.3941957955,0.0033996281881882896,233826.00200704887,133263.99625845777,100562.00574859108
26,{'symbol': 'UFO'},5305044.584538205,0.011339597549535257,837209.2320012455,444507.4583932734,392701.773607972
27,{'symbol': 'VADER'},2214372.4254133827,0.003833490623779187,245493.05281314842,150271.22139976654,95221.8314133819
28,{'symbol': 'HIGH'},5157057.074540528,0.006745466980620665,386238.5027260876,264419.4708086672,121819.03191742042
29,{'symbol': '10SET'},6137415.301930696,0.0024718801441890835,123121.50981888332,96896.66282657054,26224.846992312778
30,{'symbol': 'RAD'},3632926.9256673167,0.005414845051251196,408696.6397692607,243374.1134577977,165322.526311463
31,{'symbol': 'MRI'},783900.2787879551,0.0031768200029610857,206769.66216122737,124530.00903431978,82239.65312690758
32,{'symbol': 'WILD'},3709048.11353939,0.008990364922117045,597967.9981226192,352418.5266806096,245549.4714420096
33,{'symbol': 'DEFIT'},519852.4975227188,0.0007872755031683119,50329.6302979036,30860.86886592546,19468.76143197814
34,{'symbol': 'FXS'},821051.1603051336,0.018923274545322718,1475568.2572418638,741784.409532607,733783.8477092567
35,{'symbol': 'RBN'},1840376.378130836,0.014406261117348638,1089191.1666899286,564719.381463837,524471.7852260917
36,{'symbol': 'KYL'},1469.3013051070077,4.026873357075993e-05,3111.9130308005206,1578.5174327445525,1533.395598055968
37,{'symbol': 'F9'},766300.614661387,0.0005083382166391062,39945.349889298785,19926.6444594146,20018.70542988418
38,{'symbol': 'WBTC'},20748442.78387667,0.006527654460766008,612065.7850499235,255881.31156766263,356184.4734822608
39,{'symbol': '$AKC'},1034049.6778193724,0.0009365865833305064,109527.73754062857,36713.80045921396,72813.93708141461
40,{'symbol': 'DOP'},861737.0670532268,0.001871764184310441,120688.29699628051,73372.36940242625,47315.927593854256
41,{'symbol': 'CULT'},5504746.301626621,0.02590124417052062,1875905.6991490559,1015317.8862977808,860587.8128512751
42,{'symbol': 'USDT'},126526236.64182337,0.2953056801329646,23985644.248817336,11710990.104979176,12274654.14383816
43,{'symbol': 'FOX'},15117525.64021453,0.0032619348978937617,340910.30381469184,127866.47714551902,213043.8266691728
44,{'symbol': 'LOOKS'},435145.8948886886,0.020830478927336516,1636614.865072974,816546.0197910115,820068.8452819627
45,{'symbol': 'VEMP'},3079309.491971497,0.006338585097159074,375423.69403864595,248469.87197205576,126953.8220665902
46,{'symbol': 'SUPER'},8397548.37116463,0.020511135287305447,1402223.8391737211,804027.8833082813,598195.95586544
47,{'symbol': 'WRLD'},47114.76485564559,0.0015065959144929084,98578.20264617093,59057.92669020749,39520.27595596344
48,{'symbol': 'FLOKI'},2531694.7589267814,0.005156841053016545,301799.86852226814,202146.0020782112,99653.86644405693
49,{'symbol': 'ARC'},1065063.324929722,0.0014680441636416297,99855.44252648542,57546.71425849676,42308.728267988656
