,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,1823815920.2801416,0.6043981235805933,849524909.3499373,410389361.0936335,439135548.25630385
1,WBTC,656648495.0206618,0.13396730495447956,168566397.8430017,77984723.41558704,90581674.42741466
2,WETH,1758214839.3927271,0.7099698764589335,1325686188.1793568,697362251.717581,628323936.4617758
3,DAI,674025036.4090188,0.022479698174081107,35231607.91515302,19106754.541799158,16124853.37335386
4,APE,46241344.59753335,0.291096385078394,340918656.85007167,164527057.8299448,176391599.0201269
5,FRAX,433444950.28462034,0.011544947710544476,14626638.433349509,8781111.653083188,5845526.780266319
6,HEX,52351475.83916275,0.010877826185789113,15808110.533153811,6730992.839175826,9077117.693977986
7,LINK,20566698.5265394,0.002889764059333071,3298163.73805821,1604739.7278138555,1693424.0102443544
8,agEUR,34636035.03061717,0.001597770634788813,2264916.2121009678,1007383.9009899041,1257532.3111110635
9,MKR,12774947.390154688,0.0008806431423814574,1126293.363943715,489037.5157245732,637255.848219142
10,RAI,20881227.514389407,4.314558324144604e-05,1813129.7972027753,756707.449814525,1056422.3473882503
11,FEI,5925704.5849731,0.0030483121232127387,3729683.39265816,1988467.363049429,1741216.029608731
12,PAX,72144355.50170712,0.0008482703538597015,10161697.453920443,4904077.426268575,5257620.027651867
13,1INCH,3969838.4677618206,6.881156685686133e-05,76438.97058585039,44886.98970601514,31551.98087983524
14,BUSD,23915403.381879088,6.546080282490947e-05,1125542.7125879999,42701.227668,1082841.48492
15,NEXO,7877171.110636414,0.004177164542093009,5181280.183378367,2319657.1597817093,2861623.023596657
16,MATIC,19152722.03476708,0.007166310981435309,7857316.431729274,3979585.771591307,3877730.660137967
17,TUSD,10008070.679885369,3.1496618339418833e-06,2732.1719493076416,2054.5795536358887,677.5923956717531
18,ETH2x-FLI,22529802.08032756,0.0019408193889524463,1525440.4045912155,1077773.103276171,447667.3013150445
19,MIM,950238.4607258872,0.0005542923565245386,673775.447606,361574.607844,312200.839762
20,sILV2,3611009.3597620814,0.0005142801668969715,596664.0085775403,285589.34158690204,311074.66699063824
21,LUSD,2064113.0316897568,0.0007274456683286293,903680.5438110001,474525.5444310001,429154.99938
22,UNI,20486210.21438215,0.0006652067398527128,703646.4931267992,369401.6745774036,334244.81854939566
23,wstETH,2777068.4461931586,0.0002661017302280161,361916.20272368914,147771.23992445815,214144.96279923103
24,USDT,495390064.2662121,0.1611877629261722,211408232.11116886,95150197.03690328,116258035.0742656
25,LOOKS,27287023.167580504,0.03262203903338141,32561853.992017627,18115625.000624582,14446228.991393045
26,renBTC,11076503.155816603,8.550984749923194e-05,1081563.9840612868,251651.45894040933,829912.5251208774
27,ENS,7411193.042754862,0.007421395460760422,7810545.901415652,4121238.927183599,3689306.974232053
28,LUNA,8350511.90565773,0.0009409022252448963,885082.6305474928,522500.50517532974,362582.12537216296
29,EURS,8810082.091558099,0.0023532675981036318,3414747.258505,1535077.651569,1879669.606936
30,CRV,7987340.477738948,0.0009673385699238707,1072709.9936197922,537181.0990554781,535528.8945643142
31,oSQTH,11702671.393013962,0.0006046421617467626,615294.3596774795,335769.0379366496,279525.3217408299
