,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},25072004.257495712
1,{'symbol': 'WETH'},{'symbol': 'USDC'},23810195.44932793
2,{'symbol': 'WETH'},{'symbol': 'CULT'},1015317.8862977808
3,{'symbol': 'CULT'},{'symbol': 'WETH'},860587.8128512751
4,{'symbol': 'WETH'},{'symbol': 'USDT'},10654005.105900696
5,{'symbol': 'USDT'},{'symbol': 'WETH'},11240060.086512556
6,{'symbol': 'APE'},{'symbol': 'WETH'},571230.9853265323
7,{'symbol': 'WETH'},{'symbol': 'APE'},589083.8721536351
8,{'symbol': 'ELON'},{'symbol': 'WETH'},2706392.0487433244
9,{'symbol': 'WETH'},{'symbol': 'ELON'},3273193.0758296223
10,{'symbol': 'QOM'},{'symbol': 'WETH'},424085.037916448
11,{'symbol': 'WETH'},{'symbol': 'QOM'},520415.2948769539
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},1900669.360536449
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},3105371.2514514127
14,{'symbol': 'XMON'},{'symbol': 'WETH'},671117.4678219059
15,{'symbol': 'WETH'},{'symbol': 'XMON'},595702.5709523031
16,{'symbol': 'DAI'},{'symbol': 'WETH'},2843831.024874464
17,{'symbol': 'WETH'},{'symbol': 'DAI'},2757930.7117290734
18,{'symbol': 'WETH'},{'symbol': 'FOX'},127866.47714551902
19,{'symbol': 'FOX'},{'symbol': 'WETH'},213043.82666917276
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},816546.0197910115
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},820068.8452819627
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},40390.40980263582
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},53360.94701073176
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},1023530.8245187196
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},1090376.2491335887
26,{'symbol': 'USDC'},{'symbol': 'USDT'},1056984.9990784798
27,{'symbol': 'USDT'},{'symbol': 'USDC'},1034594.0573256044
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},902693.713191452
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},1319456.1530311252
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},248469.87197205576
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},126953.8220665902
32,{'symbol': 'UNI'},{'symbol': 'WETH'},896464.5253854146
33,{'symbol': 'WETH'},{'symbol': 'UNI'},1286040.8393632371
34,{'symbol': 'STARL'},{'symbol': 'WETH'},222498.796875458
35,{'symbol': 'WETH'},{'symbol': 'STARL'},254837.55617513967
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},1634405.6103705652
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},1376919.68385416
38,{'symbol': 'HEX'},{'symbol': 'WETH'},377254.9045936944
39,{'symbol': 'WETH'},{'symbol': 'HEX'},368507.52680152
40,{'symbol': 'WETH'},{'symbol': 'SUPER'},804027.8833082813
41,{'symbol': 'SUPER'},{'symbol': 'WETH'},598195.95586544
42,{'symbol': 'MOOV'},{'symbol': 'WETH'},146257.6110359016
43,{'symbol': 'WETH'},{'symbol': 'MOOV'},181966.9707938489
44,{'symbol': 'ALI'},{'symbol': 'USDC'},72394.0961037362
45,{'symbol': 'USDC'},{'symbol': 'ALI'},124037.0345586968
46,{'symbol': 'AUDIO'},{'symbol': 'WETH'},255841.47304741293
47,{'symbol': 'WETH'},{'symbol': 'AUDIO'},311452.4963574821
48,{'symbol': 'MC'},{'symbol': 'WETH'},614362.9587035065
49,{'symbol': 'WETH'},{'symbol': 'MC'},588415.2923677077
50,{'symbol': 'BOND'},{'symbol': 'USDC'},286404.80288671417
51,{'symbol': 'USDC'},{'symbol': 'BOND'},379563.686124403
52,{'symbol': 'KUMA'},{'symbol': 'WETH'},17165.62932803585
53,{'symbol': 'WETH'},{'symbol': 'KUMA'},72594.1507734056
54,{'symbol': 'WETH'},{'symbol': 'WRLD'},59057.92669020749
55,{'symbol': 'WRLD'},{'symbol': 'WETH'},39520.27595596344
56,{'symbol': 'SAND'},{'symbol': 'WETH'},1019660.6658716208
57,{'symbol': 'WETH'},{'symbol': 'SAND'},1127088.5556988183
58,{'symbol': 'MPL'},{'symbol': 'USDC'},145715.99671180974
59,{'symbol': 'USDC'},{'symbol': 'MPL'},187857.59345664352
60,{'symbol': 'TOKE'},{'symbol': 'WETH'},557235.0163962613
61,{'symbol': 'WETH'},{'symbol': 'TOKE'},460733.1876662584
62,{'symbol': 'WOO'},{'symbol': 'WETH'},367907.7197466684
63,{'symbol': 'WETH'},{'symbol': 'WOO'},393260.2099704351
64,{'symbol': 'KIBA'},{'symbol': 'WETH'},100562.00574859108
65,{'symbol': 'WETH'},{'symbol': 'KIBA'},133263.99625845777
66,{'symbol': 'UFO'},{'symbol': 'WETH'},392701.773607972
67,{'symbol': 'WETH'},{'symbol': 'UFO'},444507.4583932734
68,{'symbol': 'VADER'},{'symbol': 'WETH'},95221.8314133819
69,{'symbol': 'WETH'},{'symbol': 'VADER'},150271.22139976654
70,{'symbol': 'WETH'},{'symbol': 'FLOKI'},202146.00207821117
