,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
27,{'symbol': 'VADER'},2272268.770204927,0.005738595084052127,204593.07566319598,105949.34423640434,98643.73142679162
28,{'symbol': 'HIGH'},5143590.353270152,0.011999906059979991,434011.26910314074,221549.379130545,212461.88997259573
29,{'symbol': '10SET'},6087845.646596172,0.00024371506944436926,14885.177708004874,4499.612084485217,10385.565623519657
30,{'symbol': 'RAD'},3698247.513011649,0.0063481110215082475,253983.2107567651,144482.99479094348,109500.2159658216
31,{'symbol': 'MRI'},747929.7861165104,0.0025252452930759634,114776.52060929581,46622.575546583466,68153.94506271234
32,{'symbol': 'WILD'},3680084.834700021,0.006992181154405432,322803.19291742326,129093.79338336496,193709.39953405832
33,{'symbol': 'DEFIT'},482093.92531539913,0.00013415381346409635,17445.02825471566,2476.8272295137567,14968.201025201904
34,{'symbol': 'FXS'},712858.7709115656,0.010334462512966599,438296.688020869,190800.9731035753,247495.7149172937
35,{'symbol': 'RBN'},1847933.696428629,0.0014365982921785698,73313.13031533803,26523.32927452061,46789.801040817416
36,{'symbol': 'KYL'},1991.219898942598,3.850349145114316e-05,1160.5243507771688,710.8742837441034,449.6500670330654
37,{'symbol': 'F9'},777920.2653227162,0.0005498792445988376,16968.109806152723,10152.196577932797,6815.913228219924
38,{'symbol': 'WBTC'},21043903.2294994,0.012258602146369467,414520.17963153764,226325.57963049968,188194.600001038
39,{'symbol': '$AKC'},976806.8226400474,0.0012170766227900228,90845.6512488962,22470.39008352736,68375.26116536884
40,{'symbol': 'DOP'},818025.1960438414,0.002053980221066385,95850.67193600193,37921.80042486472,57928.871511137215
41,{'symbol': 'CULT'},5452613.956224672,0.04438188916663534,1741022.4727567385,819404.7470339265,921617.725722812
42,{'symbol': 'USDT'},127148918.52463327,0.3088514995572747,12208998.07950044,5795495.159586904,6413502.919913538
43,{'symbol': 'FOX'},15325315.429256331,0.004009867266061357,177830.5603020685,74032.54648422595,103798.01381784255
44,{'symbol': 'LOOKS'},435876.4562304944,0.018977095760887273,704757.3625170247,350366.3914126091,354390.97110441566
45,{'symbol': 'VEMP'},2892944.683163647,0.0024339231545022575,179937.27211244617,44936.532089180015,135000.74002326615
46,{'symbol': 'SUPER'},8398957.947789159,0.019134776259727575,735931.6614643792,353277.5822539751,382654.0792104041
47,{'symbol': 'WRLD'},44361.6396955333,0.002726830679748979,84170.65212494752,50344.364453593866,33826.28767135366
48,{'symbol': 'FLOKI'},2499514.2553911847,0.0027834084496229654,134691.83181853412,51388.93677986803,83302.89503866609
49,{'symbol': 'ARC'},1039889.6531302938,0.0005302518261550011,32711.777373071443,9789.823543640883,22921.95382943056
