,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},247281305.03992727,0.5864333957052705,24460419.646221656,11573719.98953689,12886699.656684766
1,{'symbol': 'WETH'},550614198.0791458,0.722933291249288,63909166.28660864,33919630.582387716,29989535.704220917
2,{'symbol': 'APE'},980474.1076485184,0.012869091036390149,479223.68899142405,237596.78741113973,241626.90158028432
3,{'symbol': 'ELON'},16505398.582333356,0.06404952232066771,2781992.373185509,1182520.249143992,1599472.1240415168
4,{'symbol': 'QOM'},3261771.549218571,0.015417958677075688,552660.5263309998,284655.49274243484,268005.0335885649
5,{'symbol': 'SAITAMA'},6931599.839090799,0.10371408685307161,4502875.965937817,1914830.9523873,2588045.013550516
6,{'symbol': 'XMON'},6598869.126887951,0.006049246666305768,269152.59400108573,111684.77789981823,157467.8161012675
7,{'symbol': 'DAI'},18437743.53021901,0.08483765614451981,3241123.748936241,1566323.0988443678,1674800.6500918732
8,{'symbol': 'STRONG'},947006.6271406068,0.0023040084175434006,91707.67654524569,42537.96920299612,49169.70734224957
9,{'symbol': 'SHIB'},2064446.179944456,0.05564870739181943,2069310.6609008638,1027419.4239896932,1041891.2369111708
10,{'symbol': 'X2Y2'},6405104.451039514,0.055558652558497866,2042530.438376166,1025756.7782731015,1016773.6601030644
11,{'symbol': 'UNI'},21495280.027079165,0.03604229992820229,1427472.0892727373,665434.3068701881,762037.7824025492
12,{'symbol': 'STARL'},4686195.828574397,0.031203030061718064,1156110.894360156,576088.8379135312,580022.0564466248
13,{'symbol': 'PAXG'},23165887.238384064,0.028597617720010942,1132896.4003594383,527986.1707927141,604910.2295667242
14,{'symbol': 'HEX'},1886634.2202663224,0.020241368473277933,752738.9591123668,373708.14367982,379030.8154325468
15,{'symbol': 'MOOV'},376746.2539294576,0.004149880391205246,146773.69586131987,76617.55179932344,70156.14406199643
16,{'symbol': 'ALI'},2253602.8202312137,0.0014570517245037842,76072.68970120794,33162.49448195811,42910.19521924984
17,{'symbol': 'AUDIO'},3229472.267339325,0.009220059595116533,322665.1637755943,170226.205824825,152438.9579507693
18,{'symbol': 'MC'},30656437.947956797,0.0031158344918416113,291454.1372046011,57526.38343088798,233927.7537737131
19,{'symbol': 'BOND'},6219310.098599013,0.008721477998360696,427974.71859978844,198500.82267576715,229473.8959240213
20,{'symbol': 'KUMA'},2519133.436231404,0.002639313255272941,119805.25749267387,48728.56588326399,71076.69160940989
21,{'symbol': 'SAND'},4358605.334041995,0.043431914611775015,1493271.6903024768,801865.7536645524,691405.9366379243
22,{'symbol': 'MPL'},1929636.3909791887,0.0027799574168872482,145228.562233239,63271.8255276708,81956.7367055682
23,{'symbol': 'TOKE'},10310993.00893348,0.0017431950961609645,92227.27971703371,32183.90121785052,60043.37849918319
24,{'symbol': 'WOO'},4289154.445834378,0.021687174366603123,742471.2053600866,400401.4691449056,342069.736215181
25,{'symbol': 'KIBA'},991576.5299396032,0.002869438923052801,154227.91398704055,52977.28237852874,101250.6316085118
26,{'symbol': 'UFO'},5463861.247050318,0.006689748345465238,239904.97654994793,123510.09958488843,116394.87696505948
