,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
30,{'symbol': 'RAD'},5363884.47235853,0.007012834331490294,319933.0911452534,138658.5194601154,181274.57168513795
31,{'symbol': 'MRI'},1486436.6696572069,0.03581295076766328,977143.5265369136,544486.060979843,432657.4655570705
32,{'symbol': 'WILD'},5978012.001062529,0.008612025804128707,254512.94251301332,130933.8634944532,123579.07901856014
33,{'symbol': 'DEFIT'},820801.4635052483,0.0031488485603834,128978.99870402698,47873.85882799948,81105.13987602749
34,{'symbol': 'FXS'},899002.1462692611,0.01681771017570503,472209.85366625304,255689.8711775077,216519.98248874536
35,{'symbol': 'RBN'},2573049.034381297,0.014623055251577713,393995.06902952143,222323.1982495942,171671.87077992724
36,{'symbol': 'KYL'},2771.8326487367167,1.0487098280006192e-17,23.182062394182097,0.0,23.182062394182097
37,{'symbol': 'F9'},1167695.3524440504,0.001237146758793769,26499.316503950457,18809.094227382848,7690.222276567608
38,{'symbol': 'WBTC'},28087033.37568662,0.0022542550034683915,54375.42650160422,34272.809164636215,20102.617336968004
39,{'symbol': '$AKC'},1654377.3597157756,0.003621488209693039,135923.6632719611,55059.6867310122,80863.9765409489
40,{'symbol': 'DOP'},1746804.6097775907,0.017076857472535137,463764.6009654308,259629.8450651664,204134.7559002644
41,{'symbol': 'CULT'},8851340.941676423,0.3984289656230708,11340687.982815305,6057557.766735623,5283130.216079682
42,{'symbol': 'USDT'},168559900.91860473,0.31679370671368806,8871145.106042717,4888763.843913248,3982381.2621294693
43,{'symbol': 'FOX'},21644548.450894047,0.007508706119865045,197772.23533354962,114159.42363375702,83612.81169979261
44,{'symbol': 'LOOKS'},754752.638597176,0.02206577672187823,687328.9218848686,335479.4171443844,351849.50474048423
45,{'symbol': 'VEMP'},4761704.807615149,0.00016231643889758304,28248.038956314147,2467.795491663906,25780.24346465024
46,{'symbol': 'SUPER'},14578881.508928483,0.01635483153665869,483842.14075926604,248652.44584718315,235189.6949120829
47,{'symbol': 'WRLD'},70208.60934837657,0.06035396469418188,1133377.9277300218,917598.0140269178,215779.913703104
48,{'symbol': 'FLOKI'},3874227.9593023295,0.011920827014887392,435406.25466257764,181239.5797002813,254166.67496229635
49,{'symbol': 'ARC'},1623132.7481552537,0.0019059985213358,61945.11963854288,28978.05416393092,32967.065474611954
