,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},312963467.1703562,0.5426827240414004,15655199.631660098,8614215.554907931,7040984.076752167
1,{'symbol': 'WETH'},763384664.9764892,0.6743251479100727,58133909.02749333,28147293.68269244,29986615.344800893
2,{'symbol': 'APE'},5854277.726748815,0.05657598029217506,1649602.6935509755,786512.1713023613,863090.5222486143
3,{'symbol': 'ELON'},24011615.154181097,0.037417820658363424,1228814.4287111887,520177.8426008489,708636.5861103398
4,{'symbol': 'QOM'},5527150.213038562,0.031477254316204795,1009295.2358628729,437592.8355288084,571702.4003340645
5,{'symbol': 'SAITAMA'},9606289.262954706,0.022238095966712543,660628.2350218503,309151.2167192345,351477.0183026159
6,{'symbol': 'XMON'},11504111.787546515,0.028084262075690564,851122.6151382211,390423.883607564,460698.7315306571
7,{'symbol': 'DAI'},20942015.78914257,0.029668461636419945,716389.9178461338,412447.2269036205,303942.6909425133
8,{'symbol': 'STRONG'},1502471.0773345968,0.010255330871679687,279611.3349222166,142568.3215678106,137043.01335440602
9,{'symbol': 'SHIB'},5835051.181114256,0.044161207614408574,1239466.136802765,613923.5610018553,625542.5758009097
10,{'symbol': 'X2Y2'},7767518.654448198,0.18859754353034616,4937651.975997876,2621859.359719481,2315792.616278396
11,{'symbol': 'UNI'},28787218.464108344,0.06770616100697761,2132630.953956137,941242.5454961216,1191388.4084600152
12,{'symbol': 'STARL'},7420871.581463146,0.026455588068333098,856143.5191270849,367782.26214108366,488361.2569860013
13,{'symbol': 'PAXG'},26892310.02638089,0.028339006107683654,634879.0200058178,393965.3031409859,240913.71686483192
14,{'symbol': 'HEX'},2487717.248214045,0.03796933625606551,1044578.8472525331,527844.9431621765,516733.90409035655
15,{'symbol': 'MOOV'},618577.8875648184,0.008213906347842366,219854.45176041278,114188.69426835644,105665.75749205632
16,{'symbol': 'ALI'},2877314.9572803285,0.0017593913600053052,64528.996519600565,30391.992609487883,34137.00391011268
17,{'symbol': 'AUDIO'},4821979.085003912,0.010992519631060753,345630.0368202701,152816.6270997021,192813.409720568
18,{'symbol': 'MC'},42762750.69178388,0.02169016774087396,523209.9385030173,301533.9873509306,221675.95115208672
19,{'symbol': 'BOND'},9921604.646318208,0.03594907011849494,1286121.6930576065,620989.6775643724,665132.0154932339
20,{'symbol': 'KUMA'},3975012.100228844,0.0038402105935548075,102956.34893732383,53386.12528845299,49570.22364887084
21,{'symbol': 'SAND'},5811163.393658154,0.005455766800105115,197786.75303855265,75845.38473588761,121941.36830266504
22,{'symbol': 'MPL'},2446707.853732306,0.00718093423541125,299039.2300254331,124044.54470617395,174994.68531925918
23,{'symbol': 'TOKE'},24406172.254041467,0.006125850226009273,154048.26552567363,85160.80035113421,68887.46517453941
24,{'symbol': 'WOO'},5999244.615592446,0.0053736047296541346,187509.76677391696,74703.1779531619,112806.58882075505
25,{'symbol': 'KIBA'},1737205.4345289594,0.0030665584189138997,77499.55422352662,42630.90993792474,34868.64428560188
26,{'symbol': 'UFO'},8671755.330394654,0.007237508979581375,292589.7444736187,100614.94070370072,191974.80376991795
27,{'symbol': 'VADER'},4474753.97108561,0.003805866234791465,108752.89093037648,52908.67432704832,55844.21660332816
28,{'symbol': 'HIGH'},7808073.254340326,0.004205471065044473,138590.21117838082,58463.930481375166,80126.28069700564
29,{'symbol': '10SET'},9982017.798778951,0.010763747085504925,452170.8716459079,149636.2599083559,302534.611737552
30,{'symbol': 'RAD'},4963455.943508278,0.0016747671593102605,115812.583242784,28930.18136011428,86882.40188266973
31,{'symbol': 'MRI'},1318277.0842852548,0.013265411320993254,318264.2286673859,184414.0818667587,133850.14680062718
32,{'symbol': 'WILD'},5389908.396966423,0.007840772224359503,218457.76209378574,109001.430554464,109456.33153932176
33,{'symbol': 'DEFIT'},737976.9398714113,0.0014676424807944662,37313.92115173099,20402.981411969493,16910.939739761496
34,{'symbol': 'FXS'},1312538.0251186837,0.007009168713106143,209064.80464723962,97440.58300183168,111624.22164540796
35,{'symbol': 'RBN'},2533058.13292219,0.02845568224640921,844445.037250095,395587.3201654239,448857.7170846712
36,{'symbol': 'KYL'},2630.851437602069,9.128136504443191e-05,2502.6458916464767,1268.9820706555506,1233.663820990926
37,{'symbol': 'F9'},1036035.47957238,0.0027771517543062783,107547.47792122935,38607.61483999779,68939.86308123155
38,{'symbol': 'WBTC'},26384319.78442797,0.017406233304482648,449416.25534389645,241979.2689371676,207436.98640672883
39,{'symbol': '$AKC'},1438043.5733056404,0.0021222601950946275,85158.24022677664,29503.39464720307,55654.84557957357
40,{'symbol': 'DOP'},1313633.0392618333,0.009259348110648786,265247.6938495872,128722.29433306077,136525.3995165264
41,{'symbol': 'CULT'},8037203.913094214,0.09790817924080787,3138636.756511747,1361107.2091949082,1777529.547316839
42,{'symbol': 'USDT'},165692660.39793962,0.28827977686822087,7423197.287906727,4058247.0523911435,3364950.2355155833
43,{'symbol': 'FOX'},20124285.02088165,0.007158091177361891,235512.04871215537,99510.88439321016,136001.1643189452
44,{'symbol': 'LOOKS'},673037.6272598116,0.2798957227272362,7788967.7583777215,3891075.178610552,3897892.579767169
45,{'symbol': 'VEMP'},4562502.22712216,0.001693304788482605,48770.44068503846,23540.110467168462,25230.33021787
46,{'symbol': 'SUPER'},13203170.553594984,0.01717946671496429,656369.6549677566,238826.78829467812,417542.8666730785
47,{'symbol': 'WRLD'},66336.84360561077,0.15043096175284848,3169471.381956158,2091272.3340951,1078199.0478610585
48,{'symbol': 'FLOKI'},3656444.094441524,0.004562781778170183,148636.32635268173,63431.21913212092,85205.10722056082
49,{'symbol': 'ARC'},1503793.4833766364,0.003396467325763264,85800.586812695,47217.26211985924,38583.32469283576
