,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},74622677.43365729
1,{'symbol': 'WETH'},{'symbol': 'USDC'},81483946.1780269
2,{'symbol': 'WETH'},{'symbol': 'CULT'},2947958.9320012303
3,{'symbol': 'CULT'},{'symbol': 'WETH'},3345961.07444195
4,{'symbol': 'WETH'},{'symbol': 'USDT'},41113414.17569217
5,{'symbol': 'USDT'},{'symbol': 'WETH'},37609915.61074164
6,{'symbol': 'APE'},{'symbol': 'WETH'},1554966.074356691
7,{'symbol': 'WETH'},{'symbol': 'APE'},1393380.0622153024
8,{'symbol': 'ELON'},{'symbol': 'WETH'},3218544.90272278
9,{'symbol': 'WETH'},{'symbol': 'ELON'},2227917.8644347563
10,{'symbol': 'QOM'},{'symbol': 'WETH'},1081032.9393750438
11,{'symbol': 'WETH'},{'symbol': 'QOM'},773381.1332218653
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},3549292.321235948
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},3024643.71718947
14,{'symbol': 'XMON'},{'symbol': 'WETH'},2148781.389604032
15,{'symbol': 'WETH'},{'symbol': 'XMON'},1316161.4966831123
16,{'symbol': 'DAI'},{'symbol': 'WETH'},4486623.581656165
17,{'symbol': 'WETH'},{'symbol': 'DAI'},5076219.087673866
18,{'symbol': 'WETH'},{'symbol': 'FOX'},359566.0986748904
19,{'symbol': 'FOX'},{'symbol': 'WETH'},421681.9913890221
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},1028910.3993650692
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},1036839.28668493
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},168635.78738119063
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},74541.77030654684
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},1069124.5937601307
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},946568.5229704804
26,{'symbol': 'USDC'},{'symbol': 'USDT'},2135416.174474989
27,{'symbol': 'USDT'},{'symbol': 'USDC'},2206105.0832472146
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},1373511.0169042058
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},1364147.7622939094
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},328628.39297472656
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},571517.5746779842
32,{'symbol': 'UNI'},{'symbol': 'WETH'},2939781.0167734395
33,{'symbol': 'WETH'},{'symbol': 'UNI'},2335673.295373874
34,{'symbol': 'STARL'},{'symbol': 'WETH'},823704.821161002
35,{'symbol': 'WETH'},{'symbol': 'STARL'},504038.4247073623
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},2414874.770620164
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},3181155.608939782
38,{'symbol': 'HEX'},{'symbol': 'WETH'},1689759.9545114934
39,{'symbol': 'WETH'},{'symbol': 'HEX'},1676364.679812775
40,{'symbol': 'WETH'},{'symbol': 'SUPER'},465784.9591331299
41,{'symbol': 'SUPER'},{'symbol': 'WETH'},1404950.1458680527
42,{'symbol': 'MOOV'},{'symbol': 'WETH'},206499.13422214956
43,{'symbol': 'WETH'},{'symbol': 'MOOV'},134537.5715197309
44,{'symbol': 'ALI'},{'symbol': 'USDC'},203260.23129428763
45,{'symbol': 'USDC'},{'symbol': 'ALI'},56811.07355756156
46,{'symbol': 'AUDIO'},{'symbol': 'WETH'},947783.7748496928
47,{'symbol': 'WETH'},{'symbol': 'AUDIO'},656434.5825380199
48,{'symbol': 'MC'},{'symbol': 'WETH'},1028358.5414745144
49,{'symbol': 'WETH'},{'symbol': 'MC'},687557.1221679166
50,{'symbol': 'BOND'},{'symbol': 'USDC'},824479.217577286
51,{'symbol': 'USDC'},{'symbol': 'BOND'},181134.75940493177
52,{'symbol': 'KUMA'},{'symbol': 'WETH'},336234.7355849136
53,{'symbol': 'WETH'},{'symbol': 'KUMA'},94593.44112455426
54,{'symbol': 'WETH'},{'symbol': 'WRLD'},43008.804474460034
55,{'symbol': 'WRLD'},{'symbol': 'WETH'},39310.49813546205
56,{'symbol': 'SAND'},{'symbol': 'WETH'},1681805.5656579796
57,{'symbol': 'WETH'},{'symbol': 'SAND'},1486278.300778437
58,{'symbol': 'MPL'},{'symbol': 'USDC'},403905.072007035
59,{'symbol': 'USDC'},{'symbol': 'MPL'},282995.52451413014
60,{'symbol': 'TOKE'},{'symbol': 'WETH'},1845999.6992493963
61,{'symbol': 'WETH'},{'symbol': 'TOKE'},1316544.802592992
62,{'symbol': 'WOO'},{'symbol': 'WETH'},775462.6895962661
63,{'symbol': 'WETH'},{'symbol': 'WOO'},567590.412975569
64,{'symbol': 'KIBA'},{'symbol': 'WETH'},194100.57585389583
65,{'symbol': 'WETH'},{'symbol': 'KIBA'},63003.335780534624
66,{'symbol': 'UFO'},{'symbol': 'WETH'},727848.4147910939
67,{'symbol': 'WETH'},{'symbol': 'UFO'},195490.0878957209
68,{'symbol': 'VADER'},{'symbol': 'WETH'},807813.6284590182
69,{'symbol': 'WETH'},{'symbol': 'VADER'},432864.3316726892
70,{'symbol': 'WETH'},{'symbol': 'FLOKI'},245361.23668003143
71,{'symbol': 'FLOKI'},{'symbol': 'WETH'},448563.1014975417
72,{'symbol': 'HIGH'},{'symbol': 'WETH'},628701.5340117414
73,{'symbol': 'WETH'},{'symbol': 'HIGH'},127098.48501273691
74,{'symbol': '10SET'},{'symbol': 'WETH'},34986.99516791255
75,{'symbol': 'WETH'},{'symbol': '10SET'},39313.490507661176
76,{'symbol': 'RAD'},{'symbol': 'USDC'},576709.9611049057
77,{'symbol': 'USDC'},{'symbol': 'RAD'},199156.5544269634
78,{'symbol': 'MRI'},{'symbol': 'WETH'},220871.90350199872
79,{'symbol': 'WETH'},{'symbol': 'MRI'},182898.63943756727
80,{'symbol': 'WILD'},{'symbol': 'WETH'},401463.14338161336
81,{'symbol': 'WETH'},{'symbol': 'WILD'},150097.13024887157
82,{'symbol': 'DEFIT'},{'symbol': 'WETH'},39193.66445047401
83,{'symbol': 'WETH'},{'symbol': 'DEFIT'},33755.518254092734
84,{'symbol': 'FXS'},{'symbol': 'WETH'},364554.41151920427
85,{'symbol': 'WETH'},{'symbol': 'FXS'},290175.5590583548
86,{'symbol': 'RBN'},{'symbol': 'WETH'},596654.1684860822
87,{'symbol': 'WETH'},{'symbol': 'RBN'},535726.0276279084
88,{'symbol': 'KYL'},{'symbol': 'WETH'},360.53860712324297
89,{'symbol': 'WETH'},{'symbol': 'KYL'},163.64576933103123
