,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},242005458.7785104,0.5916254208668232,250455548.41055548,126953600.89242825,123501947.51812722
1,{'symbol': 'WETH'},532215182.4767132,0.6858151709634849,440032844.41165614,217674848.68912145,222357995.72253466
2,{'symbol': 'APE'},910593.8308603052,0.006451520100965618,2553170.9696631376,1317467.4663570838,1235703.503306054
3,{'symbol': 'ELON'},15573252.634436935,0.011167426818361487,4641434.848591434,2280504.6385754514,2360930.2100159824
4,{'symbol': 'QOM'},2916258.0019914405,0.002970130678670188,1405949.1761174547,606531.558258862,799417.6178585925
5,{'symbol': 'SAITAMA'},5532276.643943199,0.005474390924307141,2064216.5654617767,1117927.5315000014,946289.0339617752
6,{'symbol': 'XMON'},6475120.722324682,0.003996214907241452,1530647.8248027917,816068.6235905527,714579.201212239
7,{'symbol': 'DAI'},17975368.89472679,0.042282167106609155,16949801.964768082,8634458.034424093,8315343.93034399
8,{'symbol': 'STRONG'},895766.672373922,0.00015546445430695915,59021.15658140816,31747.45757882948,27273.699002578684
9,{'symbol': 'SHIB'},1764097.8103487932,0.004919327517073748,2022683.4562521912,1004577.8140146832,1018105.642237508
10,{'symbol': 'X2Y2'},5330937.027448685,0.004474596053794149,1878672.8272859792,913759.0263543064,964913.8009316728
11,{'symbol': 'UNI'},20073668.80647651,0.014764712978311634,5923890.375365859,3015107.865216799,2908782.51014906
12,{'symbol': 'STARL'},4447045.283640347,0.0017049732758142612,731619.9809761319,348173.265639733,383446.71533639886
13,{'symbol': 'PAXG'},22837638.15771501,0.01737646275577329,6868034.174867718,3548454.3181800502,3319579.856687668
14,{'symbol': 'HEX'},1832516.5925120208,0.004419725106727729,1801550.1261683644,902553.8085952568,898996.3175731077
15,{'symbol': 'MOOV'},289865.7728232592,0.0003539541218692346,140557.37198681774,72281.11093940685,68276.26104741088
16,{'symbol': 'ALI'},2168959.1041825414,0.0004657077267510844,316526.4411611069,110243.13373450964,206283.30742659728
17,{'symbol': 'AUDIO'},2967834.668615642,0.0018455195585974516,745705.2064268277,376874.27752320113,368830.92890362657
18,{'symbol': 'MC'},29493939.86325332,0.0019019334551835974,1242019.49248773,388394.5816127057,853624.9108750243
19,{'symbol': 'BOND'},6155730.868481613,0.0009101454317496244,668026.928291901,215451.191351722,452575.73694017896
20,{'symbol': 'KUMA'},2356227.489382199,0.0005335255825456941,202085.78264467628,108951.46980445633,93134.31284021997
21,{'symbol': 'SAND'},3755315.386261581,0.004590502147130554,1979218.68191495,937428.2554248904,1041790.4264900596
22,{'symbol': 'MPL'},1882432.5368598648,0.0006922506148310076,359718.17594920273,163870.75567977637,195847.4202694264
23,{'symbol': 'TOKE'},11775017.419908917,0.000813886074946786,684227.316249478,166203.9966213458,518023.3196281322
24,{'symbol': 'WOO'},3958570.5732594896,0.0021854523344448274,880361.8007549674,446292.08385699074,434069.71689797664
25,{'symbol': 'KIBA'},966897.2657754509,0.00044449825846200244,144519.7893650863,90771.16481252502,53748.62455256127
26,{'symbol': 'UFO'},5123271.602839233,0.0011715995224581847,596026.2556597188,239252.8009340191,356773.4547256997
27,{'symbol': 'VADER'},2067168.910991073,0.0009193571501993533,488979.0921892256,187742.2865301315,301236.80565909407
28,{'symbol': 'HIGH'},4503505.635654745,0.000540711502958151,263840.1397763714,110418.9094483022,153421.2303280692
29,{'symbol': '10SET'},5617090.411261096,0.0005914906639385277,283751.0464593078,120788.5419556041,162962.50450370368
30,{'symbol': 'RAD'},3570121.483363575,0.0006112222616401949,406837.66725348745,144689.58460619196,262148.0826472955
31,{'symbol': 'MRI'},671703.5025176273,0.0004558055716349976,223749.16493938473,93080.23569879345,130668.9292405913
32,{'symbol': 'WILD'},3521406.6537862923,0.0012021618118974269,445146.99894019123,245493.93812392763,199653.0608162636
33,{'symbol': 'DEFIT'},460095.7191113101,0.0002461367348671216,129749.66728251625,50263.679782111656,79485.98750040459
34,{'symbol': 'FXS'},773292.6289255741,0.0004853592606581672,204552.21929304168,99115.40619963402,105436.81309340765
35,{'symbol': 'RBN'},1671776.2144449763,0.003706062071053327,1522643.9967933851,756816.3983836778,765827.5984097072
36,{'symbol': 'KYL'},1328.4201870087034,3.5198336187545407e-06,1562.7472259906976,718.7866126318218,843.960613358876
37,{'symbol': 'F9'},705900.3287861131,2.301238820791351e-05,19226.69892726971,4699.368879371061,14527.33004789865
38,{'symbol': 'WBTC'},20612433.034821898,0.011314818893494538,4295721.303893789,2310603.632416846,1985117.6714769425
39,{'symbol': '$AKC'},1065760.4772445671,8.941604425692534e-05,37985.19243666766,18259.68569194042,19725.50674472724
40,{'symbol': 'DOP'},780776.4768852247,0.0002136955763919771,91767.58060507054,43638.85800475284,48128.722600317706
41,{'symbol': 'CULT'},5118953.977568629,0.007813311643768845,3413390.7579139164,1595559.4548382012,1817831.303075715
42,{'symbol': 'USDT'},123300909.58152944,0.42045023859397385,173146289.1708305,87647338.32262048,85498950.84821
43,{'symbol': 'FOX'},14870737.883527176,0.002015785534464362,719690.34760508,411644.3596622317,308045.9879428483
44,{'symbol': 'LOOKS'},429602.3340164908,0.002695424802667067,1107419.1713315872,550433.7628885793,556985.408443008
45,{'symbol': 'VEMP'},2653020.131791402,0.00048399855664285163,254177.6057098133,98837.53629556304,155340.06941425026
46,{'symbol': 'SUPER'},7780406.241403784,0.002660758591191173,1097687.0506717782,543354.5621596695,554332.4885121086
47,{'symbol': 'WRLD'},44104.52054522469,0.0005133677497688142,161382.25608594893,104835.03081639596,56547.225269552975
48,{'symbol': 'FLOKI'},2209716.2400749237,0.0006080696912075244,273321.0696711439,124174.15165827534,149146.91801286858
49,{'symbol': 'ARC'},1001515.1494890834,0.00014683645689143873,81625.21460879741,29985.53082097267,51639.68378782474
