,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},258209896.7914422,0.640216938353853,163176597.26329345,85698405.74325761,77478191.52003585
1,{'symbol': 'WETH'},584774249.2119608,0.6879888510090441,319364045.693502,158582912.17976546,160781133.51373655
2,{'symbol': 'APE'},782106.7814494227,0.010805087291215286,2948346.136571993,1393380.0622153024,1554966.074356691
3,{'symbol': 'ELON'},16685350.899886817,0.017276583507734894,5446462.767157536,2227917.8644347563,3218544.90272278
4,{'symbol': 'QOM'},3476405.0683894795,0.0059972514897016355,1854414.072596909,773381.1332218653,1081032.9393750438
5,{'symbol': 'SAITAMA'},5450746.884284291,0.02345486366232237,6573936.038425418,3024643.71718947,3549292.321235948
6,{'symbol': 'XMON'},6673549.40116789,0.0102062891860155,3464942.8862871444,1316161.4966831123,2148781.389604032
7,{'symbol': 'DAI'},18363876.429903705,0.03936398391150103,9562842.66933003,5076219.087673866,4486623.581656165
8,{'symbol': 'STRONG'},937339.765982228,0.0005780406630215711,243177.55768773746,74541.77030654684,168635.78738119063
9,{'symbol': 'SHIB'},1910996.3778155344,0.007340248217382928,2015693.116730611,946568.5229704804,1069124.5937601307
10,{'symbol': 'X2Y2'},5701041.327568728,0.010578402870403772,2737658.779198115,1364147.7622939094,1373511.0169042058
11,{'symbol': 'UNI'},21141626.13344372,0.01811218240065189,5275454.312147314,2335673.295373874,2939781.0167734395
12,{'symbol': 'STARL'},4749706.142471759,0.0039086099512798435,1327743.2458683643,504038.4247073623,823704.821161002
13,{'symbol': 'PAXG'},23430493.03639225,0.024668548785523173,5596030.379559945,3181155.608939782,2414874.770620164
14,{'symbol': 'HEX'},1912979.432057502,0.012999516204135562,3366124.6343242684,1676364.679812775,1689759.9545114934
15,{'symbol': 'MOOV'},303375.4025985068,0.001043283339297699,341036.70574188046,134537.5715197309,206499.1342221496
16,{'symbol': 'ALI'},2364959.793596088,0.00040995618571231597,260071.30485184919,56811.07355756156,203260.23129428763
17,{'symbol': 'AUDIO'},3098528.7136442987,0.005090379256625115,1604218.3573877127,656434.5825380199,947783.7748496928
18,{'symbol': 'MC'},32942200.610680845,0.005331721706215425,1715915.6636424311,687557.1221679166,1028358.5414745144
19,{'symbol': 'BOND'},8576871.13892068,0.0013070922694380807,1005613.9769822177,181134.75940493177,824479.217577286
20,{'symbol': 'KUMA'},2442057.420546864,0.0007335330942673602,430828.17670946784,94593.44112455426,336234.7355849136
21,{'symbol': 'SAND'},4214372.388142139,0.01152547478928167,3168083.8664364163,1486278.300778437,1681805.5656579796
22,{'symbol': 'MPL'},1947654.7432189817,0.0020421329599752116,686900.5965211652,282995.52451413014,403905.072007035
