,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},3331782.245914937
1,{'symbol': 'WETH'},{'symbol': 'USDC'},3024162.339526535
2,{'symbol': 'WETH'},{'symbol': 'CULT'},1552048.0649788743
3,{'symbol': 'CULT'},{'symbol': 'WETH'},1154374.2816635547
4,{'symbol': 'WETH'},{'symbol': 'USDT'},1996525.5453788023
5,{'symbol': 'USDT'},{'symbol': 'WETH'},2108521.5023568887
6,{'symbol': 'APE'},{'symbol': 'WETH'},39997.24235294896
7,{'symbol': 'WETH'},{'symbol': 'APE'},44903.39288590279
8,{'symbol': 'ELON'},{'symbol': 'WETH'},417995.77208428725
9,{'symbol': 'WETH'},{'symbol': 'ELON'},629884.7148238133
10,{'symbol': 'QOM'},{'symbol': 'WETH'},322413.183588245
11,{'symbol': 'WETH'},{'symbol': 'QOM'},246885.5421036101
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},212720.7693912324
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},270305.6151581711
14,{'symbol': 'XMON'},{'symbol': 'WETH'},174461.75562945136
15,{'symbol': 'WETH'},{'symbol': 'XMON'},181017.8824365006
16,{'symbol': 'DAI'},{'symbol': 'WETH'},226475.5476762045
17,{'symbol': 'WETH'},{'symbol': 'DAI'},205307.4465571442
18,{'symbol': 'WETH'},{'symbol': 'FOX'},26020.13822322021
19,{'symbol': 'FOX'},{'symbol': 'WETH'},100599.0635062441
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},262990.6588597367
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},250303.33020512696
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},8665.321236523143
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},10892.036178103222
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},161927.3982826649
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},162994.69809119502
26,{'symbol': 'USDC'},{'symbol': 'USDT'},203871.1379646907
27,{'symbol': 'USDT'},{'symbol': 'USDC'},211860.12722034933
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},369855.2457755761
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},479727.479623546
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},46511.06972738933
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},21523.599283410014
32,{'symbol': 'UNI'},{'symbol': 'WETH'},434571.54792347975
33,{'symbol': 'WETH'},{'symbol': 'UNI'},525756.8364331144
34,{'symbol': 'STARL'},{'symbol': 'WETH'},645998.9482446936
35,{'symbol': 'WETH'},{'symbol': 'STARL'},768432.3222343152
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},277509.2500020637
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},246461.0955165667
38,{'symbol': 'HEX'},{'symbol': 'WETH'},228052.61434635756
39,{'symbol': 'WETH'},{'symbol': 'HEX'},233589.9123938653
40,{'symbol': 'WETH'},{'symbol': 'SUPER'},116933.56352849216
41,{'symbol': 'SUPER'},{'symbol': 'WETH'},49087.70917301105
42,{'symbol': 'MOOV'},{'symbol': 'WETH'},11852.575577446436
43,{'symbol': 'WETH'},{'symbol': 'MOOV'},7787.847775753484
44,{'symbol': 'ALI'},{'symbol': 'USDC'},55183.79951213582
45,{'symbol': 'USDC'},{'symbol': 'ALI'},140475.29181329912
46,{'symbol': 'AUDIO'},{'symbol': 'WETH'},88934.40766299784
47,{'symbol': 'WETH'},{'symbol': 'AUDIO'},159601.22940782525
48,{'symbol': 'MC'},{'symbol': 'WETH'},78942.90644839975
49,{'symbol': 'WETH'},{'symbol': 'MC'},376181.7250436171
50,{'symbol': 'BOND'},{'symbol': 'USDC'},214839.94101157383
51,{'symbol': 'USDC'},{'symbol': 'BOND'},208776.71464345683
52,{'symbol': 'KUMA'},{'symbol': 'WETH'},50078.34359171053
53,{'symbol': 'WETH'},{'symbol': 'KUMA'},20025.79375346634
54,{'symbol': 'WETH'},{'symbol': 'WRLD'},4643.595738859827
55,{'symbol': 'WRLD'},{'symbol': 'WETH'},4434.2904506252025
56,{'symbol': 'SAND'},{'symbol': 'WETH'},106476.53030404776
57,{'symbol': 'WETH'},{'symbol': 'SAND'},140765.29507860538
58,{'symbol': 'MPL'},{'symbol': 'USDC'},80749.2599970183
59,{'symbol': 'USDC'},{'symbol': 'MPL'},84275.22858570472
60,{'symbol': 'TOKE'},{'symbol': 'WETH'},76816.77138287632
61,{'symbol': 'WETH'},{'symbol': 'TOKE'},68498.30154885947
62,{'symbol': 'WOO'},{'symbol': 'WETH'},142476.84981872787
63,{'symbol': 'WETH'},{'symbol': 'WOO'},170808.80548096006
64,{'symbol': 'KIBA'},{'symbol': 'WETH'},8648.199044628751
65,{'symbol': 'WETH'},{'symbol': 'KIBA'},14922.156874081638
66,{'symbol': 'UFO'},{'symbol': 'WETH'},45369.57638268636
67,{'symbol': 'WETH'},{'symbol': 'UFO'},99716.74427908746
68,{'symbol': 'VADER'},{'symbol': 'WETH'},17316.6415594802
69,{'symbol': 'WETH'},{'symbol': 'VADER'},22398.697140282944
70,{'symbol': 'WETH'},{'symbol': 'FLOKI'},32396.847560026607
71,{'symbol': 'FLOKI'},{'symbol': 'WETH'},23912.352699829047
72,{'symbol': 'HIGH'},{'symbol': 'WETH'},75128.54990821498
73,{'symbol': 'WETH'},{'symbol': 'HIGH'},125756.72007164036
74,{'symbol': '10SET'},{'symbol': 'WETH'},71310.55118073172
75,{'symbol': 'WETH'},{'symbol': '10SET'},53582.76895604735
76,{'symbol': 'RAD'},{'symbol': 'USDC'},13268.300353526149
77,{'symbol': 'USDC'},{'symbol': 'RAD'},77760.80573947685
78,{'symbol': 'MRI'},{'symbol': 'WETH'},44212.312847804445
79,{'symbol': 'WETH'},{'symbol': 'MRI'},35936.37542856588
80,{'symbol': 'WILD'},{'symbol': 'WETH'},36242.39525260826
81,{'symbol': 'WETH'},{'symbol': 'WILD'},39565.79725125387
82,{'symbol': 'DEFIT'},{'symbol': 'WETH'},55313.30020507389
83,{'symbol': 'WETH'},{'symbol': 'DEFIT'},72873.77304702056
84,{'symbol': 'FXS'},{'symbol': 'WETH'},14585.41941431386
85,{'symbol': 'WETH'},{'symbol': 'FXS'},16717.396586170813
86,{'symbol': 'RBN'},{'symbol': 'WETH'},1027021.7947357064
87,{'symbol': 'WETH'},{'symbol': 'RBN'},1068648.9272219006
88,{'symbol': 'KYL'},{'symbol': 'WETH'},861.2832677786837
89,{'symbol': 'WETH'},{'symbol': 'KYL'},805.8180663780751
90,{'symbol': 'F9'},{'symbol': 'WETH'},7514.10645663134
91,{'symbol': 'WETH'},{'symbol': 'F9'},13504.37338481813
92,{'symbol': 'WBTC'},{'symbol': 'WETH'},31303.521243061627
93,{'symbol': 'WETH'},{'symbol': 'WBTC'},18852.147789951738
94,{'symbol': '$AKC'},{'symbol': 'WETH'},23257.16720244108
95,{'symbol': 'WETH'},{'symbol': '$AKC'},13294.33177383863
96,{'symbol': 'WETH'},{'symbol': 'ARC'},7511.386114246841
97,{'symbol': 'ARC'},{'symbol': 'WETH'},21821.172045087587
98,{'symbol': 'DOP'},{'symbol': 'WETH'},18491.932152904683
99,{'symbol': 'WETH'},{'symbol': 'DOP'},20158.165314227583
