,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},9500615.62436577
1,{'symbol': 'WETH'},{'symbol': 'USDC'},7068546.876463856
2,{'symbol': 'WETH'},{'symbol': 'CULT'},836292.8784983008
3,{'symbol': 'CULT'},{'symbol': 'WETH'},650605.5435923873
4,{'symbol': 'WETH'},{'symbol': 'USDT'},6253770.014018168
5,{'symbol': 'USDT'},{'symbol': 'WETH'},7534123.397868529
6,{'symbol': 'APE'},{'symbol': 'WETH'},10664337.91270701
7,{'symbol': 'WETH'},{'symbol': 'APE'},10425999.670879684
8,{'symbol': 'ELON'},{'symbol': 'WETH'},1002198.1454265844
9,{'symbol': 'WETH'},{'symbol': 'ELON'},834885.5800546352
10,{'symbol': 'QOM'},{'symbol': 'WETH'},599089.3486608557
11,{'symbol': 'WETH'},{'symbol': 'QOM'},590325.2327569366
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},406046.593846435
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},423492.9258387328
14,{'symbol': 'XMON'},{'symbol': 'WETH'},407247.1843225951
15,{'symbol': 'WETH'},{'symbol': 'XMON'},405216.8029102358
16,{'symbol': 'DAI'},{'symbol': 'WETH'},1320765.1679410674
17,{'symbol': 'WETH'},{'symbol': 'DAI'},1170209.12476462
18,{'symbol': 'WETH'},{'symbol': 'FOX'},24485.240874871262
19,{'symbol': 'FOX'},{'symbol': 'WETH'},167569.43321856286
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},439681.61296616
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},399365.8292213659
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},91334.90545652472
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},109202.54432490324
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},233954.06519745252
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},290017.00684291194
26,{'symbol': 'USDC'},{'symbol': 'USDT'},412097.6604317808
27,{'symbol': 'USDT'},{'symbol': 'USDC'},414010.286584985
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},578108.0941802723
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},868691.2116938086
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},39236.116665502224
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},111769.4275693212
32,{'symbol': 'UNI'},{'symbol': 'WETH'},1999452.507315894
33,{'symbol': 'WETH'},{'symbol': 'UNI'},2125910.2396904365
34,{'symbol': 'STARL'},{'symbol': 'WETH'},1012491.4477608968
35,{'symbol': 'WETH'},{'symbol': 'STARL'},1299624.691726522
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},878474.739263316
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},656003.5924628838
38,{'symbol': 'HEX'},{'symbol': 'WETH'},825397.4352349942
39,{'symbol': 'WETH'},{'symbol': 'HEX'},771247.5726193842
40,{'symbol': 'WETH'},{'symbol': 'SUPER'},419262.5941386527
41,{'symbol': 'SUPER'},{'symbol': 'WETH'},443821.9180421413
42,{'symbol': 'MOOV'},{'symbol': 'WETH'},155492.31048117744
43,{'symbol': 'WETH'},{'symbol': 'MOOV'},195039.2268708747
44,{'symbol': 'ALI'},{'symbol': 'USDC'},119170.95106822724
45,{'symbol': 'USDC'},{'symbol': 'ALI'},32377.989370817973
46,{'symbol': 'AUDIO'},{'symbol': 'WETH'},252011.11361910487
47,{'symbol': 'WETH'},{'symbol': 'AUDIO'},274160.7294204825
48,{'symbol': 'MC'},{'symbol': 'WETH'},564630.7011793073
49,{'symbol': 'WETH'},{'symbol': 'MC'},228920.0085738873
50,{'symbol': 'BOND'},{'symbol': 'USDC'},61400.17673947963
51,{'symbol': 'USDC'},{'symbol': 'BOND'},149445.92184984128
52,{'symbol': 'KUMA'},{'symbol': 'WETH'},71211.29459207079
53,{'symbol': 'WETH'},{'symbol': 'KUMA'},21025.591712866477
54,{'symbol': 'WETH'},{'symbol': 'WRLD'},747648.5898347398
55,{'symbol': 'WRLD'},{'symbol': 'WETH'},410818.3132421455
56,{'symbol': 'SAND'},{'symbol': 'WETH'},715019.1484387644
57,{'symbol': 'WETH'},{'symbol': 'SAND'},815295.3222400203
58,{'symbol': 'MPL'},{'symbol': 'USDC'},113537.67430722696
59,{'symbol': 'USDC'},{'symbol': 'MPL'},83128.36527554688
60,{'symbol': 'TOKE'},{'symbol': 'WETH'},122957.19534431702
61,{'symbol': 'WETH'},{'symbol': 'TOKE'},201531.09842833772
62,{'symbol': 'WOO'},{'symbol': 'WETH'},113162.2250625336
63,{'symbol': 'WETH'},{'symbol': 'WOO'},121226.57292865448
64,{'symbol': 'KIBA'},{'symbol': 'WETH'},190932.9253049736
65,{'symbol': 'WETH'},{'symbol': 'KIBA'},139303.21064662686
