,token,total_tvl
0,USDC,1517579091.8235123
1,WETH,1876248047.0457559
2,DAI,464847487.4074409
3,FEI,54956556.53963575
4,WBTC,525596935.97619003
5,MATIC,39025818.82968812
6,HEX,29488645.616632607
7,ETH2x-FLI,42946727.74404137
8,FRAX,256101110.7949109
9,GALA,13070716.189526629
10,SPELL,8558836.328357883
11,MIM,11755933.790457368
12,PEOPLE,30425542.541674055
13,Metis,4428291.215820695
14,SAND,25867289.913706087
15,RBN,28039702.737638824
16,EURT,19867288.93703443
17,STRONG,2179817.287240863
18,LINK,24269524.097555745
19,LUSD,2948548.679148006
20,UST,29894521.38519443
21,FTM,22923656.83778137
22,BYTES,2898610.218657676
23,SHIB,9172014.5643854
24,NEXO,8135533.176642782
25,MANA,4490043.590847496
26,OHM,6846539.082149135
27,USDT,521452394.90012103
28,ENS,18737426.664278854
29,NCR,13952213.185711889
30,CRV,9885390.523894342
31,IMX,9499606.350407252
