,token,total_tvl
0,USDC,967276791.0555586
1,WETH,1508866299.4570928
2,DAI,244588886.5974988
3,WBTC,368791023.476238
4,AXS,17271848.047539946
5,UNI,93974666.73317651
6,FEI,14388533.123336067
7,LINK,64228213.2621321
8,ETH2x-FLI,31332626.522628825
9,HEX,23541332.64466241
10,PERP,16073187.299563048
11,MATIC,12560014.74169856
12,COMP,18591797.18184449
13,1INCH,25854533.383081026
14,EURT,10626826.11671159
15,QNT,4660569.670675819
16,YGG,9518324.305305526
17,CEL,6708000.375236049
18,SHIB,2987871.243685089
19,FRAX,62553456.20128755
20,RAI,28291735.802170128
21,AAVE,8219029.610560787
22,MKR,17817603.45548584
23,FX,6561822.297208985
24,UNQT,686156.684182976
25,MM,6389340.5725909965
26,RUNE,5351944.357791898
27,DPI,18370855.13818691
28,GALA,1058381.7081181468
29,UST,7468703.533815991
30,NEXO,5666293.991520702
31,UBT,2450509.3043028815
32,PAX,65827990.66101817
33,ERN,4642426.773995657
34,USDT,421723548.4989452
35,SLP,2937478.347539423
36,EURS,14053231.829596467
