,token,total_tvl
0,USDC,1128871957.7558272
1,DAI,373607436.5088948
2,WETH,1964711752.2271488
3,WBTC,599609724.9821833
4,FEI,38958570.77024441
5,GALA,4936648.192188489
6,ETH2x-FLI,50038096.96148464
7,FRAX,172402845.24248528
8,SHIB,58510825.625716306
9,SPELL,12165755.406540236
10,SAND,5565080.796257162
11,HEX,37751753.3747383
12,1INCH,13427646.82744464
13,OHM,8453295.725872723
14,LINK,42614950.79478421
15,RBN,50315295.600119
16,STRONG,1931382.9202250545
17,MATIC,16523423.88696725
18,AXS,18577992.485146847
19,DYDX,8188926.21664965
20,FTM,29828889.556630015
21,Metis,3951043.86971688
22,LUSD,1589108.2715932103
23,PILOT,21822434.18865324
24,BAT,7225833.347295986
25,XYO,5103300.052334901
26,UNI,65080032.88342964
27,RPL,36429760.82993133
28,LCX,16449455.089999039
29,TKING,4646932.459010396
30,FXS,6311486.61991584
31,USDT,354955744.31774473
32,UST,6424044.859637402
33,ICE,7878715.383619187
34,NCR,644994.0502142571
35,ENJ,3818013.8597243847
36,EURS,9985618.596196767
37,SLP,3793303.188088088
38,EURT,3556922.319475994
