,token,total_tvl
0,USDC,1025101348.6990076
1,WETH,1743228134.7574606
2,WBTC,552720766.8193133
3,DAI,368753017.9985609
4,FEI,32513389.400440656
5,DYDX,15840822.946238138
6,HEX,38014634.09793227
7,AXS,19939506.513557196
8,SHIB,63068694.539628856
9,FTM,26864102.91730904
10,ETH2x-FLI,45077835.95190031
11,MATIC,21280400.446140073
12,OHM,9376402.013716567
13,UNI,70137733.9470862
14,LINK,34347006.5881916
15,STRONG,1775356.0284358389
16,RARE,5886517.484517124
17,LUSD,99266.90975830147
18,1INCH,2972645.3994343653
19,FRAX,118598211.42610483
20,AGLD,22303263.080601517
21,FX,12140533.927654348
22,GALA,4635585.749035576
23,RAI,35872876.218293525
24,aKLIMA,161801.39291987885
25,PERP,18307915.41117401
26,UST,7554425.956381092
27,TKING,4670113.120101332
28,LYXe,10829230.867389988
29,LCX,9204485.519504065
30,QNT,5693125.443145892
31,RUNE,6455637.264529742
32,USDT,355092021.8509766
33,ICE,4228584.824942226
34,SLP,3358193.069417326
35,EURS,13241058.448280731
36,CRV,8946674.998115469
