,token,total_tvl
0,USDC,866536660.2041202
1,WETH,1342920157.973478
2,WBTC,410792013.31763124
3,DAI,222612404.20008236
4,FEI,31010753.28432593
5,DYDX,30478460.223437816
6,HEX,41551510.22591495
7,AXS,17343542.77758501
8,SHIB,28553140.02628872
9,FTM,17942639.109116465
10,ETH2x-FLI,33372896.059514664
11,MATIC,12197297.330282332
12,OHM,2734711.2178953006
13,UNI,69799043.50251028
14,LINK,50197555.60225652
15,STRONG,1221278.6448321166
16,RARE,5373561.2162169
17,LUSD,396050.2220704536
18,1INCH,1698850.5546871813
19,FRAX,96632951.40523897
20,AGLD,25577181.56849764
21,FX,12330348.271559767
22,GALA,2876988.014531408
23,RAI,27483061.48588104
24,aKLIMA,366380.20539857686
25,PERP,15432655.716080377
26,UST,7164877.227144826
27,TKING,1210604.0689528824
28,LYXe,5940661.844809114
29,LCX,4642678.684725489
30,QNT,5170284.05117499
31,RUNE,5209389.263729293
32,USDT,342979764.6182763
33,ICE,3060229.3550840234
34,SLP,2855810.112419416
35,EURS,13260703.691821508
36,CRV,5271356.582526847
