,token,total_tvl
0,USDC,930978350.4270996
1,WETH,1323459532.089369
2,DAI,216304263.51270264
3,WBTC,324614395.40892226
4,AXS,9366249.728532953
5,UNI,85449742.46287279
6,FEI,11885719.363301644
7,LINK,35759044.74644027
8,ETH2x-FLI,25305483.822824933
9,HEX,21330108.219132453
10,PERP,15011675.09197496
11,MATIC,7436029.878299737
12,COMP,17295708.943134807
13,1INCH,20077826.80623641
14,EURT,9186932.786808953
15,QNT,4202549.175151173
16,YGG,3652384.2994697383
17,CEL,16677000.8724952
18,SHIB,2024625.20628564
19,FRAX,58602301.54000109
20,RAI,11296032.066605784
21,AAVE,7339839.704220942
22,MKR,17368800.402080767
23,FX,5420914.507350525
24,UNQT,815101.2737090577
25,MM,5563523.867461943
26,RUNE,3910766.3603398465
27,DPI,2886253.142954212
28,GALA,553819.594763607
29,UST,6350075.383343226
30,NEXO,5278368.801085694
31,UBT,2031926.309545572
32,PAX,62926116.94580193
33,ERN,3613252.2394113927
34,USDT,375099654.97418076
35,SLP,2315966.670175008
36,EURS,11462687.335874887
