,token,total_tvl
0,USDC,151986999.7922576
1,WETH,308598084.1445829
2,WBTC,61586855.215395525
3,DAI,50274564.63041855
4,SHIB,1125572.1833231489
5,UNI,51138593.74444316
6,FEI,0.0
7,LINK,14081134.606950885
8,ETH2x-FLI,9768305.998410566
9,MATIC,1827597.6751756456
10,CEL,5465814.999958428
11,MKR,3437619.406381816
12,RAI,1729147.7044081057
13,RUNE,2584030.165328307
14,LEASH,20701.740674964345
15,HEX,1655098.9413864762
16,UST,73791.85698381804
17,LQTY,775062.5264861665
18,AKITA,172738.0981200474
19,WDOGE,0.0
20,QUICK,75701.80831616785
21,COMP,1634487.4429378067
22,PSWAP,0.0
23,OCC,7879847.228383702
24,1INCH,157896.37092383043
25,RSR,918193.813932361
26,ELON,26425.20173630208
27,YFI,1497581.9671109123
28,USDT,89497792.04665796
29,TRIBE,2794884.549305684
30,EURS,5343028.474369706
31,TRU,2823294.6390847242
32,WOOFY,0.0
33,GTC,0.0
34,VRA,7655764.865046539
35,CRV,4573418.325806741
