,token,total_tvl
0,USDC,1903665768.3699408
1,WETH,1865690561.9393685
2,APE,54017989.04318076
3,WBTC,576276707.6459908
4,DAI,573921036.4320488
5,FRAX,420624605.2970806
6,HEX,42394784.311434954
7,LINK,23034554.658964485
8,SHI,1855945.5830540685
9,ETH2x-FLI,27924880.240308397
10,MATIC,27036996.682585932
11,NEXO,8270898.931629914
12,SHIB,9696738.709562708
13,UNI,29919134.975158047
14,FEI,81744961.44735281
15,Metis,10987679.861335648
16,FXS,8929124.86604236
17,MKR,16351461.602037271
18,STG,4412573.467437901
19,TUSD,10003038.232747035
20,XSGD,2515248.6872914205
21,CNV,575631.6933156159
22,GNO,28308358.560111463
23,USDT,537262700.86887
24,LOOKS,30526331.25041333
25,UST,15696045.030615347
26,renBTC,8440995.249034043
27,ENS,7593273.929191211
28,PAX,10035498.526845338
29,WRLD,1524697.5649945124
