,token,total_tvl
0,USDC,846395785.9437575
1,WETH,1068956144.1832623
2,WBTC,211438042.845879
3,DAI,225032355.4765401
4,LINK,29622332.12316212
5,FEI,17642544.13285832
6,UNI,85738332.7550033
7,CEL,9449050.2368196
8,MATIC,7519049.606696538
9,HEX,6375928.143449907
10,SHIB,14430592.004431497
11,ETH2x-FLI,12568917.37214842
12,LEASH,2195705.7957154666
13,MKR,15698423.147785291
14,QNT,1254864.8744663547
15,1INCH,2569730.06397189
16,COMP,10398605.588531837
17,PERP,8599370.870295634
18,RAI,4129216.1822167593
19,RUNE,3730395.7179296887
20,WDOGE,12505657.970977647
21,UST,1608559.7799287676
22,ERN,2674891.7795466366
23,YFI,4184370.9333471246
24,AAVE,2988491.180868116
25,WOO,648414.7709093329
26,wNXM,5553178.324234858
27,NEXO,825884.7373238415
28,USDT,399413104.293943
29,EURS,10461661.981399413
30,GTC,5396460.720240948
31,TRIBE,1169933.5188851499
32,TRU,3887242.0517896763
33,SLP,652070.2414028267
34,CRV,1670740.3880918357
