,token,total_tvl
0,USDC,2199092302.690662
1,WBTC,370647313.9901938
2,WETH,1255911357.2903647
3,DAI,1297185271.7271767
4,FRAX,187805818.95489866
5,HEX,14705928.240999512
6,LINK,9818296.651403299
7,APE,14127522.173322104
8,FEI,7575629.548929911
9,agEUR,22505116.41326288
10,PAX,14906878.181362942
11,MKR,11123338.353078602
12,TUSD,10108126.296180304
13,FUN,7740621.215231253
14,sUSD,4886218.370994768
15,UNI,12298327.23994553
16,MATIC,8210963.128886362
17,1INCH,950021.285671609
18,RAI,4900766.762330365
19,BIT,29508888.8653173
20,sILV2,878392.2991460946
21,BUSD,23949150.991922
22,GNO,7677228.69612256
23,NEXO,2372420.7536951136
24,,0.0
25,USDT,336465809.3343296
26,LOOKS,11651653.824415527
27,renBTC,9890685.9409044
28,BTT,20220135.553022362
29,EURS,8098950.907099331
30,oSQTH,1738032.776362551
31,ENS,3778436.069297864
32,sETH2,20443037.82594562
