,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},11676724.096923754
1,{'symbol': 'WETH'},{'symbol': 'USDC'},12171289.490520544
2,{'symbol': 'WETH'},{'symbol': 'USDT'},10253175.995095938
3,{'symbol': 'USDT'},{'symbol': 'WETH'},9843465.612166934
4,{'symbol': 'MC'},{'symbol': 'WETH'},5745185.228440335
5,{'symbol': 'WETH'},{'symbol': 'MC'},8425430.154633585
6,{'symbol': 'FEI'},{'symbol': 'WETH'},5179854.431740803
7,{'symbol': 'WETH'},{'symbol': 'FEI'},5791209.285664167
8,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},8430420.022995798
9,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},9960762.82529262
10,{'symbol': 'VADER'},{'symbol': 'WETH'},1061339.8345438018
11,{'symbol': 'WETH'},{'symbol': 'VADER'},1042876.6595864928
12,{'symbol': 'SHINJA'},{'symbol': 'WETH'},4770972.057387637
13,{'symbol': 'WETH'},{'symbol': 'SHINJA'},3318880.524187287
14,{'symbol': 'HEX'},{'symbol': 'USDC'},3098284.940390328
15,{'symbol': 'USDC'},{'symbol': 'HEX'},3691850.0794590935
16,{'symbol': 'SAND'},{'symbol': 'WETH'},1882295.5220142745
17,{'symbol': 'WETH'},{'symbol': 'SAND'},1727785.59971983
18,{'symbol': 'DAI'},{'symbol': 'WETH'},2154443.742385729
19,{'symbol': 'WETH'},{'symbol': 'DAI'},2387169.630846708
20,{'symbol': 'ELON'},{'symbol': 'WETH'},1120600.3663532883
21,{'symbol': 'WETH'},{'symbol': 'ELON'},1046886.828960792
22,{'symbol': 'UFO'},{'symbol': 'WETH'},2888174.687862972
23,{'symbol': 'WETH'},{'symbol': 'UFO'},1902009.1014286436
24,{'symbol': 'STRONG'},{'symbol': 'WETH'},2579014.6961927447
25,{'symbol': 'WETH'},{'symbol': 'STRONG'},2531697.348001109
26,{'symbol': 'HEX'},{'symbol': 'WETH'},1062567.6543930515
27,{'symbol': 'WETH'},{'symbol': 'HEX'},1257690.0366948056
28,{'symbol': 'WETH'},{'symbol': 'SUPER'},678402.4694064615
29,{'symbol': 'SUPER'},{'symbol': 'WETH'},1140904.751617983
30,{'symbol': 'SHIB'},{'symbol': 'WETH'},856054.9804434985
31,{'symbol': 'WETH'},{'symbol': 'SHIB'},837684.6616609385
32,{'symbol': 'STARL'},{'symbol': 'WETH'},544248.8452288139
33,{'symbol': 'WETH'},{'symbol': 'STARL'},487357.5766639734
34,{'symbol': 'FLOKI'},{'symbol': 'WETH'},1774724.5335058027
35,{'symbol': 'WETH'},{'symbol': 'FLOKI'},1695759.6736200948
36,{'symbol': 'UNI'},{'symbol': 'WETH'},913663.935371203
37,{'symbol': 'WETH'},{'symbol': 'UNI'},492198.42368753353
38,{'symbol': 'WETH'},{'symbol': 'LUNA'},1629715.3206172572
39,{'symbol': 'LUNA'},{'symbol': 'WETH'},1434694.4769376635
40,{'symbol': 'TOKE'},{'symbol': 'WETH'},3764798.732072481
41,{'symbol': 'WETH'},{'symbol': 'TOKE'},3852221.059665036
42,{'symbol': 'FLX'},{'symbol': 'WETH'},920789.9383464342
43,{'symbol': 'WETH'},{'symbol': 'FLX'},589955.9176204557
44,{'symbol': 'USDC'},{'symbol': 'USDT'},469264.0444529636
45,{'symbol': 'USDT'},{'symbol': 'USDC'},489157.7464020451
46,{'symbol': 'WBTC'},{'symbol': 'WETH'},479129.08065756905
47,{'symbol': 'WETH'},{'symbol': 'WBTC'},635644.2463995109
48,{'symbol': 'WETH'},{'symbol': 'ICE'},1824371.3450880607
49,{'symbol': 'ICE'},{'symbol': 'WETH'},1688191.2950245051
50,{'symbol': 'LINK'},{'symbol': 'WETH'},518241.85801452753
51,{'symbol': 'WETH'},{'symbol': 'LINK'},433540.86963432445
52,{'symbol': 'GM'},{'symbol': 'WETH'},312376.50299394707
53,{'symbol': 'WETH'},{'symbol': 'GM'},215096.4481755188
54,{'symbol': 'BOND'},{'symbol': 'USDC'},540031.9023846486
55,{'symbol': 'USDC'},{'symbol': 'BOND'},538611.6536802631
56,{'symbol': 'WOO'},{'symbol': 'WETH'},517465.6245613324
57,{'symbol': 'WETH'},{'symbol': 'WOO'},398671.1461515207
58,{'symbol': 'Metis'},{'symbol': 'WETH'},354808.0713303016
59,{'symbol': 'WETH'},{'symbol': 'Metis'},347149.1819957494
60,{'symbol': 'MATIC'},{'symbol': 'WETH'},503066.9550131178
61,{'symbol': 'WETH'},{'symbol': 'MATIC'},519149.4339681509
62,{'symbol': 'REQ'},{'symbol': 'WETH'},136986.3495032399
63,{'symbol': 'WETH'},{'symbol': 'REQ'},72711.33032078356
64,{'symbol': 'WETH'},{'symbol': 'FOX'},263583.94450565334
65,{'symbol': 'FOX'},{'symbol': 'WETH'},111916.21541067872
66,{'symbol': 'WILD'},{'symbol': 'WETH'},458719.03244988015
67,{'symbol': 'WETH'},{'symbol': 'WILD'},387363.7062784346
68,{'symbol': 'RACA'},{'symbol': 'USDT'},111461.44428573588
69,{'symbol': 'USDT'},{'symbol': 'RACA'},46242.25189925902
70,{'symbol': 'XMON'},{'symbol': 'WETH'},771877.600291859
71,{'symbol': 'WETH'},{'symbol': 'XMON'},934659.4156447424
72,{'symbol': 'AAVE'},{'symbol': 'WETH'},398954.7019054316
73,{'symbol': 'WETH'},{'symbol': 'AAVE'},163538.6234428998
74,{'symbol': 'WAXE'},{'symbol': 'WETH'},100156.70207565556
