,Source,Target,Volume
0,{'symbol': 'DAI'},{'symbol': 'WETH'},62933.92787451314
1,{'symbol': 'WETH'},{'symbol': 'DAI'},81993.82500130506
2,{'symbol': 'USDC'},{'symbol': 'WETH'},46527.68962872874
3,{'symbol': 'WETH'},{'symbol': 'USDC'},50927.112800923525
4,{'symbol': 'MKR'},{'symbol': 'WETH'},29149.33142622472
5,{'symbol': 'WETH'},{'symbol': 'MKR'},32686.27223009169
6,{'symbol': 'REP'},{'symbol': 'WETH'},5201.330467077755
7,{'symbol': 'WETH'},{'symbol': 'REP'},24939.67529537917
8,{'symbol': 'RPL'},{'symbol': 'WETH'},4267.304416200781
9,{'symbol': 'WETH'},{'symbol': 'RPL'},4383.1784926357295
10,{'symbol': 'WBTC'},{'symbol': 'WETH'},3480.1053893611297
11,{'symbol': 'WETH'},{'symbol': 'WBTC'},3781.7754766847743
12,{'symbol': 'LINK'},{'symbol': 'WETH'},5738.090893491695
13,{'symbol': 'WETH'},{'symbol': 'LINK'},6063.723724882662
14,{'symbol': 'sXAU'},{'symbol': 'USDC'},0.0
15,{'symbol': 'USDC'},{'symbol': 'sXAU'},0.0
