,Source,Target,Volume
0,USDC,WETH,86815646.26335223
1,WETH,USDC,105140664.55064836
2,WETH,USDT,138021240.89190188
3,USDT,WETH,119933020.7052474
4,USDC,USDT,25747500.132766902
5,USDT,USDC,26434003.25309578
6,WBTC,WETH,132348497.33333312
7,WETH,WBTC,69925384.080437
8,DAI,WETH,19538163.540474493
9,WETH,DAI,23211904.024056982
10,DAI,USDC,10906673.333515782
11,USDC,DAI,12658663.331389388
12,SHIB,WETH,50917221.794944845
13,WETH,SHIB,47002146.160965085
14,UNI,WETH,29117425.11131477
15,WETH,UNI,31504454.001744237
16,FEI,USDC,3126752.782585792
17,USDC,FEI,811327.1379689969
18,DAI,USDT,13470936.581555568
19,USDT,DAI,21331354.21862012
20,LINK,WETH,5443116.053225408
21,WETH,LINK,2424292.224761881
22,WBTC,USDC,8341772.5058729565
23,USDC,WBTC,4852827.993239001
24,ETH2x-FLI,WETH,10234607.51658173
25,WETH,ETH2x-FLI,8171672.742268104
26,MATIC,WETH,1973999.9558215365
27,WETH,MATIC,2055291.4673203032
28,CEL,WETH,2449153.7154112644
29,WETH,CEL,3112160.386655419
30,WETH,TRIBE,0.0
31,TRIBE,WETH,0.0
32,SHIB,WETH,18690325.179363623
33,WETH,SHIB,17917418.83908626
34,WETH,USDT,2577497.96204082
35,USDT,WETH,2322861.438560787
36,USDC,WETH,2666331.221575537
37,WETH,USDC,2701612.8410380525
38,MKR,WETH,2661371.887781004
39,WETH,MKR,2612192.8199870232
40,RAI,DAI,679869.709668581
41,DAI,RAI,312788.94874564896
42,FEI,USDC,0.0
43,USDC,FEI,0.0
44,USDC,EURS,3718512.998701237
45,EURS,USDC,3314604.390425255
46,WETH,TRU,1300495.856015929
47,TRU,WETH,1637413.5027445017
48,DAI,WETH,140033.29090479878
49,WETH,DAI,175524.91081654897
50,WETH,TRIBE,173671.8651196574
51,TRIBE,WETH,285411.7604044682
52,RUNE,WETH,730927.8606801241
53,WETH,RUNE,779670.0602215073
54,LEASH,WETH,4517244.094420499
55,WETH,LEASH,4226143.304797215
56,HEX,USDC,1212370.494378843
57,USDC,HEX,1413500.9652046598
58,WETH,WOOFY,11343366.617629234
59,WOOFY,WETH,14088813.705886029
60,UST,USDT,744218.2602266015
61,USDT,UST,594701.727706498
62,LQTY,WETH,1523549.4532471325
63,WETH,LQTY,1274422.722470845
64,DAI,FEI,0.0
65,FEI,DAI,0.0
66,AKITA,WETH,2309680.0813091
67,WETH,AKITA,2178808.993331048
68,WDOGE,WETH,2158406.681879064
69,WETH,WDOGE,268130.8233997715
70,USDC,WETH,54041.81497869997
71,WETH,USDC,60453.6666306666
72,WETH,TRU,874139.4593161592
73,TRU,WETH,1034135.2788225831
74,QUICK,WETH,1292274.7260183173
75,WETH,QUICK,1029182.9048355416
76,COMP,WETH,2596542.078240975
77,WETH,COMP,1995208.053635429
78,PSWAP,WETH,0.0
79,WETH,PSWAP,0.0
80,WETH,GTC,0.0
81,GTC,WETH,0.0
82,OCC,USDC,412373.6153161533
83,USDC,OCC,483862.1927000263
84,WETH,VRA,481015.4476851759
85,VRA,WETH,784274.8021251246
86,WETH,CRV,1128777.2996764926
87,CRV,WETH,659622.755798152
88,1INCH,WETH,96569.64289930454
89,WETH,1INCH,75418.98448272453
90,RSR,WETH,368015.6219999279
91,WETH,RSR,245087.9002148027
92,ELON,WETH,2174315.713274305
93,WETH,ELON,2082008.71168871
94,YFI,WETH,1423909.6302945905
95,WETH,YFI,1197892.920550984
96,WETH,TRIBE,0.0
97,TRIBE,WETH,0.0
98,WETH,GTC,0.0
99,GTC,WETH,0.0
