,Source,Target,Volume
0,USDC,WETH,137309122.25937566
1,WETH,USDC,152756363.54792884
2,USDC,USDT,63368986.36080506
3,USDT,USDC,74261670.1690532
4,WBTC,WETH,17531959.425566997
5,WETH,WBTC,19128806.178084545
6,USDC,WETH,16067610.498973576
7,WETH,USDC,26955460.019545693
8,WBTC,WETH,10418115.189087603
9,WETH,WBTC,12672692.765061526
10,WETH,USDT,13705212.030945696
11,USDT,WETH,12693579.398593765
12,WETH,USDT,6513439.159149871
13,USDT,WETH,3704135.590290386
14,DAI,USDC,9334314.938018296
15,USDC,DAI,47110212.98668189
16,WBTC,USDC,11677779.371128194
17,USDC,WBTC,4971465.51597186
18,DAI,WETH,1640952.2070523377
19,WETH,DAI,2999991.3609688794
20,DAI,WETH,4887664.294777152
21,WETH,DAI,5191743.845645805
22,USDC,USDT,90864.92917349128
23,USDT,USDC,2374406.1636290643
24,HEX,USDC,2442547.0890020006
25,USDC,HEX,2031660.293545001
26,FRAX,USDC,2014122.95245
27,USDC,FRAX,1517517.5041500002
28,APE,WETH,1061967.8604329536
29,WETH,APE,987703.7981818382
30,WETH,LOOKS,978070.3441133332
31,LOOKS,WETH,823182.766672485
32,UNI,WETH,1173478.1129759022
33,WETH,UNI,1248273.4570857608
34,DAI,USDC,174524.63719903646
35,USDC,DAI,672080.7317525871
36,MATIC,WETH,371613.6281457243
37,WETH,MATIC,421063.5779678693
38,LINK,WETH,795846.3033122448
39,WETH,LINK,695361.1541002613
40,LDO,WETH,68931.81352491619
41,WETH,LDO,27594.62699869022
42,agEUR,USDC,3252623.353792
43,USDC,agEUR,3245995.869921
44,USDC,WETH,107683.71360852304
45,WETH,USDC,790798.5597756513
46,PAX,WETH,204696.83201072505
47,WETH,PAX,476459.08717874176
48,FUN,WETH,249025.34509366503
49,WETH,FUN,353062.2520681838
50,WETH,ENS,147851.72546224814
51,ENS,WETH,214175.1893707412
52,WETH,BTT,392407.2909592416
53,BTT,WETH,34636.33121662782
54,MKR,WETH,395657.3023480829
55,WETH,MKR,242096.70105570363
56,agEUR,WETH,219491.76352405752
57,WETH,agEUR,340778.51337770146
58,WETH,oSQTH,211630.022261656
59,oSQTH,WETH,333160.22768128454
60,WBTC,renBTC,0.0
61,renBTC,WBTC,916.159967852014
62,BUSD,USDC,1254652.2314319997
63,USDC,BUSD,1429454.7998729998
64,RAI,DAI,380902.76798286615
65,DAI,RAI,26524.958168273828
66,FEI,USDC,1966218.8004550275
67,USDC,FEI,2232718.760629091
68,AAVE,WETH,696123.9113857365
69,WETH,AAVE,666810.1589662624
70,WBTC,WETH,0.0
71,WETH,WBTC,424.9601355329178
72,FUN,USDC,191840.12935500007
73,USDC,FUN,118552.714251
74,UNI,USDC,789853.7185439998
75,USDC,UNI,622289.192968
76,SHIB,WETH,221790.79857778072
77,WETH,SHIB,228064.2056892129
78,USDD,USDC,0.0
79,USDC,USDD,950.131241
80,FRAX,USDC,21495.833866
81,USDC,FRAX,91431.866309
82,TUSD,USDC,111379.07840265692
83,USDC,TUSD,43406.22522089126
84,FUN,USDT,173098.68912870192
85,USDT,FUN,108146.4650635992
86,Metis,WETH,78184.12745250388
87,WETH,Metis,81367.999457705
88,QNT,WETH,570151.1318626634
89,WETH,QNT,565707.4365778107
90,BIT,WETH,51441.884689825645
91,WETH,BIT,287211.8408088654
92,WETH,CRV,45165.69121134093
93,CRV,WETH,112988.37026767418
94,FUN,DAI,142956.64540240832
95,DAI,FUN,72500.44982720826
96,WBTC,BADGER,4820.420470901261
97,BADGER,WBTC,51214.93146326794
98,SHIT,WETH,257791.59114737457
99,WETH,SHIT,194112.80347122083
