,Source,Target,Volume
0,USDC,WETH,383121309.5125025
1,WETH,USDC,343149836.5559164
2,WETH,USDT,45651311.022749126
3,USDT,WETH,50896341.2667538
4,APE,WETH,11020448.350484192
5,WETH,APE,9633461.018766295
6,USDC,WETH,59771851.37680333
7,WETH,USDC,30105878.75691292
8,WBTC,WETH,48080145.13103472
9,WETH,WBTC,36527316.74041027
10,USDC,USDT,59579009.846906655
11,USDT,USDC,42654375.88104819
12,WETH,LOOKS,29227306.121247068
13,LOOKS,WETH,26401411.088229552
14,DAI,WETH,22266312.27090181
15,WETH,DAI,20242283.96151208
16,WETH,USDT,12185630.315542497
17,USDT,WETH,23207652.770259656
18,DAI,USDC,13782699.581577957
19,USDC,DAI,18854156.928997595
20,WBTC,WETH,32164037.21331094
21,WETH,WBTC,6055327.016146844
22,USDC,UST,19343142.214212995
23,UST,USDC,18743638.652547
24,WBTC,USDC,12261890.43920802
25,USDC,WBTC,15745630.708123203
26,DAI,WETH,17834811.36105651
27,WETH,DAI,8843069.704292493
28,APE,USDC,1888862.5194570003
29,USDC,APE,1880641.566514
30,FRAX,USDC,3475432.468750999
31,USDC,FRAX,5219053.285674999
32,WBTC,renBTC,581893.4849241126
33,renBTC,WBTC,38493.45133178663
34,FRAX,USDT,1941063.354912291
35,USDT,FRAX,2789285.959753548
36,HEX,WETH,1897952.6640632683
37,WETH,HEX,1412648.4812779685
38,LINK,WETH,1757836.7791350875
39,WETH,LINK,1095985.7962458716
40,SHI,WETH,1439543.2094018627
41,WETH,SHI,1786491.350570195
42,APE,WETH,2509676.9025584
43,WETH,APE,1570978.0984962347
44,ETH2x-FLI,WETH,1039411.2536048052
45,WETH,ETH2x-FLI,2147557.1604991336
46,USDC,UST,551378.329116
47,UST,USDC,528758.702271
48,USDC,STG,7526755.131776001
49,STG,USDC,6614979.519242002
50,MATIC,WETH,3466192.48982371
51,WETH,MATIC,3275713.590947238
52,NEXO,WETH,284827.5675924105
53,WETH,NEXO,238810.96143512728
54,SHIB,WETH,1224981.3194640728
55,WETH,SHIB,844847.3710969383
56,UNI,WETH,2523845.681687382
57,WETH,UNI,1782634.1769235355
58,HEX,USDC,575225.7616650001
59,USDC,HEX,552530.2362950002
60,DAI,FEI,506234.152515711
61,FEI,DAI,2801869.316914226
62,DAI,FRAX,513154.7423854771
63,FRAX,DAI,617198.6949283394
64,HEX,USDC,700314.2174549998
65,USDC,HEX,467194.791631
66,WETH,ENS,761806.573863966
67,ENS,WETH,814080.1739175806
68,FEI,USDC,308906.0871809378
69,USDC,FEI,196574.09042369452
70,Metis,WETH,1829356.6517740297
71,WETH,Metis,1399640.523085086
72,FXS,WETH,671737.9328265325
73,WETH,FXS,1172438.479814057
74,MKR,WETH,1713228.4954237137
75,WETH,MKR,2261995.1086631417
76,USDC,USDT,356569.1022315
77,USDT,USDC,2064228.5343538956
78,STG,WETH,2038812.0653230788
79,WETH,STG,2316751.1664284086
80,FEI,USDC,5253444.784815799
81,USDC,FEI,5504394.428288965
82,USDC,UST,1327338.7371310005
83,UST,USDC,526344.64017
84,TUSD,USDC,294338.1927561173
85,USDC,TUSD,284306.28430170985
86,WBTC,USDT,853722.8428776147
87,USDT,WBTC,1232622.3769825334
88,DAI,PAX,1128855.279930175
89,PAX,DAI,395568.42493331496
90,DAI,USDC,778119.4499490327
91,USDC,DAI,174615.24351464535
92,XSGD,WETH,271173.06418778
93,WETH,XSGD,131317.2275153832
94,CNV,WETH,12962644.378942158
95,WETH,CNV,13131019.393546265
96,WETH,WRLD,1042839.7508575736
97,WRLD,WETH,1047288.6163388354
98,GNO,WETH,1972652.912730824
99,WETH,GNO,1659186.4433093318
