,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,331974868.9377451,1,0.4623657112045169,30452622.50574416,15613102.07371152,14839520.43203264
1,FEI,288967851.61480135,1,0.11087593790803671,5035577.835456943,3081520.999229796,1954056.836227147
2,USDT,280388638.2426001,1,0.3243220327631483,18198231.792808544,9448833.712110039,8749398.080698505
3,DAI,81511868.99689603,1,0.10848316732938343,6967309.380108843,3803033.6041717143,3164275.775937129
4,ACYC,3396803.5170221142,0,0.019798172285260877,949329.2520564826,550240.9701733735,399088.2818831091
5,WILD,4601342.208221021,0,0.015503544887060624,888317.4828819693,430882.4803051869,457435.0025767824
6,RACA,13472542.60044279,0,0.00573784427083244,642753.7617615195,343096.115622586,299657.6461389335
7,XMON,5200250.9272398045,0,0.0026517617977837135,269113.1765005649,73699.12551814207,195414.0509824228
8,AAVE,27100240.169774964,0,0.021561234351719683,1101548.2741041796,599240.8964264824,502307.3776776973
9,WAXE,34090953.05501004,0,0.014851655819892166,584664.5773374748,412764.84461660346,171899.7327208713
10,GALA,197978.3587124454,0,0.026452435401727724,1935218.462509018,735179.6675560322,1200038.7949529856
11,IMPACTXP,968748.894110537,0,0.005168958397875939,298283.4452199947,143658.34596512106,154625.09925487364
12,DEPO,884959.4071730269,0,0.01818293766614532,956441.0708019941,505349.54024367954,451091.53055831447
13,GLCH,2492134.7411616337,0,0.003541909201532357,240755.39900927022,98438.55923852546,142316.83977074476
14,SUSHI,1634025.3637845595,0,0.0031982548585778306,164263.87807292468,88887.54127852817,75376.3367943965
15,HIGH,1316858.3160418875,0,0.0015415607540855672,86638.72971424606,42843.8480425152,43794.88167173086
16,WBTC,87263658.9459264,0,0.014155595035646383,850375.7093949532,393419.56588558713,456956.143509366
17,MATIC,4686484.010459969,0,0.045000545426593416,2463485.6942060003,1250678.2655030016,1212807.428702999
18,MANA,8022302.860921248,0,0.012284706859069794,737859.8474591684,341422.88101322914,396436.96644593927
19,DERC,5797708.138759058,0,0.0067535519080354715,801382.35490232,283263.1760081675,518119.17889415246
20,POLC,3696616.0300030736,0,0.009172265245420365,482743.7563217186,254920.30550137823,227823.4508203404
21,SUPER,34286627.6518294,0,0.022107331559883894,1433205.3977333792,614418.3104473215,818787.0872860576
22,LUNA,11600179.335273487,0,0.014114096841630518,868036.7659054636,392266.2267688878,475770.5391365758
23,ICE,5526845.537465204,0,0.004635972647031266,239922.21061634,128845.33229861555,111076.87831772442
24,FOX,35947762.621008806,0,0.013976606766875668,533859.0262569437,388445.0320125119,145413.99424443176
25,REQ,7623530.326528013,0,0.011314207944321121,593486.316574964,314450.276840011,279036.0397349529
26,Metis,1304206.3827988857,0,0.006637097512297463,393335.27134474437,184461.62209733945,208873.6492474049
27,WOO,13715687.549863609,0,0.03697269653583753,2477252.166379208,1027564.1669686022,1449687.999410606
28,MC,89419842.27157645,0,0.20479850864712093,12219894.50709343,5691865.31283722,6528029.194256209
29,SAITAMA,24663524.220740728,0,0.13025170171884987,6974203.089646434,3620022.176181815,3354180.91346462
30,VADER,5579398.574060167,0,0.03540652074045693,2224111.1461451026,984036.205059014,1240074.9410860883
31,SHINJA,22611707.700202312,0,0.12668057506460756,6790651.039708654,3520771.590494918,3269879.449213736
32,HEX,23901155.75390303,0,0.08538853436367264,7050702.043596584,3451199.1420197217,3599502.9015768627
33,SAND,63832680.36685485,0,0.0966659028032617,6396507.129024871,2686588.4069889407,3709918.7220359296
34,ELON,35145212.40657317,0,0.0477186105618867,3031183.102354083,1326220.1274228324,1704962.9749312506
35,UFO,25220563.749517716,0,0.01938384963928516,1724714.6936123846,538725.9024488538,1185988.791163531
36,STRONG,10638905.186824957,0,0.062180032626907675,3322984.9477027543,1728139.3951457234,1594845.5525570307
37,SHIB,6148914.95092742,0,0.0488482391324261,2785201.1504246956,1357615.3447001318,1427585.805724564
38,WETH,1682111209.7370372,0,0.6977754292333891,144634578.8417427,73141541.96483213,71493036.87691055
39,STARL,20381241.88703684,0,0.03689659294614211,2032952.659490883,1025449.0569258984,1007503.6025649844
40,FLOKI,17600434.237794474,0,0.2212104927464846,13225608.700369675,6147995.602198664,7077613.098171012
41,UNI,57230124.65923943,0,0.023178500674444182,1231869.996445591,644188.7925061195,587681.2039394715
42,TOKE,141752497.0885944,0,0.07917984572922158,2998761.782222104,2200606.929997263,798154.8522248409
43,FLX,39130165.62427389,0,0.04967771215055505,4107006.3221018715,1380668.484740116,2726337.837361756
44,LINK,24121204.940520845,0,0.013278158741997061,815687.7646258456,369033.4058640222,446654.3587618234
45,GM,12299468.178802893,0,0.030529468079787354,2250540.8790289643,848490.6532309145,1402050.2257980497
46,BOND,21544030.13445871,0,0.011895651875315652,972995.9235853855,498937.474202318,474058.4493830676
47,NTVRK,3300859.8782093334,0,0.010976321224843788,587996.7578634745,305059.5556332723,282937.2022302022
