,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,290781384.0883386,1,0.42066622777771223,62399150.47019014,30717487.429968987,31681663.040221155
1,USDT,222591940.71550965,1,0.35897680442428476,38730850.751674265,18715257.51336615,20015593.238308117
2,FEI,250871539.97801548,1,0.13665808605897134,15386564.933847066,6757940.340545459,8628624.593301607
3,DAI,70184296.97582915,1,0.07834387453611522,8302043.682754715,3874218.097374621,4427825.585380094
4,SAITO,2437353.058002473,0,0.007795347922249264,789865.6388665194,385491.24835264223,404374.3905138772
5,ShibDoge,3715783.671230001,0,0.01571394692971479,1560711.4928843323,777077.4414306136,783634.0514537188
6,FTM,1467769.5587283403,0,0.01778805331640059,1723495.11308103,879645.0071370311,843850.105943999
7,DG,4648543.310696473,0,0.004417516501972427,390259.97793673584,218452.5909489341,171807.38698780176
8,SIDUS,984625.9586903756,0,0.009347815959060066,935639.5992486528,462263.0419283525,473376.5573203004
9,WILD,10056135.696823947,0,0.007110788804383746,704972.29012673,351638.8082115192,353333.4819152108
10,BOND,18892575.289651766,0,0.004388724675109501,522711.087546148,358021.33958529035,164689.74796085767
11,IMPACTXP,1831461.604714602,0,0.02039991503993584,1954747.5454627657,1008805.3533297088,945942.192133057
12,MUTE,2993085.5449718274,0,0.009344848001298122,872583.4558749022,462116.27211716224,410467.18375774
13,KEEP,10820805.981116183,0,0.0071580136532696835,655172.5293426467,353974.14540645655,301198.3839361902
14,VPAD,4637364.871208177,0,0.0052155198067321985,996116.0757978008,498585.2607946635,497530.8150031373
15,AMPL,7619002.729443441,0,0.006122845451836661,530651.2300912628,302783.5781340938,227867.65195716912
16,WBTC,68036697.30078973,0,0.01759312105057405,2301336.325949545,870005.3241816112,1431331.0017679338
17,PAXG,19330433.705659088,0,0.009617661115556229,1055095.247753054,475607.2758582728,579487.9718947811
18,SHIB,3638153.5134775816,0,0.020311957855770474,2006388.8999264725,1004455.7431437788,1001933.1567826936
19,OCT,1952132.3225542093,0,0.02288819473749617,3672287.83456517,1867162.501006723,1805125.333558447
20,SUPER,26465692.433533985,0,0.05370504918500433,5501085.016132642,2655792.4879886224,2845292.528144019
21,MCC,8384555.077629891,0,0.018473274759951776,2031147.7078850823,913530.2002428616,1117617.5076422207
22,LUNA,8347380.55197313,0,0.031125365197337492,3088469.982228701,1539194.4022289934,1549275.5799997076
23,DPX,2400545.651023376,0,0.00693904963768976,716779.9597699125,343146.0576094644,373633.90216044814
24,CRV,2862003.489991345,0,0.029245186147773473,2863761.194632447,1446216.8242976435,1417544.3703348034
25,FLX,21467546.49900033,0,0.013593310536856478,1115376.2332641792,672208.8995080979,443167.3337560813
26,WOO,12449281.388491604,0,0.013748205597445483,1354967.501960239,679868.6846601747,675098.8173000644
27,REFI,5453988.657575533,0,0.033875209132460476,3229407.9487030515,1675178.1686879531,1554229.7800150982
28,RBN,5405661.712501088,0,0.03289539471479809,3173112.720591494,1626724.9262174636,1546387.79437403
29,SAITAMA,24527062.409540217,0,0.31772646183715136,30487949.43153095,15712033.8476093,14775915.583921649
30,VADER,9656882.872970177,0,0.1271954474961294,12466652.209996436,6289999.154509563,6176653.055486873
31,STRONG,10854880.064456416,0,0.056692641933508585,5530727.15340532,2803533.277710539,2727193.8756947806
32,SAND,51691872.645110846,0,0.032099950411313756,3012758.021844673,1587389.05300134,1425368.9688433332
33,TOKE,138150257.5510671,0,0.12592687378738393,7807883.238124407,6227266.346751764,1580616.8913726422
34,HEX,29907049.71448223,0,0.15675341656573707,23502851.740597717,11227358.35767918,12275493.382918539
35,ELON,30898339.743087787,0,0.031101403890388558,2859500.3300971976,1538009.480886157,1321490.849211041
36,FUSE,3270030.95017092,0,0.058130812162251036,5492434.935910173,2874652.879087042,2617782.05682313
37,LINK,19622300.666870806,0,0.04387769368763473,4433898.052972408,2169815.5211525983,2264082.53181981
38,SHINJA,21147014.301845152,0,0.022885605857197025,1955508.3356947852,1131726.365415624,823781.970279161
39,WETH,1374074692.7687757,0,0.6939516366891362,237285833.9466496,118013247.37227476,119272586.57437484
40,UFO,17029994.815501913,0,0.027198905361751603,2546821.7698866664,1345025.274856707,1201796.4950299594
41,AVG,3762536.2460337817,0,0.022286199207771036,2136131.5782984593,1102084.838204427,1034046.7400940324
42,XMON,9509258.589391831,0,0.0067528569228117235,796088.1108621735,333938.5581099714,462149.5527522021
43,Metis,2012774.5010584656,0,0.029405504542298264,2907562.8078251956,1454144.80116996,1453418.0066552355
44,MC,67721408.94350655,0,0.027042664772782003,2550002.8707463136,1337298.9513768598,1212703.9193694538
45,DEPO,2152931.9430875834,0,0.021231408380394376,2096983.3436035607,1049923.903650653,1047059.4399529076
46,UNI,47105145.08026105,0,0.01741368455582761,1466711.8283111001,861131.9295557719,605579.8987553283
47,STARL,13732833.79791232,0,0.01861226634627279,1843349.838396234,920403.5355520496,922946.3028441845
48,REEF,1337476.0578397815,0,0.06897275417097386,6820868.070400229,3410802.618803031,3410065.4515971984
