,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,287716569.1392727,1,0.3160977978162477,27406492.747798197,14642897.813082276,12763594.934715923
1,FEI,42203005.0394726,1,0.0399500036656674,2946669.6248120526,1675553.3769764968,1271116.2478355556
2,USDT,204292110.289024,1,0.3055205062980698,24412530.452940445,12931227.470359195,11481302.98258125
3,DAI,29666778.39044813,1,0.031526500091240035,2360335.670728086,1322261.047438244,1038074.6232898418
4,VOLT,2657542.677079412,0,0.00671430055302159,710218.9308415754,281606.20609200926,428612.7247495661
5,LINK,15510385.237890188,0,0.012205797387135887,820145.5369925317,511926.4869625577,308219.050029974
6,DG,4700184.670080396,0,0.007087713675139099,607549.8983461654,297267.62187077856,310282.27647538687
7,SHINTAMA,1132481.5851986744,0,0.01952673550570255,2031881.746528408,818975.8351893305,1212905.9113390774
8,POCHI,0.0,0,5.5591600439050474e-18,0.0,0.0,0.0
9,FEG,5032853.863094119,0,0.0029181717553614364,401219.19804702955,122391.79200614968,278827.4060408799
10,WILD,9519906.636371473,0,0.002644513648599019,440963.64695371856,110914.22697861976,330049.4199750988
11,LEASH,395450.0454517713,0,0.0011036851336559076,86151.9514380109,46289.94200581709,39862.009432193816
12,CELL,675521.5975964748,0,0.001996637831509009,158839.55611316304,83741.5007313012,75098.05538186184
13,Metis,1717716.17235746,0,0.0023332138468368045,224086.85248503674,97857.92194145624,126228.9305435805
14,WOO,9446534.5348979,0,0.00326432527846706,212164.39967853142,136909.9059328923,75254.49374563913
15,WBTC,50118184.47596545,0,0.012624030456435129,740254.2820452963,529467.707671627,210786.5743736692
16,PDT,8619639.937975395,0,0.011496409524585548,695978.1319063245,482173.8681986253,213804.26370769925
17,ERN,6514438.914310884,0,0.0025216664066306433,111094.17549521897,105761.85921277516,5332.316282443805
18,LOOKS,30610147.153831847,0,0.4829379220570101,41584407.198589236,20255023.577583373,21329383.621005863
19,SUPER,21457918.402314685,0,0.022668490981473586,2204771.867252488,950745.0095082442,1254026.857744244
20,wPE,37393063.58308226,0,0.00013312081505566356,5583.254336571413,5583.254336571413,0.0
21,MCC,6899266.587459432,0,0.011767899360199504,1069028.5180434524,493560.4932083406,575468.0248351118
22,RLY,13189419.119636128,0,0.006456566691803531,438415.1936463128,270796.5239418116,167618.66970450123
23,FLOKI,5474393.547309014,0,0.008244554224052389,592445.4493121372,345786.96881694155,246658.4804951957
24,UPI,618407.5969689223,0,0.008314290616201911,700141.7965122262,348711.80077295704,351429.9957392692
25,KUMA,6154357.966758717,0,0.02403177606843775,1764923.6852090042,1007922.899912484,757000.7852965201
26,BOND,14656955.026320595,0,0.006252906847854883,1129691.2803707756,577390.8671467917,552300.4132239838
27,PAXG,24427912.61561916,0,0.008325986731546164,493235.6115117747,349202.3505542935,144033.26095748125
28,SAITAMA,16707482.59046783,0,0.14844334752706592,11633538.38828099,6225900.611178726,5407637.777102264
29,SAND,44400760.79852264,0,0.0501534400785605,3443519.2411826197,2103498.327406638,1340020.913775982
30,STRONG,9741929.426564228,0,0.057025968363255394,4671825.961202323,2391740.803481382,2280085.157720941
31,CHEDDA,7119701.779771896,0,0.10560993145720732,8607204.359745532,4429413.293081958,4177791.0666635735
32,TOKE,110850081.7229222,0,0.011476268406495122,1448932.7902588244,481329.1243854596,967603.6658733648
33,ELON,24883996.392704453,0,0.023023656670705328,1648606.0093766004,965641.1050119812,682964.9043646192
34,VADER,9802053.627226878,0,0.05226305341963088,4279704.553414826,2191978.1630363623,2087726.390378464
35,HEX,23692960.765364364,0,0.022989388484484046,2700598.793921238,1349271.6510352877,1351327.1428859502
36,SHINJA,35529319.97832286,0,0.1595609755780133,10137835.575269341,6692187.908186971,3445647.6670823703
37,MC,54324351.679581545,0,0.036816701156802835,2130545.6714448626,1544138.7307163074,586406.9407285553
38,WETH,1110222627.2202773,0,0.6959338766733826,183173338.999595,86903698.1232869,96269640.87630808
39,DEPO,3119461.925952423,0,0.01409758845168914,1115100.843306859,591270.5824793823,523830.2608274766
40,UNI,37908526.798016176,0,0.03763672609578631,2286011.115880696,1578531.6075535004,707479.5083271955
41,SHIB,3102416.024701596,0,0.03581387582200049,2977933.682041051,1502078.9754705357,1475854.7065705152
42,UFO,14591471.61601902,0,0.036085289839972105,3595319.6083185123,1513462.4205930184,2081857.1877254937
43,ShibDoge,11564862.8008068,0,0.0917450984709712,8738606.028626928,3847904.767432739,4890701.261194189
44,STARL,13166584.49443777,0,0.03790936574088567,2718908.6324119484,1589966.4570185205,1128942.175393428
45,KEEP,8713355.038528416,0,0.008698786442052677,663477.9516910701,364838.0390789447,298639.91261212545
46,RBN,4254713.577846722,0,0.013840753357384277,1065431.7348853378,580498.5957434106,484933.1391419272
47,XMON,9400819.803677712,0,0.00975650283485056,721337.0731528057,409199.99430346914,312137.0788493365
48,CRV,2428959.066833148,0,0.003035218352997318,264599.29279860697,127300.87345639624,137298.41934221072
