,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,343238419.9614785,1.0,0.6557276904599584,45434344.26379959,22430066.276221268,23004277.98757833
1,USDT,44346969.93668351,1.0,0.21753950953641452,11779124.155898888,5755100.430290994,6024023.7256078925
2,DAI,194648803.71987116,1.0,0.05742521200217123,3174545.981887987,1524110.2386890727,1650435.7431989145
3,CRV,686566.0974188269,0.0,0.0022373980461513738,107424.98357414544,58971.6328457894,48453.35072835604
4,STARL,4173887.5903814174,0.0,0.0013659041719366425,102460.55261343726,36001.46137095939,66459.09124247788
5,PERP,1780110.32154334,0.0,0.0028128257495602656,170448.94753724127,74138.31778729858,96310.62974994267
6,Metis,747962.2994254208,0.0,0.009208898539050027,500869.84376154735,242721.13068710727,258148.71307444008
7,WILD,3245739.035441535,0.0,0.007093503907848179,477620.99424515665,186965.1708882835,290655.8233568732
8,AUDIO,2725814.0710094,0.0,0.0016466666128284646,113946.05455194053,43401.58385235552,70544.47069958501
9,DAO,1634644.290872789,0.0,0.0022313509191466516,150578.56774611166,63214.59713785227,87363.97060825938
10,QOM,2790037.3356203265,0.0,0.00831295852448001,385111.6983656914,219106.6264722876,166005.0718934038
11,CVP,1202178.894069468,0.0,0.0011804625553403978,64112.1973186124,31113.732543693885,32998.46477491852
12,AMPL,3140909.128736761,0.0,0.001567573828738745,70491.6670233981,41316.9165165133,29174.7505068848
13,WBTC,15074719.679904629,0.0,0.008836073114186398,705645.9484222876,232894.48222442303,472751.46619786456
14,stETH,6307883.758455788,0.0,0.006745318752858959,363753.9364962058,177787.9718835265,185965.9646126793
15,CULT,5824195.292385368,0.0,0.016185406377662605,804912.7390431014,426602.60833125137,378310.13071185007
16,CAW,11011494.460892515,0.0,0.010192587159704917,609168.804897466,288757.93832537206,320410.866572094
17,SUPER,6274615.353707365,0.0,0.004411716147296451,249002.56671260152,116280.6525668176,132721.91414578393
18,SAITAMA,5959035.63599526,0.0,0.006975890701513424,417892.5200773535,183865.2116147294,234027.30846262412
19,RLY,4223195.493974403,0.0,0.0023336417081146524,143760.24857581398,61508.34995197937,82251.89862383461
20,REQ,1345975.0934610108,0.0,0.002161770738241351,147584.6076189967,56978.30589046555,90606.30172853117
21,SAND,3300033.5539101614,0.0,0.015009504090909672,837392.4964914126,395609.0718721519,441783.4246192607
22,BOND,8926252.596620433,0.0,0.07055295232242974,4052164.9069307465,1998778.5962659183,2053386.310664828
23,HEX,1635229.028699841,0.0,0.00827715150551791,495123.13864138926,222636.13400478574,272487.0046366035
24,XMON,5942780.095460032,0.0,0.05458253863064188,2950716.9436323456,1438644.962372322,1512071.9812600235
25,UNI,21869441.604559343,0.0,0.04531599106441266,2553529.5181859164,1194404.3625542838,1359125.1556316328
26,RAD,3819509.8606886007,0.0,0.0027725276975556325,192135.46011319564,78546.23849195041,113589.22162124523
27,PAXG,19627087.881244875,0.0,0.029952444238149214,1700764.3939667493,789463.7020374972,911300.691929252
28,X2Y2,5205641.165669094,0.0,0.024563835125719,1207266.1855198864,647434.849069505,559831.3364503814
29,MC,27354594.04548865,0.0,0.005957297934896912,500856.1428631118,157017.91962053,343838.22324258176
30,ELON,12344584.595467592,0.0,0.007048858043909679,509948.2923836005,185788.42922588767,324159.86315771285
31,WETH,363388426.83055735,0.0,0.7048117305774412,70606158.38184078,36618900.66585239,33987257.71598839
32,WOO,3863737.024305915,0.0,0.010186940531820635,611094.2076074602,268499.6162831971,342594.5913242631
33,SHIB,1607859.8365101768,0.0,0.01552809319017348,834753.6162892431,409277.6481955344,425475.9680937086
34,ERN,3254350.717873455,0.0,0.002193632276174338,114745.18719405335,57818.08802942021,56927.09916463314
35,HIGH,4397812.643956684,0.0,0.007507890730493598,439972.94617120735,197887.26300470825,242085.6831664991
36,MPL,1579011.9510471902,0.0,0.002332655698055079,135383.94499229157,66084.58084677697,69299.3641455146
37,UFO,4631586.210705336,0.0,0.02169302122991327,1101271.6548508718,571768.12390933,529503.5309415418
38,DEXT,2188516.5718848538,0.0,0.0017537426538108357,92536.08898466636,46223.81255067038,46312.27643399599
39,SNX,1671137.2576509588,,0.007863991324526202,433149.1935910264,207273.09112035352,225876.1024706729
40,MUSE,1359543.5111775368,,0.00223596808888219,118382.99362141627,58933.94312168986,59449.05049972642
41,VOW,584956.1570199375,,0.006517223414471872,367472.9713160156,171776.00875862088,195696.96255739467
42,ALPHA,3645384.83036716,,0.004231242071816909,264521.542581014,111523.8544031367,152997.6881778773
43,PNT,731789.9413645554,,0.0005293629443799893,26711.236118261622,13952.545123491527,12758.690994770095
44,USDI,4935626.263567202,,0.006352710861426587,364116.2346360267,167439.9122408834,196676.32239514333
45,TSUKA,1020421.7374027648,,0.08736045424101228,5067128.497272519,2474938.331411133,2592190.1658613863
46,$JOY,1187998.1859438044,,0.034943337555571975,1848431.1791496526,921009.865132542,927421.3140171106
47,MSI,449341.5438882336,,0.006218856193600117,374365.61387109954,163911.87290101952,210453.74097008
