,id,token0,token1,dailyTxns,dailySwapVolumeToken0,dailySwapVolumeToken1,tvlUSD,mintsCount,burnsCount,swapsCount,token0To1Txs,token0To1VolumeUSD,token1To0Txs,token1To0VolumeUSD,GrossVolumeUSD
0,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC,WETH,5724,623389347.993276,224251.33894413363290301,293177443.7164289057715773394447875,47.0,64.0,5610.0,3032.0,323576455.7867918,2578.0,299393786.2653522,622970242.052144
1,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,WBTC,WETH,593,3436.76229142,46989.559817614658357237,106042462.3907292425101838273516512,17.0,10.0,566.0,337.0,68890746.84515615,229.0,62836617.55309306,131727364.39824921
2,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC,WETH,340,42456051.120039,15228.41223508028523123,396092845.1570735759478229508484319,23.0,31.0,286.0,166.0,26405981.856081538,120.0,16027839.050199531,42433820.90628107
3,0x3416cf6c708da44db2624d63ea0aaef7113527c6,USDC,USDT,522,75797335.284478,75800784.668934,217305897.313795,0.0,2.0,520.0,259.0,33340249.736049544,261.0,42458233.25593123,75798482.99198078
4,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH,USDT,2189,41101.064761743451907976,113636773.271732,44316911.74192906699044420800868353,2.0,4.0,2183.0,1022.0,55116962.006046996,1161.0,58766853.69445072,113883815.70049772
5,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH,USDT,315,5493.192213268327294395,15307272.167496,191538448.4832297529430372574405094,9.0,9.0,297.0,113.0,5547446.220375946,184.0,9754651.39253391,15302097.612909855
6,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI,USDC,215,13096907.437154462521195909,13097043.704497,321332234.9352462669406002940000001,8.0,10.0,197.0,82.0,4271140.356243175,114.0,8826209.692769041,13097350.049012218
7,0xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,APE,WETH,10194,17350345.916693360996077243,108808.93349012739495837,42440914.93774438424698188637947537,173.0,194.0,9803.0,6767.0,156002185.48495087,3036.0,145187164.6594228,301189350.14437366
8,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,WBTC,WETH,91,475.23474873,6498.950199293810537852,356656428.4240439539588577944583309,22.0,11.0,58.0,47.0,14906658.519543558,11.0,3217336.578235578,18123995.097779136
9,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,WBTC,USDC,121,398.34687692,15231516.425423,128418179.407305895010512163274066,0.0,5.0,116.0,48.0,5699813.046552052,68.0,9535574.746656852,15235387.793208905
10,0x4b5ab61593a2401b1075b90c04cbcdd3f87ce011,WETH,LOOKS,1452,11694.215168111336839169,22390285.774370735953897505,27287023.16758050291500035475664112,11.0,14.0,1427.0,625.0,18115625.000624586,802.0,14446228.991393043,32561853.992017627
11,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,DAI,WETH,72,1827712.043404034409959113,655.625188817363254467,84068619.44987235098182562259839514,2.0,2.0,68.0,42.0,1229501.0538124577,26.0,598429.2684848469,1827930.3222973046
12,0x60594a405d53811d3bc4766596efd80fd545a270,DAI,WETH,416,8127528.4791836507843683,2939.628466015270535396,24786572.5998003304439145322184654,1.0,0.0,415.0,216.0,4233665.316285469,199.0,3926099.6583510116,8159764.97463648
13,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,USDC,USDT,56,3853313.473703,3854703.652906,18304289.860187,0.0,1.0,55.0,27.0,421795.3864309485,28.0,3432208.4763689996,3854003.862799948
14,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,FRAX,USDC,46,2797962.317431676443821929,2797549.753927,268415115.5202326119481732143251047,2.0,7.0,37.0,28.0,715268.974003,9.0,2082280.779924,2797549.753927
15,0x3730ecd0aa7eb9b35a4e89b032bef80a1a41aa7f,WBTC,renBTC,23,28.33852145,28.39976495,11076503.15581660449005236039173966,2.0,4.0,17.0,8.0,251651.45894040933,9.0,829912.5251208774,1081563.9840612868
16,0x9a834b70c07c81a9fcd6f22e842bf002fbffbe4d,FRAX,USDC,132,9977927.080159848864312012,9973590.197148,716317.904373985173838852257377577,5.0,4.0,123.0,71.0,4780012.696437999,52.0,5193577.50071,9973590.197147999
17,0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,HEX,USDC,303,39178788.71099701,6942794.27496,16377538.19553490365083855677347064,1.0,2.0,300.0,117.0,3648230.9358480005,183.0,3294563.339112003,6942794.274960004
18,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,LINK,WETH,149,295917.496130070674949031,1184.328145140900612646,20566698.52653939400544820839546025,10.0,15.0,124.0,54.0,1693424.0102443544,70.0,1604739.7278138557,3298163.7380582104
19,0x9e0905249ceefffb9605e034b534544684a58be6,HEX,WETH,668,30120998.31531112,1773.128711339655034831,11807865.13182397097344417900518365,2.0,0.0,666.0,156.0,2830630.089491984,510.0,2088500.1302618226,4919130.2197538065
20,0xe05e653453f733786f2dabae0ffa1e96cfcc4b25,HEX,USDC,102,24025298.70945473,3946186.03844,24166072.51180387583489612920328153,0.0,5.0,97.0,50.0,2598256.6686379993,47.0,1347929.3698020002,3946186.0384399993
21,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,agEUR,USDC,28,1558983.869345669948954382,1640080.268035,23119316.93145382259290558168268908,0.0,0.0,28.0,11.0,832326.235535,17.0,807754.0325,1640080.268035
22,0xe8c6c9227491c0a8156a0106a0204d881bb7e531,MKR,WETH,54,776.303513240217833258,406.618874524537891491,12774947.39015468716461943143446566,0.0,2.0,52.0,25.0,637255.848219142,27.0,489037.5157245732,1126293.363943715
23,0x92560c178ce069cc014138ed3c2f5221ba71f58a,WETH,ENS,447,2797.744302922729495122,362963.464869263905482636,7411193.042754863403030283307667412,10.0,14.0,423.0,203.0,4121238.9271835987,220.0,3689306.9742320534,7810545.901415652
24,0x97e7d56a0408570ba1a7852de36350f7713906ec,DAI,FRAX,27,801832.874249021496531361,801908.11271222263209614,155982199.8433237163902909366187353,2.0,5.0,20.0,9.0,637587.0885773683,11.0,164216.69714432047,801803.7857216888
25,0x9db9e0e53058c89e5b94e29621a205198648425b,WBTC,USDT,46,39.65298358,1515381.880768,15593199.85038122808803762855624564,0.0,1.0,45.0,18.0,537715.2753188455,27.0,978421.9711089169,1516137.2464277623
26,0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,RAI,DAI,18,600206.587590207279086654,1813088.18060314915746499,20881227.5143894068748750315263087,3.0,4.0,11.0,6.0,1056422.3473882505,5.0,756707.449814525,1813129.7972027755
27,0xc2a856c3aff2110c1171b8f942256d40e980c726,FRAX,USDT,27,1053968.920941679858650329,1053750.945824,8331317.016690062499769437883276808,0.0,0.0,27.0,7.0,186028.412681,20.0,867666.2838718195,1053694.6965528196
28,0x6c6bc977e13df9b0de53b251522280bb72383700,DAI,USDC,23,1179470.94129271531843987,1179567.208521,56946788.46844404402643958600000001,0.0,0.0,23.0,10.0,665519.0634660139,13.0,513994.8951330548,1179513.9585990687
29,0x8f8ef111b67c04eb1641f5ff19ee54cda062f163,WBTC,PAX,20,23.05619411,880827.032354455597589298,38861721.79238497000320728909788666,0.0,0.0,20.0,9.0,295089.281903632,11.0,586860.0413717438,881949.3232753758
30,0x16b70f44719b227278a2dc1122e8106cc929ecd1,WETH,LUNA,42,316.08125754184991489,10913.424868513252177411,8350511.905657729364147777802699088,4.0,3.0,35.0,25.0,522500.50517532974,10.0,362582.12537216296,885082.6305474928
31,0x8c54aa2a32a779e6f6fbea568ad85a19e0109c26,FEI,USDC,47,3742076.071857290174915214,3714317.531309,5925704.584973099401837868999999999,0.0,0.0,47.0,28.0,1741216.029608731,19.0,1988467.363049429,3729683.39265816
32,0xd83d78108dd0d1dffff11ea3f99871671a52488b,PAX,WETH,25,927205.901700794191791539,332.655972263370744537,23255240.11137956884719094686421489,0.0,0.0,25.0,16.0,649378.0037514897,9.0,278255.09921009035,927633.10296158
33,0xb07fe2f407f971125d4eb1977f8acee8846c7324,APE,USDC,1778,2250341.222336902927510692,39729306.705698,3800429.659788959072556344107780243,34.0,32.0,1712.0,1025.0,20389413.535176028,687.0,19339893.17052199,39729306.70569801
34,0x8db1b906d47dfc1d84a87fc49bd0522e285b98b9,agEUR,WETH,37,593518.548783141549635926,223.793457513072904788,11516718.09916334531028967006697372,2.0,0.0,35.0,21.0,425206.0755760635,14.0,199629.86848990415,624835.9440659676
35,0x9febc984504356225405e26833608b17719c82ae,1INCH,USDC,16,66822.654199210619186629,76467.26652,3969838.467761820641995411069917696,1.0,0.0,15.0,6.0,31551.98087983524,9.0,44886.98970601514,76438.97058585039
36,0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,BUSD,USDC,16,1126292.723264315392803373,1125542.712588,23915403.38187908614087477472281172,0.0,0.0,16.0,9.0,1082841.48492,7.0,42701.227668,1125542.7125879999
37,0x4c54ff7f1c424ff5487a32aad0b48b19cbaf087f,NEXO,WETH,278,2240234.90865341599622785,1867.165729063707042642,7877171.110636414119824077811714965,0.0,0.0,278.0,161.0,2861623.023596657,117.0,2319657.1597817093,5181280.183378367
38,0x290a6a7460b308ee3f19023d2d00de604bcf5b42,MATIC,WETH,176,6857976.987152978224970818,2827.100525423346090459,19152722.03476708160663298176100944,2.0,1.0,173.0,83.0,3877730.660137967,90.0,3979585.771591307,7857316.431729274
39,0xbd5fdda17bc27bb90e37df7a838b1bfc0dc997f5,USDC,EURS,25,3414747.258505,3259168.61,8810082.091558100383664321868907472,0.0,0.0,25.0,13.0,1535077.651569,12.0,1879669.6069359998,3414747.258505
40,0x39529e96c28807655b5856b3d342c6225111770e,TUSD,USDC,2,2717.692652926464783515,2717.925359,10008070.679885369925384367,0.0,0.0,2.0,1.0,677.5923956717531,1.0,2054.5795536358887,2732.1719493076416
41,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f,ETH2x-FLI,WETH,93,23364.439687829258479964,546.992439741218016544,22529802.08032755757874394786202669,2.0,2.0,89.0,39.0,447667.3013150445,50.0,1077773.103276171,1525440.4045912155
42,0x298b7c5e0770d151e4c5cf6cca4dae3a3ffc8e27,MIM,USDC,15,674349.097134492954671288,673775.447606,950238.4607258874209167369989710913,0.0,0.0,15.0,5.0,312200.839762,10.0,361574.607844,673775.447606
43,0xef9a9283440b2d7efb9c7dcc17e94e234d5ccccd,sILV2,WETH,59,3649.789633817716819378,214.424506097928460704,3611009.359762082198258410054143371,1.0,1.0,57.0,27.0,311074.66699063824,30.0,285589.34158690204,596664.0085775403
44,0x4c83a7f819a5c37d64b4c5a2f8238ea082fa1f4e,WETH,CRV,35,387.500551408317603363,561460.733043624035872958,7987340.47773894695285161232317412,1.0,3.0,31.0,17.0,537181.0990554781,14.0,535528.8945643142,1072709.9936197922
45,0xb65fc555b0e970b16329a48e45cfa14fce9a36a4,DAI,PAX,14,8354705.882062945422623761,8359063.066458956264197491,10027393.59794259453853427231075433,0.0,0.0,14.0,7.0,4330733.045154853,7.0,4021381.9825286334,8352115.027683486
46,0x4e0924d3a751be199c426d52fb1f2337fa96f736,LUSD,USDC,35,903403.635357693270007947,903680.543811,2064113.03168975662568484094081681,0.0,1.0,34.0,24.0,429154.99938,10.0,474525.5444310001,903680.5438110001
47,0x82c427adfdf2d245ec51d8046b41c4ee87f0d29c,WETH,oSQTH,47,220.562359807012441653,1075.092077902146680659,11702671.39301396240354826911455658,1.0,0.0,46.0,28.0,335769.0379366496,18.0,279525.3217408299,615294.3596774795
48,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,UNI,WETH,70,101282.089657638575458948,253.984459936351824172,20486210.21438214981536899616513448,6.0,4.0,60.0,27.0,334244.81854939566,33.0,369401.6745774036,703646.4931267992
49,0xd340b57aacdd10f96fc1cf10e15921936f41e29c,wstETH,WETH,20,121.454385556224042852,129.869064826077805914,2777068.446193158311444179311387259,0.0,0.0,20.0,12.0,214144.96279923106,8.0,147771.23992445815,361916.2027236892
