,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,972245170.5210834,1,0.6181796387324687,512084376.0673913,271107569.82140535,240976806.24598595
1,EURT,10665209.626087992,1,0.006268033020066942,6440245.297857478,3581545.7537089474,2858699.544148531
2,PAX,66269257.22128063,1,0.0018474475784261788,1613124.9935790757,1008121.1534689148,605003.8401101609
3,USDT,422172412.8789452,1,0.327386757987907,243464691.06830478,130199730.42528427,113264960.64302051
4,UST,7955373.541551257,1,0.011964571353968783,7677768.403236496,4959880.351256701,2717888.051979795
5,FRAX,64276024.02512882,1,0.008236370700040428,6022644.950388,3351136.355115,2671508.595273
6,EURS,14038551.519217892,1,0.004023471410527921,3096535.2260379996,1637031.868602,1459503.357436
7,DAI,251198239.4365256,1,0.19152602699458396,146507322.81394684,75637356.57170929,70869966.24223755
8,FEI,13659228.547115332,1,0.010988867369517223,9180719.860270187,4471046.081418507,4709673.778851681
9,LINK,65769572.69388669,0,0.06332290697866322,41371386.383249454,23913703.776426136,17457682.606823318
10,FX,6746527.346382477,0,0.000313930143984214,119564.95693665704,118554.76679650876,1010.190140148278
11,SLP,2979077.2440607487,0,0.008434826408125736,6265820.132855492,3185386.6121064224,3080433.5207490693
12,ERN,4831954.966267307,0,0.0025952287423862803,1994947.4376970518,980080.263819919,1014867.1738771328
13,UBT,2567797.4798381184,0,0.003866392335005569,3240382.5511823297,1460131.3394207014,1780251.211761628
14,NEXO,6256446.616220309,0,0.0008661087544579958,626776.462226151,327083.34440894314,299693.1178172078
15,AXS,17583766.77054797,0,0.01770521848543446,12820947.79504087,6686322.06509802,6134625.72994285
16,WBTC,391619403.5271337,0,0.1579149907765807,107509398.80008961,60166320.244512334,47343078.55557728
17,GALA,1155617.3521906214,0,0.005644444760900876,4298773.460693022,2131607.445628896,2167166.015064127
18,DPI,19088436.17515625,0,0.003156365111886745,1706351.6981148648,1191991.7119619716,514359.9861528931
19,RUNE,5811729.394952887,0,0.0037084337214127257,2974378.3375785938,1400478.7480501437,1573899.5895284498
20,MM,6164862.975328568,0,0.0005761984191443342,357732.207929,234438.145207,123294.062722
21,UNQT,792673.9028489598,0,0.0011466870311587038,903366.1408213894,433042.8796744733,470323.2611469161
22,MKR,18494281.96325667,0,0.0018108915400636694,1207105.5734593256,683877.6980802632,523227.8753790624
23,ETH2x-FLI,31754936.353728943,0,0.01106749449815203,9222198.323193433,4179605.732017511,5042592.591175921
24,AAVE,8430677.0804725,0,0.001699532787049272,1218823.2462809507,641823.4027302781,576999.8435506726
25,RAI,28774049.96777185,0,0.0017454406032299675,2022349.235493334,1426593.1571172627,595756.0783760714
26,UNI,99517963.57275908,0,0.01311381143895312,8145061.899094782,4952391.118694229,3192670.780400553
27,CEL,6535421.330045734,0,0.0044265713897088345,2829901.231654857,1671681.2605328877,1158219.9711219692
28,YGG,9159544.76413804,0,0.005778552850070375,3927177.6189162405,2270009.0663560336,1657168.552560207
29,QNT,4216855.825270962,0,0.0031591110833396113,2248819.2714961395,1193028.7197532435,1055790.5517428962
30,WETH,1551449606.523728,0,0.6660163785206442,949296591.453202,434746551.21674305,514550040.236459
31,1INCH,29591244.29489024,0,0.0023051293452545766,2502331.351620268,937889.1545140584,1564442.1971062098
32,COMP,18997271.29009489,0,0.003856720116585776,2755339.6457552314,1456478.655468133,1298860.990287098
33,MATIC,12963568.479100645,0,0.005640308520863326,3589701.9195609554,2130045.407122991,1459656.5124379643
34,PERP,16721417.910133315,0,0.006309576711111346,4847942.78118543,2382792.5094309985,2465150.2717544315
35,HEX,24231894.352416795,0,0.011599805635163099,9215767.359788086,4677122.658951423,4538644.700836664
36,SHIB,2907496.246214336,0,0.004105614315224284,2859478.598545884,1550472.7947440806,1309005.8038018032
