,id,token0,token1,dailyTxns,dailySwapVolumeToken0,dailySwapVolumeToken1,tvlUSD,mintsCount,burnsCount,swapsCount,token0To1Txs,token0To1VolumeUSD,token1To0Txs,token1To0VolumeUSD,GrossVolumeUSD
0,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC,WETH,6188,493003508.121345,238907.287103388140883011,248618458.7385668533215484278034206,65.0,70.0,6045.0,2999.0,251566264.7777478,3046.0,240658439.170659,492224703.9484068
1,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,WBTC,WETH,1169,6824.98957091,99915.388065985093583298,115497575.6021605271037896845109914,31.0,24.0,1113.0,539.0,111087423.25520517,574.0,95081052.02970535,206168475.2849105
2,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC,WETH,749,86159634.168595,41761.906060343242919935,358806431.8345715427631661016979497,130.0,87.0,532.0,301.0,48531311.72272954,231.0,37608505.7596148,86139817.48234434
3,0x3416cf6c708da44db2624d63ea0aaef7113527c6,USDC,USDT,835,105004926.86199,105147746.199494,128192335.275299,3.0,8.0,824.0,388.0,54986832.82276124,436.0,50089692.70312063,105076525.52588186
4,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH,USDT,2101,27699.702661453960972788,56183489.754848,30160096.38651395069938196534408611,3.0,7.0,2090.0,984.0,26879268.886689078,1106.0,29729550.919669386,56608819.806358464
5,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH,USDT,426,17204.453170249817220915,35522702.930276,162959242.1607083839143884315948838,14.0,9.0,403.0,169.0,15387010.524999209,234.0,20106456.481197327,35493467.006196536
6,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI,USDC,388,24568092.016272563092575818,24568103.423197,343049193.9029316697743538500000001,5.0,3.0,380.0,211.0,15162696.50301853,169.0,9405579.54457788,24568276.04759641
7,0xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,APE,WETH,937,2632832.451247302661609475,10989.282677054484300369,25078418.17610983404770384927875121,33.0,44.0,860.0,425.0,10814971.915417533,435.0,11897751.584582042,22712723.499999575
8,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,WBTC,WETH,212,612.95134815,8958.047617815347904311,275628259.0513976950804877438446109,28.0,31.0,153.0,85.0,12373491.135325382,68.0,6151016.706393807,18524507.841719188
9,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,WBTC,USDC,257,497.49909138,15010520.02707,117546152.2530396470512804705515297,16.0,22.0,219.0,101.0,6778438.50744506,118.0,8230285.4177838545,15008723.925228914
10,0x4b5ab61593a2401b1075b90c04cbcdd3f87ce011,WETH,LOOKS,1038,5681.984131419032145176,17766704.33466470808158483,17275517.36602941878963951416082527,13.0,12.0,1013.0,551.0,6182796.05554109,462.0,5591796.833934064,11774592.889475154
11,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,DAI,WETH,257,16170849.548812506701327643,7846.35229640212180659,57829156.72851970025348005001374366,5.0,6.0,246.0,142.0,9211699.37605678,104.0,6956867.9957491765,16168567.371805955
12,0x60594a405d53811d3bc4766596efd80fd545a270,DAI,WETH,795,8633059.224877246184278208,4189.531035394616713158,12850540.99152598109519360429976246,1.0,4.0,790.0,395.0,4428257.369287527,395.0,4209404.668400103,8637662.03768763
13,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,USDC,USDT,43,675304.733331,676197.00687,16048733.312819,0.0,2.0,41.0,15.0,247453.3718243481,26.0,428297.73671001144,675751.1085343596
14,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,FRAX,USDC,150,6160935.125181078481111665,6155139.860355,205121061.8461613791878446328007551,2.0,11.0,137.0,47.0,1820905.9197240009,90.0,4334233.940630999,6155139.860355
