,id,token0,token1,dailyTxns,dailySwapVolumeToken0,dailySwapVolumeToken1,tvlUSD,mintsCount,burnsCount,swapsCount,token0To1Txs,token0To1VolumeUSD,token1To0Txs,token1To0VolumeUSD,GrossVolumeUSD
26,0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,RAI,DAI,25,474585.024356481798742109,1430690.279825962881322379,19601524.15982738214903263021300133,4.0,4.0,17.0,7.0,917758.5708496625,10.0,512931.70897630043,1430690.279825963
27,0xc2a856c3aff2110c1171b8f942256d40e980c726,FRAX,USDT,25,1166653.224051934148360287,1166800.528701,8332732.565426240680392665209326239,0.0,0.0,25.0,7.0,151298.663966,18.0,1015409.5887539408,1166708.2527199409
28,0x6c6bc977e13df9b0de53b251522280bb72383700,DAI,USDC,24,199594.276724859158820063,199616.904665,56947171.10478702465867204799999999,0.0,0.0,24.0,14.0,99907.75261704228,10.0,99700.353948199,199608.1065652413
29,0x8f8ef111b67c04eb1641f5ff19ee54cda062f163,WBTC,PAX,15,16.01110343,610895.702635929239335921,38575772.06586098296875528336418473,0.0,0.0,15.0,11.0,487957.70373587037,4.0,123472.14372499145,611429.8474608618
30,0x16b70f44719b227278a2dc1122e8106cc929ecd1,WETH,LUNA,23,205.144230534770636928,6929.467995518906429362,8403205.512507459685000879135745437,2.0,1.0,20.0,12.0,387957.1027145511,8.0,191887.74986300603,579844.8525775571
31,0x8c54aa2a32a779e6f6fbea568ad85a19e0109c26,FEI,USDC,35,3039292.153670304457464522,3029586.864338,6708544.651975768666720736000000001,3.0,1.0,31.0,22.0,1466566.5058015778,9.0,1568325.3430885265,3034891.8488901043
32,0xd83d78108dd0d1dffff11ea3f99871671a52488b,PAX,WETH,14,376673.450881223813252308,134.337117693786785598,22997398.71346707301623170987670498,0.0,0.0,14.0,4.0,56871.7886012003,10.0,319787.4771105909,376659.26571179123
33,0xb07fe2f407f971125d4eb1977f8acee8846c7324,APE,USDC,235,178210.127086631761973063,2653289.586943,3834237.589676804002978593205794497,11.0,9.0,215.0,116.0,1407564.70402,99.0,1245724.8829229998,2653289.5869429996
34,0x8db1b906d47dfc1d84a87fc49bd0522e285b98b9,agEUR,WETH,57,686922.861314454695683436,255.859925828882736377,11414027.49520059478832339325627208,0.0,0.0,57.0,38.0,272988.63377734344,19.0,449015.8643752313,722004.4981525748
35,0x9febc984504356225405e26833608b17719c82ae,1INCH,USDC,20,147586.959187095277373869,177604.949934,4063458.11749418789581157702151641,0.0,0.0,20.0,13.0,96941.5126893543,7.0,80612.03399104558,177553.5466803999
36,0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,BUSD,USDC,10,68998.403376516857806934,69014.431041,23924949.62149448509948675830171691,0.0,0.0,10.0,4.0,24022.385768,6.0,44992.045273,69014.431041
37,0x4c54ff7f1c424ff5487a32aad0b48b19cbaf087f,NEXO,WETH,139,828143.741803779285798947,633.191662577454815694,7402545.425199835021663381274728396,0.0,0.0,139.0,92.0,1127598.745585855,47.0,651435.9776397385,1779034.7232255936
38,0x290a6a7460b308ee3f19023d2d00de604bcf5b42,MATIC,WETH,104,924257.557490471274112598,356.736847032332614269,18541945.43424288541767705274455,2.0,5.0,97.0,44.0,406262.67667995655,53.0,597959.2618193497,1004221.9384993063
39,0xbd5fdda17bc27bb90e37df7a838b1bfc0dc997f5,USDC,EURS,34,11097355.429636,10558279.84,8824899.488186360831715235198930541,0.0,0.0,34.0,14.0,5779555.567706,20.0,5317799.861930001,11097355.429636002
40,0x39529e96c28807655b5856b3d342c6225111770e,TUSD,USDC,7,248743.680182534163861443,248765.356647,10008112.770363534214025788,0.0,0.0,7.0,3.0,68518.45080490473,4.0,179438.52820860225,247956.97901350696
41,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f,ETH2x-FLI,WETH,73,17253.755721173175798747,408.883842253771913502,21834342.73065535488926528615569796,0.0,0.0,73.0,59.0,975344.6197378623,14.0,175084.6345894837,1150429.2543273459
42,0x298b7c5e0770d151e4c5cf6cca4dae3a3ffc8e27,MIM,USDC,14,102305.894560147222046278,101850.48472,949134.1772730366135418374383445418,1.0,2.0,11.0,6.0,40636.978209,5.0,61213.506511,101850.48472000001
43,0xef9a9283440b2d7efb9c7dcc17e94e234d5ccccd,sILV2,WETH,292,11025.811287118796092581,1090.01281750076806347,2236821.416885821619364051227117169,5.0,2.0,285.0,110.0,1459299.8402564197,175.0,1630324.3026721952,3089624.142928615
44,0x4c83a7f819a5c37d64b4c5a2f8238ea082fa1f4e,WETH,CRV,46,315.416544821017183317,414970.442257147408747465,8285133.013891092521704142516758704,0.0,1.0,45.0,18.0,577598.22835383,27.0,315102.69694761414,892700.9253014443
45,0xb65fc555b0e970b16329a48e45cfa14fce9a36a4,DAI,PAX,3,114330.595622347542212503,114345.446887885017870027,10006452.72781995374913596043417278,0.0,0.0,3.0,0.0,0.0,3.0,114314.88699277616,114314.88699277616
46,0x4e0924d3a751be199c426d52fb1f2337fa96f736,LUSD,USDC,23,1286770.284252241239581249,1287357.706748,2065286.931437666670994143661579243,0.0,0.0,23.0,9.0,603215.6901659999,14.0,684142.016582,1287357.7067479999
47,0x82c427adfdf2d245ec51d8046b41c4ee87f0d29c,WETH,oSQTH,50,195.887959354604131369,949.743592992792603572,11621235.74795552040743650456852938,3.0,0.0,47.0,30.0,123314.71387372127,17.0,426031.4230330111,549346.1369067323
48,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,UNI,WETH,59,70841.255908978971728249,174.557096486086794915,19737677.091827525809133147956907,3.0,9.0,47.0,28.0,205836.63397993508,19.0,285712.00465592387,491548.63863585895
49,0xd340b57aacdd10f96fc1cf10e15921936f41e29c,wstETH,WETH,21,232.903305970873152416,249.176559292187001779,3513513.792998603432185493458734431,3.0,2.0,16.0,5.0,415081.8513643474,11.0,290838.3681642001,705920.2195285475
