,id,token0,token1,dailyTxns,dailySwapVolumeToken0,dailySwapVolumeToken1,tvlUSD,mintsCount,burnsCount,swapsCount,token0To1Txs,token0To1VolumeUSD,token1To0Txs,token1To0VolumeUSD,GrossVolumeUSD
0,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC,WETH,6185,487687249.663715,248585.242512470416788066,303409789.1839080595170032536377537,111.0,109.0,5963.0,2745.0,242310059.53346935,3218.0,244581233.61717224,486891293.15064156
1,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,WBTC,WETH,1052,4541.03595531,67719.980708197616844867,112860445.5988237774048872632396006,36.0,40.0,976.0,309.0,58107567.70917595,667.0,74908934.96599372,133016502.67516968
2,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC,WETH,574,61418714.517397,31379.485847052547604742,347386641.3555569324136929136940559,92.0,82.0,400.0,179.0,31251357.24067189,221.0,30160524.045562953,61411881.28623484
3,0x3416cf6c708da44db2624d63ea0aaef7113527c6,USDC,USDT,573,28939306.23029,28972448.789572,124490764.45069,2.0,4.0,567.0,232.0,12689580.628312666,335.0,16266412.16357148,28955992.791884147
4,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH,USDT,1735,23164.130432640882736745,45023452.544268,29103621.80101103690215988004619974,5.0,6.0,1723.0,853.0,22530414.855315078,870.0,22667242.185826425,45197657.0411415
5,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH,USDT,302,12700.888675841120846168,24881670.158424,162136276.3350264815273381989969242,4.0,11.0,287.0,144.0,11810167.79579911,143.0,13057111.501806322,24867279.297605433
6,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI,USDC,281,17976353.945285561894650738,17976153.174395,548019304.2112350853798741030000001,7.0,6.0,268.0,170.0,12303941.891296208,97.0,5672633.261676304,17976575.152972512
7,0xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,APE,WETH,558,1214547.895664535240460232,4593.032395180209331155,25834756.1513356873551093383232688,21.0,26.0,511.0,227.0,4986405.932140849,284.0,4015694.5628328477,9002100.494973697
8,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,WBTC,WETH,150,450.71881053,6728.248259176925068749,260815855.8588373263557778677456336,16.0,22.0,112.0,31.0,2679939.843066182,81.0,10495970.295983434,13175910.139049616
9,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,WBTC,USDC,161,375.94218179,10994745.349249,122890791.4052853276586432549793326,3.0,11.0,147.0,69.0,4431230.652715633,78.0,6557430.697571032,10988661.350286664
10,0x4b5ab61593a2401b1075b90c04cbcdd3f87ce011,WETH,LOOKS,852,4750.225112528343324022,16868115.792688436901505448,15572819.36681027953759298219214265,8.0,9.0,835.0,380.0,4555207.337005681,455.0,4787857.523303018,9343064.8603087
11,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,DAI,WETH,153,10138400.481517902974656912,5184.002857230551054482,53229767.13150633953603287510853799,4.0,7.0,142.0,67.0,4922758.380782638,75.0,5217477.332954024,10140235.71373666
12,0x60594a405d53811d3bc4766596efd80fd545a270,DAI,WETH,608,5158248.791365730772397332,2631.755130650167094316,11995504.37703198718659706645017252,1.0,2.0,605.0,295.0,2587774.748970876,310.0,2570701.5702466983,5158476.319217574
13,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,USDC,USDT,58,910135.79726,911079.868144,13824953.46356,0.0,1.0,57.0,11.0,258122.33588848988,46.0,652497.2328309687,910619.5687194585
