,id,token0,token1,createdDate,feeTier,liquidity,volumeUSD,totalValueLockedToken0,totalValueLockedToken1,totalValueLockedUSD,txCount,mintsCount,burnsCount,swapsCount
37,0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,BUSD,USDC,2021-05-24 20:20:53,500,9832909144471430815110,358563544.1516307145920522387135823,19393745.867937940284268953,4685504.709723,24085773.13773704388316643300176357,11121,126.0,136.0,10859.0
38,0x4c54ff7f1c424ff5487a32aad0b48b19cbaf087f,NEXO,WETH,2021-05-05 23:21:41,3000,6324916206166607751451,695854027.512816193192329270564546,2778902.527307699474739337,382.613238181799340566,2173073.024859676791609949561438358,43672,389.0,452.0,42831.0
39,0xa21ed0af81d7cdaebd06d1150c166821cfcd64ff,1INCH,USDT,2021-08-31 19:35:54,10000,75129937885699077,93353169.29117387278956776907503992,736674.728668501332038024,415646.602884,898431.8790110917855542253712494732,2204,32.0,25.0,2147.0
40,0x290a6a7460b308ee3f19023d2d00de604bcf5b42,MATIC,WETH,2021-05-05 21:30:35,3000,578545811118576672919920,2824275631.117950730233411358870003,7847405.457335381207449127,3666.147152023424470536,10958015.55184650511370123504881579,116501,3736.0,5150.0,107615.0
41,0xbd5fdda17bc27bb90e37df7a838b1bfc0dc997f5,USDC,EURS,2021-05-05 20:19:22,500,113962860,1016118716.676563143340542519020196,247616.369983,3693263.99,3908856.54553585385371792603761074,9747,114.0,133.0,9500.0
42,0x39529e96c28807655b5856b3d342c6225111770e,TUSD,USDC,2022-02-14 09:56:07,100,10089130394066207881876,212795711.2078136848730918657731245,3915277.430920780525981443,6195835.55095,10111112.981870780525981443,2089,8.0,8.0,2073.0
43,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f,ETH2x-FLI,WETH,2021-05-05 06:41:52,3000,9259490358689726632310,2658418986.862636210186289433221187,236971.863249975406813959,1481.35355026640740832,4369044.856255254845143371999057205,65399,3366.0,3688.0,58345.0
44,0x298b7c5e0770d151e4c5cf6cca4dae3a3ffc8e27,MIM,USDC,2021-06-15 09:14:42,500,51402373336259314418,1177241334.421971,362612.815587455988979599,389527.217551,751391.3688487819959075350356635121,15090,281.0,295.0,14514.0
45,0xef9a9283440b2d7efb9c7dcc17e94e234d5ccccd,sILV2,WETH,2022-03-04 11:56:34,10000,324602222529093442749,121755361.3951152664765527370180605,7064.729980694540520623,288.949089876975607352,708768.0601311412947503178646630057,22281,378.0,409.0,21494.0
46,0x4c83a7f819a5c37d64b4c5a2f8238ea082fa1f4e,WETH,CRV,2021-05-05 22:00:30,10000,185670517147643487387641,685714480.494923429067108257512121,1908.12034513701750577,2761369.383360242137394703,5660547.391038936754579941741265703,27899,1765.0,2807.0,23327.0
47,0xb65fc555b0e970b16329a48e45cfa14fce9a36a4,DAI,PAX,2021-11-13 07:18:43,100,2804670110910221246447266,236638620.9233079628621389698177703,12232.883272791790885991,11909.450301675007749034,24145.19882109543072779863175768461,1961,4.0,5.0,1952.0
48,0x4e0924d3a751be199c426d52fb1f2337fa96f736,LUSD,USDC,2021-05-09 11:29:59,500,466580308138427282025,537237450.8166647732070729308781638,1332151.282093619573973564,6163786.632657,7528567.182795622015844757464956913,9363,185.0,205.0,8973.0
49,0x29f0096512b4af1d689c1a11a867a6e707a8dcde,FUN,WETH,2022-05-05 12:20:50,100,26790765246562297171,121252493.2572114316203352863762205,208434396.72182797,1597.603368814975164113,3798945.132665675218449811867397022,10913,6.0,4.0,10903.0
