,token,total_tvl
0,{'symbol': 'WETH'},484695923.4748393
1,{'symbol': 'USDC'},63061012.82249752
2,{'symbol': 'YFI'},46339729.412386574
3,{'symbol': 'DAI'},48412721.60195736
4,{'symbol': 'LINK'},39579061.83902039
5,{'symbol': 'DIA'},1178011.9221708565
6,{'symbol': 'SNX'},27454102.6387098
7,{'symbol': 'BZRX'},3017783.767369696
8,{'symbol': 'LEND'},35821275.02789384
9,{'symbol': 'COMP'},20839189.608490825
10,{'symbol': 'TRADE'},1538102.9611807007
11,{'symbol': 'MTA'},6544423.444528974
12,{'symbol': 'wNXM'},1922985.796240072
13,{'symbol': 'UMA'},14970214.333612613
14,{'symbol': 'REN'},2372369.6148986025
15,{'symbol': 'ANT'},4171900.406862966
16,{'symbol': 'YFII'},857688.1379328334
17,{'symbol': 'STAKE'},2020230.1954839465
18,{'symbol': 'XRT'},856249.0015681525
19,{'symbol': 'BAND'},13942190.91621716
20,{'symbol': 'sUSD'},23080165.23410073
21,{'symbol': 'RSR'},1409482.293723144
22,{'symbol': 'WBTC'},3509835.0088040917
23,{'symbol': 'XOR'},1718791.8695768958
24,{'symbol': 'TRB'},586429.0649078768
25,{'symbol': 'LID'},2009004.0184219887
26,{'symbol': 'AKRO'},831032.6200568153
27,{'symbol': 'TEND'},655126.8981526556
28,{'symbol': 'STA'},782643.7803185666
29,{'symbol': 'RING'},935138.8008289533
30,{'symbol': 'DEXT'},564227.8298541236
31,{'symbol': 'DEC'},813049.8649244326
32,{'symbol': 'MKR'},1281880.9422649052
33,{'symbol': 'DOS'},532527.5060585431
34,{'symbol': 'LRC'},5809458.9953623535
35,{'symbol': 'ALEPH'},1950709.000511072
36,{'symbol': 'UBT'},927049.2473549667
37,{'symbol': 'MINI'},815167.686157557
38,{'symbol': 'DF'},2154636.194393979
39,{'symbol': 'KTON'},575841.3491240029
40,{'symbol': 'HEX'},4028091.8656561696
41,{'symbol': 'BAT'},1535581.5776823915
42,{'symbol': 'USDT'},58418775.5360173
43,{'symbol': 'AMPL'},34475716.100153446
44,{'symbol': 'SWAP'},3136541.0011698487
45,{'symbol': 'RMPL'},1662848.783061688
46,{'symbol': 'XAMP'},795375.6804789308
47,{'symbol': 'DMG'},2170386.196735698
48,{'symbol': 'HEX2T'},866229.6309513218
49,{'symbol': 'KNC'},1008403.7904358364
