,token,total_tvl
0,{'symbol': 'WETH'},1556159439.1218836
1,{'symbol': 'USDC'},346293680.198912
2,{'symbol': 'SHIB'},5195988.123771096
3,{'symbol': 'ELON'},9620447.011978809
4,{'symbol': 'SAITAMA'},9772740.61780851
5,{'symbol': 'FEI'},268070804.5323361
6,{'symbol': 'GRO'},18724407.14474557
7,{'symbol': 'KUMA'},6191739.000961141
8,{'symbol': 'FLOKI'},8961138.160552166
9,{'symbol': 'HEX'},34502122.43020834
10,{'symbol': 'DAI'},82377453.19307475
11,{'symbol': 'STARL'},9456911.206198905
12,{'symbol': 'SAND'},30872063.859614383
13,{'symbol': 'KOKO'},5680155.783422318
14,{'symbol': 'KISHU'},3566035.16449453
15,{'symbol': 'STRONG'},11365373.779749153
16,{'symbol': 'AKITA'},4807624.493793272
17,{'symbol': 'WBTC'},169719610.90579423
18,{'symbol': 'UFO'},11387780.468870668
19,{'symbol': 'Mononoke-Inu'},272419.0843516144
20,{'symbol': 'BOND'},27085783.747108836
21,{'symbol': 'UNI'},102877368.00554033
22,{'symbol': 'LEASH'},1146313.7906165423
23,{'symbol': 'WOO'},14295012.312554166
24,{'symbol': 'TOKE'},87394421.71120307
25,{'symbol': '⚗️'},47085378.037532255
26,{'symbol': 'MANA'},3687696.080611421
27,{'symbol': 'KEEP'},11248043.494739756
28,{'symbol': 'LINK'},65557457.62827253
29,{'symbol': 'KLEE'},1082701.0774242824
30,{'symbol': 'WILD'},2055506.8590579024
31,{'symbol': 'AAVE'},34739912.7343718
32,{'symbol': 'EJS'},648103.1386094253
33,{'symbol': 'BOOST'},7237395.3540661745
34,{'symbol': 'MATIC'},4328559.698509664
35,{'symbol': 'DERC'},6408327.790069287
36,{'symbol': 'PYR'},1561842.0817326852
37,{'symbol': 'POLS'},11413010.46037831
38,{'symbol': 'FEG'},5551058.922450818
39,{'symbol': 'CELL'},4559656.245649357
40,{'symbol': 'FLX'},28613012.513092987
41,{'symbol': 'USDT'},251705366.4386469
42,{'symbol': 'SUPER'},19868195.301074255
43,{'symbol': 'ICE'},4658409.840320535
44,{'symbol': 'AMPL'},8538700.764089806
45,{'symbol': 'DPX'},6300724.553368509
46,{'symbol': 'SMI'},1045902.6490887224
47,{'symbol': 'CRV'},5994451.256924797
48,{'symbol': 'NTVRK'},1770471.556053033
