,token,total_tvl
0,{'symbol': 'USDC'},325470286.46936136
1,{'symbol': 'WETH'},1441259476.5569668
2,{'symbol': 'FEI'},257100143.86177805
3,{'symbol': 'SAITAMA'},23191057.03785366
4,{'symbol': 'VADER'},10205519.23814814
5,{'symbol': 'DAI'},72018760.13682786
6,{'symbol': 'STRONG'},11743849.284180121
7,{'symbol': 'SAND'},53244671.64906776
8,{'symbol': 'TOKE'},142015971.93915984
9,{'symbol': 'HEX'},28635401.48766612
10,{'symbol': 'ELON'},31561647.79681806
11,{'symbol': 'FUSE'},4032547.562829002
12,{'symbol': 'LINK'},20518873.149459317
13,{'symbol': 'RBN'},5905684.386563078
14,{'symbol': 'SHINJA'},23281582.89825506
15,{'symbol': 'UFO'},18775060.81206589
16,{'symbol': 'AVG'},4024051.3001611214
17,{'symbol': 'XMON'},13527821.015188253
18,{'symbol': 'Metis'},2210752.8854830926
19,{'symbol': 'MC'},69978145.41264975
20,{'symbol': 'DEPO'},2585845.901150061
21,{'symbol': 'UNI'},49659135.90586271
22,{'symbol': 'STARL'},13384237.635523433
23,{'symbol': 'WBTC'},70660239.74878845
24,{'symbol': 'WOO'},13300106.157077003
25,{'symbol': 'REFI'},4872037.173276634
26,{'symbol': 'SHIB'},3749142.3103566887
27,{'symbol': 'FLX'},22134553.511195507
28,{'symbol': 'FTM'},1582505.4102804328
29,{'symbol': 'DG'},5096688.210299296
30,{'symbol': 'SIDUS'},944613.9115558979
31,{'symbol': 'WILD'},10422467.150779167
32,{'symbol': 'BOND'},20065965.61750712
33,{'symbol': 'IMPACTXP'},1984662.2990705937
34,{'symbol': 'MUTE'},3483309.3074070443
35,{'symbol': 'KEEP'},14231770.422739208
36,{'symbol': 'ShibDoge'},3543609.298967599
37,{'symbol': 'VPAD'},4529809.759533751
38,{'symbol': 'PAXG'},19994350.44358344
39,{'symbol': 'USDT'},234423935.02736628
40,{'symbol': 'OCT'},2108841.755627497
41,{'symbol': 'SUPER'},26592389.509206574
42,{'symbol': 'MCC'},8684971.105262682
43,{'symbol': 'LUNA'},8921422.7028868
44,{'symbol': 'DPX'},2555670.0230562054
45,{'symbol': 'CRV'},3017784.232664913
46,{'symbol': 'AMPL'},7977832.710783642
47,{'symbol': 'SAITO'},2733289.2510901727
48,{'symbol': 'REEF'},1395811.3821485268
