,token,total_tvl
0,{'symbol': 'WETH'},1960889409.1051965
1,{'symbol': 'USDC'},438930894.97162884
2,{'symbol': 'SAITAMA'},31563695.422345527
3,{'symbol': 'SAND'},44015438.62668066
4,{'symbol': 'ELON'},41784897.70570516
5,{'symbol': 'SHIB'},12331697.728169877
6,{'symbol': 'FEI'},302879503.4156773
7,{'symbol': 'STARL'},26912907.927122973
8,{'symbol': 'UFO'},26467853.15893613
9,{'symbol': 'FLOKI'},20169476.547710788
10,{'symbol': 'DAI'},88719852.8551698
11,{'symbol': 'HEX'},29037309.350552008
12,{'symbol': 'STRONG'},13430059.020130036
13,{'symbol': 'MANA'},8622099.683116855
14,{'symbol': 'PYR'},3042232.533580168
15,{'symbol': 'Mononoke-Inu'},2844060.9307716284
16,{'symbol': 'WAXE'},39888149.17052637
17,{'symbol': 'Shiryo-Inu'},1578298.5823215356
18,{'symbol': 'REQ'},5155767.192563532
19,{'symbol': 'WOO'},20168107.67710282
20,{'symbol': 'POLC'},4587426.542240197
21,{'symbol': 'WILD'},4068895.194987
22,{'symbol': 'eXRD'},10820134.210061071
23,{'symbol': 'AUDIO'},10752313.41897592
24,{'symbol': 'WBTC'},194089760.9794661
25,{'symbol': 'TOKE'},182290003.17966497
26,{'symbol': 'KISHU'},7779491.8501653215
27,{'symbol': 'DAO'},7512112.92656292
28,{'symbol': 'BOND'},28931768.273450613
29,{'symbol': 'LINK'},78163622.01314914
30,{'symbol': 'EPIK'},1951112.6677477555
31,{'symbol': 'DERC'},6293761.3142930195
32,{'symbol': 'UNI'},102155136.50060163
33,{'symbol': 'PBR'},4859206.497649178
34,{'symbol': 'KYL'},4144635.1588776647
35,{'symbol': 'DYP'},2843553.534159617
36,{'symbol': 'KUMA'},10670549.597679898
37,{'symbol': 'KIBA'},2165921.0066535245
38,{'symbol': '⚗️'},35256765.84703516
39,{'symbol': 'KEEP'},14544201.782889478
40,{'symbol': 'GRO'},7186104.337799593
41,{'symbol': 'USDT'},283790355.7231809
42,{'symbol': 'SUPER'},42943568.9313678
43,{'symbol': 'ICE'},8374473.589671338
44,{'symbol': 'AMPL'},14605566.644018512
45,{'symbol': 'BEZOGE'},4049110.7256328
46,{'symbol': 'AMP'},7749999.075646412
47,{'symbol': 'NTVRK'},3771566.2463069167
48,{'symbol': 'VEMP'},13494270.580058604
