,token,total_tvl
0,{'symbol': 'USDC'},341034289.4373227
1,{'symbol': 'WETH'},1461815988.2404172
2,{'symbol': 'FEI'},261694429.8746876
3,{'symbol': 'SAITAMA'},22610946.51242844
4,{'symbol': 'VADER'},12208081.11510126
5,{'symbol': 'DAI'},29140876.30269352
6,{'symbol': 'STRONG'},11892514.237515317
7,{'symbol': 'SAND'},54582761.387248494
8,{'symbol': 'TOKE'},159267365.7703676
9,{'symbol': 'HEX'},28924978.000335015
10,{'symbol': 'ELON'},32562767.30447697
11,{'symbol': 'FUSE'},4781073.694523148
12,{'symbol': 'LINK'},20507251.125590745
13,{'symbol': 'RBN'},6311081.732572797
14,{'symbol': 'SHINJA'},23823517.685822777
15,{'symbol': 'UFO'},17741878.306784324
16,{'symbol': 'AVG'},3754100.4319462
17,{'symbol': 'XMON'},13716077.837959655
18,{'symbol': 'Metis'},2892465.3026060583
19,{'symbol': 'MC'},74333473.56825866
20,{'symbol': 'DEPO'},3324841.9409730197
21,{'symbol': 'UNI'},53485157.02580037
22,{'symbol': 'STARL'},14660135.223065082
23,{'symbol': 'WBTC'},72106184.08600372
24,{'symbol': 'WOO'},12982630.536598228
25,{'symbol': 'REFI'},4586771.449130005
26,{'symbol': 'SHIB'},4013570.4074233985
27,{'symbol': 'FLX'},21651646.26721315
28,{'symbol': 'FTM'},1896386.9048175227
29,{'symbol': 'DG'},5692032.721613071
30,{'symbol': 'SIDUS'},977041.1938308337
31,{'symbol': 'WILD'},12399609.240178185
32,{'symbol': 'BOND'},19186906.94760627
33,{'symbol': 'IMPACTXP'},1554673.433385234
34,{'symbol': 'MUTE'},3268891.6483606175
35,{'symbol': 'KEEP'},14248767.682816008
36,{'symbol': 'ShibDoge'},3706998.4175399607
37,{'symbol': 'VPAD'},4524385.439183352
38,{'symbol': 'PAXG'},20262819.48097389
39,{'symbol': 'USDT'},235459323.98304045
40,{'symbol': 'OCT'},2646497.237784815
41,{'symbol': 'SUPER'},28151865.478846736
42,{'symbol': 'MCC'},7193653.659716643
43,{'symbol': 'LUNA'},9864013.59194344
44,{'symbol': 'DPX'},2974306.0040449477
45,{'symbol': 'CRV'},3304552.6595028476
46,{'symbol': 'AMPL'},9044068.680313846
47,{'symbol': 'SAITO'},2976401.732780392
48,{'symbol': 'REEF'},1433686.1617910392
