,token,total_tvl
0,{'symbol': 'WETH'},1580969836.684435
1,{'symbol': 'USDC'},352280553.99967587
2,{'symbol': 'SHIB'},5059921.115376256
3,{'symbol': 'ELON'},13987321.748771856
4,{'symbol': 'SAITAMA'},10284843.833653744
5,{'symbol': 'FEI'},274788702.7446752
6,{'symbol': 'GRO'},21873687.437645447
7,{'symbol': 'KUMA'},10153112.375397937
8,{'symbol': 'FLOKI'},9776252.05115914
9,{'symbol': 'HEX'},32003416.473231062
10,{'symbol': 'DAI'},84580244.52308393
11,{'symbol': 'STARL'},10373404.733492242
12,{'symbol': 'SAND'},31456220.198272318
13,{'symbol': 'KOKO'},5910412.736911912
14,{'symbol': 'KISHU'},5437524.741133937
15,{'symbol': 'STRONG'},12130163.296492817
16,{'symbol': 'AKITA'},6542474.29516586
17,{'symbol': 'WBTC'},174083130.99027675
18,{'symbol': 'UFO'},12123388.791018529
19,{'symbol': 'Mononoke-Inu'},700051.9233016145
20,{'symbol': 'BOND'},26004459.233164288
21,{'symbol': 'UNI'},107627389.56169733
22,{'symbol': 'LEASH'},1285309.173001362
23,{'symbol': 'WOO'},13861716.19006658
24,{'symbol': 'TOKE'},100175508.96967752
25,{'symbol': '⚗️'},45138098.25386989
26,{'symbol': 'MANA'},3653425.165508581
27,{'symbol': 'KEEP'},11224189.96952038
28,{'symbol': 'LINK'},65959933.51045308
29,{'symbol': 'KLEE'},1116342.3955366928
30,{'symbol': 'WILD'},1910350.4215432676
31,{'symbol': 'AAVE'},34607564.03510363
32,{'symbol': 'EJS'},610933.9325791735
33,{'symbol': 'BOOST'},8320577.379271635
34,{'symbol': 'MATIC'},4113116.9431316503
35,{'symbol': 'DERC'},6285736.5308828605
36,{'symbol': 'PYR'},1801959.7885723417
37,{'symbol': 'POLS'},11122526.236190224
38,{'symbol': 'FEG'},8397534.29995661
39,{'symbol': 'CELL'},3526414.191442959
40,{'symbol': 'FLX'},30287254.24613494
41,{'symbol': 'USDT'},222651033.95975113
42,{'symbol': 'SUPER'},21476536.642592825
43,{'symbol': 'ICE'},4021566.360968388
44,{'symbol': 'AMPL'},8747961.977792706
45,{'symbol': 'DPX'},3446270.254908865
46,{'symbol': 'SMI'},1368571.9845033844
47,{'symbol': 'CRV'},5921333.582538532
48,{'symbol': 'NTVRK'},2160665.596387178
