,token,total_tvl
0,{'symbol': 'USDC'},333124887.89911383
1,{'symbol': 'WETH'},887955577.3486917
2,{'symbol': 'APE'},8972412.609521203
3,{'symbol': 'ELON'},27637549.280642137
4,{'symbol': 'QOM'},7914695.3294804515
5,{'symbol': 'SAITAMA'},10545688.839618996
6,{'symbol': 'XMON'},14092249.598760266
7,{'symbol': 'DAI'},23322131.78781712
8,{'symbol': 'STRONG'},2735864.7334475494
9,{'symbol': 'SHIB'},6943764.1661370015
10,{'symbol': 'X2Y2'},6570343.904551268
11,{'symbol': 'UNI'},34177042.097027265
12,{'symbol': 'STARL'},9246045.784877334
13,{'symbol': 'PAXG'},29137760.25767237
14,{'symbol': 'HEX'},2199251.510720956
15,{'symbol': 'ALI'},3905410.4466090887
16,{'symbol': 'MOOV'},532731.2181362231
17,{'symbol': 'AUDIO'},6394120.431024559
18,{'symbol': 'MC'},51346096.914215006
19,{'symbol': 'BOND'},11865175.923635593
20,{'symbol': 'KUMA'},5806551.9764074525
21,{'symbol': 'SAND'},8006479.064473522
22,{'symbol': 'MPL'},2946727.334945508
23,{'symbol': 'WOO'},7588878.414878179
24,{'symbol': 'TOKE'},38341357.24935413
25,{'symbol': 'KIBA'},2655800.8308865647
26,{'symbol': 'VADER'},5297578.981823115
27,{'symbol': 'UFO'},12059908.917362608
28,{'symbol': '10SET'},8841576.68740053
29,{'symbol': 'HIGH'},9219603.512055248
30,{'symbol': 'RAD'},5814689.87469465
31,{'symbol': 'MRI'},1784160.481071632
32,{'symbol': 'WILD'},8047966.2590829395
33,{'symbol': 'DEFIT'},859607.8140852815
34,{'symbol': 'FXS'},591499.4578101971
35,{'symbol': 'RBN'},3190936.1653233394
36,{'symbol': 'F9'},1398429.4287926669
37,{'symbol': 'WBTC'},30714873.26308459
38,{'symbol': '$AKC'},2260447.458410132
39,{'symbol': 'DOP'},1826055.786645528
40,{'symbol': 'SHINJA'},14222211.504713336
41,{'symbol': 'CULT'},9166071.869200755
42,{'symbol': 'USDT'},174237015.19910088
43,{'symbol': 'FOX'},26426062.28523569
44,{'symbol': 'LOOKS'},854958.2149064636
45,{'symbol': 'VEMP'},5989977.353363257
46,{'symbol': 'SUPER'},18478242.602350123
47,{'symbol': 'WRLD'},83831.67008555129
48,{'symbol': 'FLOKI'},5372429.674434067
49,{'symbol': 'ARC'},1940910.8455868096
