,token,total_tvl
0,{'symbol': 'WETH'},1994384616.950444
1,{'symbol': 'USDC'},419496592.7280782
2,{'symbol': 'SAITAMA'},30888087.119188208
3,{'symbol': 'SAND'},69198457.03932874
4,{'symbol': 'ELON'},41026430.565655194
5,{'symbol': 'SHIB'},11381764.409959223
6,{'symbol': 'FEI'},299513346.57308406
7,{'symbol': 'STARL'},25984163.192435984
8,{'symbol': 'UFO'},34925305.33477245
9,{'symbol': 'FLOKI'},16934233.19101175
10,{'symbol': 'DAI'},87562259.96520834
11,{'symbol': 'HEX'},25463728.941657852
12,{'symbol': 'STRONG'},12284762.020949284
13,{'symbol': 'MANA'},10825710.509055816
14,{'symbol': 'PYR'},4744339.591555131
15,{'symbol': 'Mononoke-Inu'},1770876.9547474547
16,{'symbol': 'WAXE'},41876036.97383814
17,{'symbol': 'Shiryo-Inu'},1356101.5373125304
18,{'symbol': 'REQ'},7971561.794802973
19,{'symbol': 'WOO'},14578608.220273884
20,{'symbol': 'POLC'},5722139.34360018
21,{'symbol': 'WILD'},5572454.492705961
22,{'symbol': 'eXRD'},6980822.603851739
23,{'symbol': 'AUDIO'},10851350.06550964
24,{'symbol': 'WBTC'},178442397.27700725
25,{'symbol': 'TOKE'},200446921.82859737
26,{'symbol': 'KISHU'},6542619.444566012
27,{'symbol': 'DAO'},4205525.539319553
28,{'symbol': 'BOND'},24490021.91564461
29,{'symbol': 'LINK'},67752005.13677634
30,{'symbol': 'EPIK'},2329394.801601735
31,{'symbol': 'DERC'},7529193.08153248
32,{'symbol': 'UNI'},91665401.949746
33,{'symbol': 'PBR'},4273421.826693628
34,{'symbol': 'KYL'},3703850.7427260047
35,{'symbol': 'DYP'},2487489.262766741
36,{'symbol': 'KUMA'},9316115.651602674
37,{'symbol': 'KIBA'},3522274.5295260684
38,{'symbol': '⚗️'},28909816.103120793
39,{'symbol': 'KEEP'},15576998.767051544
40,{'symbol': 'GRO'},6416818.825727939
41,{'symbol': 'USDT'},346711505.7200749
42,{'symbol': 'SUPER'},44886222.851263806
43,{'symbol': 'ICE'},6648628.199511252
44,{'symbol': 'AMPL'},14964121.935047096
45,{'symbol': 'BEZOGE'},6183364.356253455
46,{'symbol': 'AMP'},8253629.308501146
47,{'symbol': 'NTVRK'},4265367.311637399
48,{'symbol': 'VEMP'},14886005.18828552
