,token,total_tvl
0,{'symbol': 'USDC'},411890842.35401976
1,{'symbol': 'WETH'},1995641124.0730982
2,{'symbol': 'FEI'},361229243.63134205
3,{'symbol': 'STARL'},4840638.536694068
4,{'symbol': 'DAI'},86756658.6348889
5,{'symbol': 'WISE'},298149501.715625
6,{'symbol': 'KOKO'},8012226.67017301
7,{'symbol': 'SAND'},26516669.971643433
8,{'symbol': 'UFO'},4562856.687779502
9,{'symbol': 'HEX'},16923363.91863462
10,{'symbol': 'UNI'},114319716.51916982
11,{'symbol': 'AUDIO'},5964321.185469122
12,{'symbol': 'WBTC'},140937354.6410524
13,{'symbol': 'BFC'},4443651.095896706
14,{'symbol': 'STRONG'},4868147.210448524
15,{'symbol': 'SHIB'},5077546.114749824
16,{'symbol': 'LINK'},56881167.421377555
17,{'symbol': 'BOND'},27484479.715964086
18,{'symbol': 'TORN'},13133752.698469557
19,{'symbol': 'ERN'},8327393.310044049
20,{'symbol': 'CARDS'},20763761.80101257
21,{'symbol': 'ALBT'},4552266.716780279
22,{'symbol': 'REQ'},2132886.665388748
23,{'symbol': 'WILD'},1307422.9303640255
24,{'symbol': 'SAITAMA'},2708037.869512868
25,{'symbol': 'PAID'},1152697.782026888
26,{'symbol': 'CGG'},1486340.7726929057
27,{'symbol': 'GERO'},3390192.7658564677
28,{'symbol': 'FARM'},970070.8912836696
29,{'symbol': 'RAI'},51479605.93420578
30,{'symbol': 'RAD'},8780006.953646056
31,{'symbol': 'FRAX'},33216165.36463033
32,{'symbol': 'WOO'},9819659.875181535
33,{'symbol': 'DPI'},49473429.49286873
34,{'symbol': 'ETH2x-FLI'},9377710.584476814
35,{'symbol': 'eRSDL'},3728321.432373041
36,{'symbol': 'PERP'},9495658.792290231
37,{'symbol': 'POLS'},13075391.251646226
38,{'symbol': 'USDT'},322371985.6628918
39,{'symbol': 'SUPER'},18828474.077750664
40,{'symbol': 'AMP'},6071854.425326368
41,{'symbol': 'LUNA'},3353559.814003057
42,{'symbol': 'DEXT'},3805583.566708868
43,{'symbol': 'PUSH'},3978616.4409274342
44,{'symbol': 'AMPL'},9799096.874119824
45,{'symbol': 'RLY'},19038189.052248742
46,{'symbol': 'DPX'},5423155.844911861
47,{'symbol': 'NTVRK'},783765.0091264825
48,{'symbol': 'C3'},5179941.088579413
