,token,total_tvl
0,{'symbol': 'WETH'},1658112410.4851444
1,{'symbol': 'USDC'},296918436.76531297
2,{'symbol': 'FEI'},446145122.3178229
3,{'symbol': 'FNK'},69241859.3158306
4,{'symbol': 'DAI'},76963560.32459475
5,{'symbol': 'eMax'},3550245.8701720447
6,{'symbol': 'SHIB'},6108253.950801679
7,{'symbol': 'JEJUDOGE'},1567520.6763185426
8,{'symbol': 'LEASH'},7382112.810583584
9,{'symbol': 'WBTC'},135238973.05666912
10,{'symbol': 'TEND'},13592.15633606483
11,{'symbol': 'WOO'},11634906.38576333
12,{'symbol': 'HEX'},15752895.192016441
13,{'symbol': 'KISHU'},3001988.3982979488
14,{'symbol': 'CARDS'},17533030.689636923
15,{'symbol': 'LINK'},47091723.36556731
16,{'symbol': 'UNI'},91454529.5145344
17,{'symbol': 'BOND'},31054932.91575021
18,{'symbol': 'KEEP'},8017018.486644291
19,{'symbol': 'FOXX'},482494.71630128875
20,{'symbol': 'KOKO'},1779639.6671714787
21,{'symbol': 'TORN'},13959351.179547377
22,{'symbol': 'ERN'},5994719.081888696
23,{'symbol': 'WDOGE'},43222961.48999218
24,{'symbol': 'MATIC'},7314287.496251782
25,{'symbol': 'DPI'},36417379.95071404
26,{'symbol': 'FEG'},5380663.364335079
27,{'symbol': 'ETH2x-FLI'},6285925.668416264
28,{'symbol': 'FRAX'},29601534.737767655
29,{'symbol': 'AAVE'},26592478.78733555
30,{'symbol': '10SET'},7629838.230698472
31,{'symbol': 'AKITA'},3190032.364135431
32,{'symbol': 'eRSDL'},3298080.9193569734
33,{'symbol': 'MKR'},34091078.02514143
34,{'symbol': 'SAND'},12904861.186275767
35,{'symbol': '⚗️'},23059910.626210347
36,{'symbol': 'RAI'},31139120.298546206
37,{'symbol': 'PAID'},2333875.8862660774
38,{'symbol': 'xFUND'},2333413.5684023993
39,{'symbol': 'ELON'},5146670.212584371
40,{'symbol': 'CELL'},3380253.8935909355
41,{'symbol': 'USDT'},393095124.6629131
42,{'symbol': 'AMP'},5832683.576379603
43,{'symbol': 'TRU'},2121097.555861096
44,{'symbol': 'RLY'},16699529.119682014
45,{'symbol': 'CRV'},2802542.731376964
46,{'symbol': 'GTC'},1097244.8152313165
47,{'symbol': 'SUPER'},8760979.759859076
48,{'symbol': 'VISR'},2329173.382074032
