,token,total_tvl
0,{'symbol': 'USDC'},375325031.53343177
1,{'symbol': 'WETH'},1891292470.712968
2,{'symbol': 'FEI'},310109803.0481995
3,{'symbol': 'STARL'},9920289.730412861
4,{'symbol': 'DAI'},82461954.44103217
5,{'symbol': 'WISE'},331420767.74406224
6,{'symbol': 'KOKO'},6962887.763456848
7,{'symbol': 'SAND'},35177838.943610854
8,{'symbol': 'UFO'},8982336.474128747
9,{'symbol': 'HEX'},25569909.203872375
10,{'symbol': 'UNI'},114659921.81584734
11,{'symbol': 'AUDIO'},9187899.940254953
12,{'symbol': 'WBTC'},153301341.32208568
13,{'symbol': 'BFC'},3502136.158764594
14,{'symbol': 'STRONG'},8271574.192341463
15,{'symbol': 'SHIB'},4776683.518785912
16,{'symbol': 'LINK'},64018858.49835025
17,{'symbol': 'BOND'},29457684.75431828
18,{'symbol': 'TORN'},15887276.60582315
19,{'symbol': 'ERN'},10894912.408008136
20,{'symbol': 'CARDS'},26123649.8509009
21,{'symbol': 'ALBT'},5685435.771542261
22,{'symbol': 'REQ'},4458771.813201823
23,{'symbol': 'WILD'},3115501.255203644
24,{'symbol': 'SAITAMA'},2132741.542146625
25,{'symbol': 'PAID'},1850738.4098063249
26,{'symbol': 'CGG'},2822149.5344884987
27,{'symbol': 'GERO'},4325111.106879014
28,{'symbol': 'FARM'},2521542.303094089
29,{'symbol': 'RAI'},41443516.8168665
30,{'symbol': 'RAD'},10573881.411195358
31,{'symbol': 'FRAX'},2465428.03093028
32,{'symbol': 'WOO'},9621683.658843376
33,{'symbol': 'DPI'},19211250.498582173
34,{'symbol': 'ETH2x-FLI'},11126974.067455068
35,{'symbol': 'eRSDL'},4272645.00703112
36,{'symbol': 'PERP'},11990294.124214884
37,{'symbol': 'POLS'},15241190.401879024
38,{'symbol': 'USDT'},260136169.07794195
39,{'symbol': 'SUPER'},22335483.299363542
40,{'symbol': 'AMP'},6275063.641300852
41,{'symbol': 'LUNA'},5756670.237581637
42,{'symbol': 'DEXT'},6649326.391799778
43,{'symbol': 'PUSH'},12676689.129658772
44,{'symbol': 'AMPL'},9383961.47360514
45,{'symbol': 'RLY'},27788561.414656375
46,{'symbol': 'DPX'},8610709.55917098
47,{'symbol': 'NTVRK'},1788164.9650584664
48,{'symbol': 'C3'},7921955.094531568
