,token,total_tvl
0,{'symbol': 'USDC'},271969710.7208233
1,{'symbol': 'WETH'},963844844.9647615
2,{'symbol': 'APE'},4625948.349002905
3,{'symbol': 'ELON'},28102657.72996941
4,{'symbol': 'QOM'},7734012.528890139
5,{'symbol': 'SAITAMA'},13963596.890179396
6,{'symbol': 'XMON'},16764033.189927764
7,{'symbol': 'DAI'},26958506.745836694
8,{'symbol': 'STRONG'},3544458.588018153
9,{'symbol': 'SHIB'},5169633.489385918
10,{'symbol': 'X2Y2'},6799707.327016309
11,{'symbol': 'UNI'},38954934.02784635
12,{'symbol': 'STARL'},11367925.648302276
13,{'symbol': 'PAXG'},30056456.48250624
14,{'symbol': 'HEX'},2315779.467482892
15,{'symbol': 'ALI'},4021288.4624665673
16,{'symbol': 'MOOV'},583485.467097813
17,{'symbol': 'AUDIO'},6913366.073825044
18,{'symbol': 'MC'},58495592.75105796
19,{'symbol': 'BOND'},13208920.262449335
20,{'symbol': 'KUMA'},7241827.707435229
21,{'symbol': 'SAND'},9706814.305784687
22,{'symbol': 'MPL'},3500827.6320316726
23,{'symbol': 'WOO'},8612247.092460584
24,{'symbol': 'TOKE'},123461624.5020803
25,{'symbol': 'KIBA'},4077325.460315424
26,{'symbol': 'VADER'},5149819.302368316
27,{'symbol': 'UFO'},14466802.177522086
28,{'symbol': '10SET'},12153903.7670275
29,{'symbol': 'HIGH'},9299060.38975885
30,{'symbol': 'RAD'},6003089.994559057
31,{'symbol': 'MRI'},2765502.5900185388
32,{'symbol': 'WILD'},9658879.71158005
33,{'symbol': 'DEFIT'},779320.5460428961
34,{'symbol': 'FXS'},2790690.895830949
35,{'symbol': 'RBN'},3403164.4932224127
36,{'symbol': 'F9'},1755655.466887443
37,{'symbol': 'WBTC'},33862792.7789556
38,{'symbol': '$AKC'},3072468.3500482766
39,{'symbol': 'DOP'},2520472.283014748
40,{'symbol': 'SHINJA'},18719858.649718925
41,{'symbol': 'CULT'},11390826.676511627
42,{'symbol': 'USDT'},184034157.0539775
43,{'symbol': 'FOX'},28005221.199305
44,{'symbol': 'LOOKS'},806402.3673996073
45,{'symbol': 'VEMP'},7427838.645252882
46,{'symbol': 'SUPER'},22078737.64357804
47,{'symbol': 'WRLD'},67474.20193192048
48,{'symbol': 'FLOKI'},6132637.42597372
49,{'symbol': 'ARC'},2670807.7317166026
