,token,total_tvl
0,{'symbol': 'WETH'},1715899179.38112
1,{'symbol': 'USDC'},402576324.1987467
2,{'symbol': 'DAI'},313365871.9915256
3,{'symbol': 'SUSHI'},832878.6008780394
4,{'symbol': 'YFI'},15162216.138846636
5,{'symbol': 'WBTC'},468425815.36376816
6,{'symbol': 'LINK'},10815879.052720048
7,{'symbol': 'CREAM'},1975659.9352689723
8,{'symbol': 'sUSD'},12691810.134072848
9,{'symbol': 'LEND'},6306842.806024512
10,{'symbol': 'YFV'},1055197.921176971
11,{'symbol': 'COMP'},2498059.022098535
12,{'symbol': 'SNX'},3408688.5964446696
13,{'symbol': 'FARM'},5176984.534447627
14,{'symbol': 'YFL'},1681243.254256598
15,{'symbol': 'BAND'},515173.03240125393
16,{'symbol': 'wNXM'},3449941.7882605246
17,{'symbol': 'STAKE'},2935402.32324034
18,{'symbol': 'YFBETA'},592719.7879783185
19,{'symbol': 'TRADE'},2210856.1250271257
20,{'symbol': 'CVP'},684651.5854777853
21,{'symbol': 'REN'},1638066.5284148543
22,{'symbol': 'MTA'},3964979.4551538015
23,{'symbol': 'DIA'},1020682.8447818244
24,{'symbol': 'OM'},900930.5166037073
25,{'symbol': 'LRC'},5095110.337236276
26,{'symbol': 'TEND'},219737.15730190295
27,{'symbol': 'BOOST'},1618046.5337125524
28,{'symbol': 'XOR'},1388263.5021811516
29,{'symbol': 'MKR'},1372680.6373681077
30,{'symbol': 'BOT'},1184461.752975784
31,{'symbol': 'RSR'},1299561.6879024948
32,{'symbol': 'CEL'},1503123.519505693
33,{'symbol': 'KIF'},856577.421642599
34,{'symbol': 'LAYER'},558721.0577949064
35,{'symbol': 'XRT'},584101.1367219089
36,{'symbol': 'YFFS'},319440.3224247938
37,{'symbol': 'KEEP'},1148946.0592198027
38,{'symbol': 'DISTX'},689470.3691111745
39,{'symbol': 'USDT'},446013291.4738862
40,{'symbol': 'AMPL'},18560363.649823487
41,{'symbol': 'CRV'},1687138.1070144237
42,{'symbol': 'MEME'},2594634.691053856
43,{'symbol': 'SWAP'},2488844.413032486
44,{'symbol': 'FSW'},1426171.8590271294
45,{'symbol': 'SHROOM'},47511.085695344686
46,{'symbol': 'HEX2T'},958436.5105489632
47,{'symbol': 'XAMP'},1172857.6202643258
48,{'symbol': 'KNC'},1475354.0645623992
