,token,total_tvl
0,{'symbol': 'USDC'},318967242.7769
1,{'symbol': 'BOND'},5522883.180944032
2,{'symbol': 'WETH'},289658510.1655671
3,{'symbol': 'XMON'},3064294.625620521
4,{'symbol': 'UNI'},17017307.27653163
5,{'symbol': 'DAI'},192354954.2308328
6,{'symbol': 'RAD'},3582845.9864539457
7,{'symbol': 'PAXG'},16870483.681164477
8,{'symbol': 'X2Y2'},4212306.250041862
9,{'symbol': 'MC'},19511798.57884892
10,{'symbol': 'ELON'},9773720.386396198
11,{'symbol': 'SNX'},1282753.9789752169
12,{'symbol': 'WOO'},2919701.330469101
13,{'symbol': 'WBTC'},12355576.352952458
14,{'symbol': 'SHIB'},1294922.328773043
15,{'symbol': 'ERN'},2358632.023354932
16,{'symbol': 'HIGH'},3432808.320971583
17,{'symbol': 'MPL'},1300124.9785838902
18,{'symbol': 'UFO'},3041257.607850817
19,{'symbol': 'HEX'},1348355.276873288
20,{'symbol': 'MUSE'},948224.9337481989
21,{'symbol': 'SAND'},2560913.814523014
22,{'symbol': 'stETH'},5079949.86131638
23,{'symbol': 'REQ'},1079633.727338225
24,{'symbol': 'PERP'},1404034.411148098
25,{'symbol': 'VOW'},465868.34823640494
26,{'symbol': 'Metis'},516897.5011204776
27,{'symbol': 'WILD'},2189149.9528407655
28,{'symbol': 'ALPHA'},1533798.8387225934
29,{'symbol': 'AUDIO'},2022766.169521184
30,{'symbol': 'DAO'},1545416.3673842913
31,{'symbol': 'PNT'},569452.4768906314
32,{'symbol': 'QOM'},2187821.4253031756
33,{'symbol': 'STARL'},3385928.1089614774
34,{'symbol': 'CVP'},940935.2995144181
35,{'symbol': 'USDI'},4023773.082323528
36,{'symbol': 'USDT'},41191224.09723907
37,{'symbol': 'TSUKA'},447051.998812016
38,{'symbol': 'CULT'},4206655.09784103
39,{'symbol': '$JOY'},803012.6077893712
40,{'symbol': 'CAW'},10557980.358879035
41,{'symbol': 'SUPER'},4907290.269657234
42,{'symbol': 'SAITAMA'},4726204.286662629
43,{'symbol': 'AMPL'},2527430.0485133175
44,{'symbol': 'CRV'},533578.4779800517
45,{'symbol': 'RLY'},3471023.495166781
46,{'symbol': 'MSI'},206851.6529319376
47,{'symbol': 'DEXT'},1818064.9103575607
