,token,total_tvl
0,{'symbol': 'USDC'},399276078.224335
1,{'symbol': 'WETH'},2055415382.3384852
2,{'symbol': 'MC'},96249743.88768256
3,{'symbol': 'FEI'},299211198.74143
4,{'symbol': 'SAITAMA'},26036337.56991724
5,{'symbol': 'VADER'},5088502.044420505
6,{'symbol': 'SHINJA'},18185245.14669087
7,{'symbol': 'HEX'},22148651.62390162
8,{'symbol': 'SAND'},63034752.43134598
9,{'symbol': 'DAI'},88052610.36255313
10,{'symbol': 'ELON'},35927334.64843557
11,{'symbol': 'UFO'},26159440.41827893
12,{'symbol': 'STRONG'},11442265.082961278
13,{'symbol': 'SHIB'},10037405.748144412
14,{'symbol': 'STARL'},21214682.970822703
15,{'symbol': 'FLOKI'},17138418.68434893
16,{'symbol': 'UNI'},84962317.93082613
17,{'symbol': 'TOKE'},176914652.70112476
18,{'symbol': 'FLX'},39965159.796471775
19,{'symbol': 'WBTC'},163353042.75885698
20,{'symbol': 'LINK'},64278393.815035924
21,{'symbol': 'GM'},17807097.699007258
22,{'symbol': 'BOND'},22066968.48705171
23,{'symbol': 'WOO'},13631563.300996725
24,{'symbol': 'Metis'},1478991.1778102429
25,{'symbol': 'MATIC'},5179457.733010876
26,{'symbol': 'REQ'},8129372.268958066
27,{'symbol': 'WILD'},4878633.727435141
28,{'symbol': 'RACA'},15430117.956611387
29,{'symbol': 'XMON'},5654839.144097196
30,{'symbol': 'AAVE'},29278802.48159239
31,{'symbol': 'WAXE'},39582328.82369476
32,{'symbol': 'GALA'},225100.23624939824
33,{'symbol': 'IMPACTXP'},971831.9314897992
34,{'symbol': 'DEPO'},1187586.396217984
35,{'symbol': 'GLCH'},2619601.0388491866
36,{'symbol': 'ACYC'},3474302.336741658
37,{'symbol': 'HIGH'},1519699.0570821683
38,{'symbol': 'SUSHI'},1815520.3360765737
39,{'symbol': 'MANA'},8481789.533369735
40,{'symbol': 'DERC'},6366730.406732068
41,{'symbol': 'POLC'},4002852.661407069
42,{'symbol': 'USDT'},348892776.49030924
43,{'symbol': 'SUPER'},40322058.910346285
44,{'symbol': 'LUNA'},13131339.303087348
45,{'symbol': 'ICE'},6945921.220943855
46,{'symbol': 'FOX'},40375567.98584245
47,{'symbol': 'NTVRK'},3621063.876381545
