,token,total_tvl
0,{'symbol': 'USDC'},336098412.64859396
1,{'symbol': 'WETH'},935288521.8060645
2,{'symbol': 'APE'},4382154.28941004
3,{'symbol': 'ELON'},25055582.33396945
4,{'symbol': 'QOM'},7358291.6691625165
5,{'symbol': 'SAITAMA'},11224419.0328733
6,{'symbol': 'XMON'},10600921.91404632
7,{'symbol': 'DAI'},24690158.79892284
8,{'symbol': 'STRONG'},2852037.308255648
9,{'symbol': 'SHIB'},7162831.492646225
10,{'symbol': 'X2Y2'},6344925.607109016
11,{'symbol': 'UNI'},35658801.582840994
12,{'symbol': 'STARL'},9777949.14420816
13,{'symbol': 'PAXG'},29819873.581867862
14,{'symbol': 'HEX'},2141228.861037727
15,{'symbol': 'ALI'},4067514.9099526904
16,{'symbol': 'MOOV'},533106.391415059
17,{'symbol': 'AUDIO'},6989784.182238744
18,{'symbol': 'MC'},53716401.912134774
19,{'symbol': 'BOND'},11958165.163142988
20,{'symbol': 'KUMA'},6208733.011500532
21,{'symbol': 'SAND'},8267739.6571260495
22,{'symbol': 'MPL'},2929140.4366823426
23,{'symbol': 'WOO'},8083904.755502141
24,{'symbol': 'TOKE'},73610216.32098414
25,{'symbol': 'KIBA'},2939374.5123970225
26,{'symbol': 'VADER'},4513501.850792286
27,{'symbol': 'UFO'},12617008.689279564
28,{'symbol': '10SET'},12152152.91427167
29,{'symbol': 'HIGH'},9287766.563807366
30,{'symbol': 'RAD'},5718067.644542831
31,{'symbol': 'MRI'},2125801.1712994114
32,{'symbol': 'WILD'},8356187.953253813
33,{'symbol': 'DEFIT'},747342.9150296344
34,{'symbol': 'FXS'},459750.8017751328
35,{'symbol': 'RBN'},3248030.636881758
36,{'symbol': 'F9'},1431191.3615100896
37,{'symbol': 'WBTC'},31294192.65690265
38,{'symbol': '$AKC'},2476829.068514568
39,{'symbol': 'DOP'},1949613.273949725
40,{'symbol': 'SHINJA'},15183979.852155888
41,{'symbol': 'CULT'},9778479.556976272
42,{'symbol': 'USDT'},174941973.184717
43,{'symbol': 'FOX'},26107776.258994386
44,{'symbol': 'LOOKS'},749861.3905822402
45,{'symbol': 'VEMP'},6008917.3733625375
46,{'symbol': 'SUPER'},19335316.394623086
47,{'symbol': 'WRLD'},72300.02654517538
48,{'symbol': 'FLOKI'},5477766.213002893
49,{'symbol': 'ARC'},2236735.371778759
