,token,total_tvl
0,{'symbol': 'USDC'},365074143.86399955
1,{'symbol': 'WETH'},1549184611.918182
2,{'symbol': 'FEI'},303019465.5856608
3,{'symbol': 'HEX'},31338149.859672938
4,{'symbol': 'DAI'},82218685.9912904
5,{'symbol': 'KOKO'},7414941.424118147
6,{'symbol': 'STRONG'},8557533.687022207
7,{'symbol': 'UNI'},104019042.1141532
8,{'symbol': 'SAITAMA'},3762722.133390916
9,{'symbol': 'LINK'},65777988.14850157
10,{'symbol': 'WBTC'},151902150.6054106
11,{'symbol': 'DERC'},4040494.106982768
12,{'symbol': 'STARL'},9186542.362824567
13,{'symbol': 'SHIB'},4369279.585704352
14,{'symbol': 'BOND'},28256038.739726357
15,{'symbol': 'SAND'},31569729.367166445
16,{'symbol': 'FLOKI'},4051343.789560476
17,{'symbol': 'CVP'},4925469.436920174
18,{'symbol': 'CARDS'},21885105.79351417
19,{'symbol': '⚗️'},19812310.076624326
20,{'symbol': 'UFO'},6994944.190410528
21,{'symbol': 'WOO'},9219970.120046167
22,{'symbol': 'TOKE'},53481108.49482955
23,{'symbol': 'MKR'},43571081.529690765
24,{'symbol': 'CELL'},5242092.724260857
25,{'symbol': 'ALBT'},6521788.841888075
26,{'symbol': 'AUDIO'},8501110.30179536
27,{'symbol': 'DBUY'},3126293.0344799627
28,{'symbol': 'RAI'},36329013.78470029
29,{'symbol': 'DXO'},771872.4965093501
30,{'symbol': 'TORN'},15757667.757155873
31,{'symbol': 'STAK'},3212123.247161348
32,{'symbol': 'eXRD'},7946987.392739853
33,{'symbol': 'LGCY'},4475417.553428664
34,{'symbol': 'PERP'},11954854.009770356
35,{'symbol': 'STAKE'},5039582.793603969
36,{'symbol': 'USDT'},288628002.7953833
37,{'symbol': 'VEMP'},6579089.196267222
38,{'symbol': 'SUPER'},20803948.131397046
39,{'symbol': 'DPX'},10108997.431003729
40,{'symbol': 'RLY'},30322418.96956396
41,{'symbol': 'COTI'},3522866.67124193
42,{'symbol': 'LUNA'},5352474.564137436
43,{'symbol': 'BEAN'},1283355.7445127133
44,{'symbol': 'ZCX'},4119733.465751607
45,{'symbol': 'CRV'},2841174.842469173
46,{'symbol': 'NTVRK'},1819160.0956608232
47,{'symbol': 'REEF'},1657175.5341273968
48,{'symbol': 'RGT'},3444861.761376353
