,token,total_tvl
0,{'symbol': 'USDC'},334166745.2343024
1,{'symbol': 'WETH'},1705471745.362138
2,{'symbol': 'MC'},90957144.42953436
3,{'symbol': 'FEI'},288887984.0234045
4,{'symbol': 'SAITAMA'},23811888.30254201
5,{'symbol': 'VADER'},4794778.698678494
6,{'symbol': 'SHINJA'},19747881.0872008
7,{'symbol': 'HEX'},22914834.471027452
8,{'symbol': 'SAND'},61080864.19360007
9,{'symbol': 'DAI'},85126960.62997912
10,{'symbol': 'ELON'},33728087.23190039
11,{'symbol': 'UFO'},23848267.65394173
12,{'symbol': 'STRONG'},10754190.436007459
13,{'symbol': 'SHIB'},5992767.615316183
14,{'symbol': 'STARL'},19012298.326768734
15,{'symbol': 'FLOKI'},15470855.01922248
16,{'symbol': 'UNI'},58240295.90417276
17,{'symbol': 'TOKE'},166992611.91121593
18,{'symbol': 'FLX'},36047309.43880233
19,{'symbol': 'WBTC'},85568366.10950339
20,{'symbol': 'LINK'},24456275.198845588
21,{'symbol': 'GM'},16224966.954012096
22,{'symbol': 'BOND'},21260391.78462232
23,{'symbol': 'WOO'},12844349.753552413
24,{'symbol': 'Metis'},1294773.7127647707
25,{'symbol': 'MATIC'},4685712.256451681
26,{'symbol': 'REQ'},7603481.016731385
27,{'symbol': 'WILD'},4485934.498346956
28,{'symbol': 'RACA'},15284777.538465561
29,{'symbol': 'XMON'},5178896.749819496
30,{'symbol': 'AAVE'},26984476.46014783
31,{'symbol': 'WAXE'},35483628.883890904
32,{'symbol': 'GALA'},220470.75640963513
33,{'symbol': 'IMPACTXP'},1024220.376494781
34,{'symbol': 'DEPO'},1077813.3145078083
35,{'symbol': 'GLCH'},2398967.52868157
36,{'symbol': 'ACYC'},3007665.183951445
37,{'symbol': 'HIGH'},1383482.4068633511
38,{'symbol': 'SUSHI'},1627747.2721970829
39,{'symbol': 'MANA'},7989932.513883569
40,{'symbol': 'DERC'},5964703.59361586
41,{'symbol': 'POLC'},3609077.867299881
42,{'symbol': 'USDT'},280156348.21499646
43,{'symbol': 'SUPER'},35441187.474770725
44,{'symbol': 'LUNA'},12104153.896368744
45,{'symbol': 'ICE'},5854564.85739655
46,{'symbol': 'FOX'},36088892.2198627
47,{'symbol': 'NTVRK'},3347017.8719212585
