,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,320903822.60679114,1.0,0.6144744955616082,18179677.732072204,8537125.98775945,9642551.744312754
1,USDT,80701507.26956695,1.0,0.25277140602577464,5668473.773841305,2761159.8486160673,2907313.925225237
2,DAI,117983060.13891026,1.0,0.07530337048019703,2668427.426184145,1196331.5429353565,1472095.8832487885
3,AUDIO,3017126.075281668,0.0,0.004855609044710586,87772.30052449192,52608.04280543199,35164.257719059926
4,POLS,2865875.636619059,0.0,0.0028361553250860106,50003.18697797164,30728.29368491129,19274.893293060355
5,UFO,4902378.527037619,0.0,0.006440112281769747,152621.44592979312,69775.32570506292,82846.12022473018
6,ASTO,15351814.939560832,0.0,0.0027155970796305623,138400.60853858152,33274.995639175475,105125.61289940604
7,RAI,4421284.562391383,0.0,0.0035370523787668856,85836.2153361679,38322.15510635578,47514.06022981212
8,ERN,3438128.606397268,0.0,0.005105938614014754,93818.44069370811,55320.23577157791,38498.20492213019
9,HIGH,5142658.49196793,0.0,0.005864646843825589,72484.88125860445,63540.451745143975,8944.429513460476
10,ETH2x-FLI,1113927.1208223775,0.0,0.0024540127675528674,52767.221357531074,26587.974347138013,26179.24701039306
11,XMON,3189612.8213777426,0.0,0.0029724718368925426,75521.47700592208,32205.21343322142,43316.26357270066
12,PERP,2265006.7120288634,0.0,0.004850895386947981,97913.41210092587,52556.97273223138,45356.4393686945
13,MPL,2177261.4972954136,0.0,0.014101558997151598,302504.8640339561,172790.47678149128,129714.3872524648
14,WBTC,20008407.538040955,0.0,0.011420553708023048,163951.3929852807,123735.86357573413,40215.529409546565
15,CAW,12329724.965810476,0.0,0.1520943681061125,3069547.582084095,1863656.2373098792,1205891.3447742162
16,CULT,5739488.636970329,0.0,0.051173609246555875,1025531.9150709156,554439.9067062283,471092.0083646874
17,TRU,779558.7277912962,0.0,0.04614199601986711,979952.3649012782,499924.94852639455,480027.4163748837
18,SUPER,7692571.462435902,0.0,0.030762443850356418,594211.6900326565,333295.3596505431,260916.33038211343
19,RLY,5460378.820148216,0.0,0.003148586593995287,84210.59993375337,34113.32683259423,50097.27310115914
20,AMPL,4139571.702003856,0.0,0.01910443526996824,400490.9164782816,206986.7938710861,193504.12260719555
21,CRV,1098260.7784617704,0.0,0.00443358567040561,103053.08921203103,48035.6351968511,55017.45401517993
22,SAND,3834672.4974724976,0.0,0.0053456010759344716,94093.101623191,57916.85608005619,36176.24554313481
23,XCAD,2003203.7279475704,0.0,0.0028964888444116756,49145.65888049469,35491.51469842892,13654.144182065773
24,WAXE,8635986.187229708,0.0,0.1720796815157277,3446616.623157043,1864395.4172929227,1582221.2058641205
25,PAXG,22350166.591088746,0.0,0.027284757131977717,564037.9907320442,295616.4011389124,268421.5895931318
26,UNI,21546200.38228487,0.0,0.032585252931911536,566048.4342082402,353044.56460209144,213003.8696061488
27,X2Y2,5571494.620423527,0.0,0.034373808978888615,718884.7966834195,372422.6554271306,346462.14125628886
28,ELON,15089743.758904314,0.0,0.012104875664207268,193241.79737047886,131150.14228560138,62091.65508487748
29,HEX,1876134.390255741,0.0,0.04222074366377663,938954.0617335055,472035.9635208434,466918.09821266204
30,QOM,3446132.53482182,0.0,0.04322127712367351,750968.544402613,468280.4517601303,282688.09264248266
31,stETH,3533011.1344505665,0.0,0.004064307645317348,87853.21805521802,44034.69649440075,43818.52156081727
32,BOND,6367614.391259803,0.0,0.007445592360675385,135469.78644157996,91232.9944640587,44236.79197752124
33,WETH,452355867.2376511,0.0,0.6949412687745463,33104490.80668237,16218692.224936496,16885798.581745874
34,SHIB,3046896.3614599374,0.0,0.028893408288295157,607460.7702151862,313045.31440423056,294415.4558109556
35,WOO,3660984.892674029,0.0,0.016937442914754,351941.50485528144,183508.53902551936,168432.9658297621
36,LINK,3139242.9525832087,0.0,0.005698451716766247,99076.10290467594,61739.81246840538,37336.29043627055
37,MC,28514398.983626563,0.0,0.0019650561694471544,53393.89034110838,21290.37946124746,32103.51087986092
38,RAD,3953597.715168968,0.0,0.004830942375794335,92440.33009722372,59194.932743679296,33245.39735354442
39,RBN,1436188.984008326,0.0,0.04331889360371243,894275.4406521659,469338.0764397774,424937.3642123885
40,STARL,4653808.6263368,0.0,0.0037062244494099773,55515.43317903364,40155.04804561955,15360.385133414087
41,REQ,1379242.2461275093,0.0,0.001571345597738112,33499.81445273264,17024.726601080863,16475.087851651777
42,DEXT,2416291.104995023,0.0,0.0022169081705959103,46679.153933030044,24019.06719847388,22660.08673455616
43,SNX,1426427.9134848877,,0.005693202497920826,105180.36620565635,61682.93986454238,43497.42634111396
44,HATI,1065548.572680217,,0.022902053533327995,476549.9338763447,280625.47907634266,195924.45480000204
45,MUSE,935453.3012336084,,3.4758197025891514e-05,1509.0506710686832,376.5873034957135,1132.4633675729697
46,BONE,53134.392183897566,,0.0012158473986082188,25577.873034720098,13173.08527146196,12404.78776325814
47,O,3526077.5912073324,,0.00533484944838547,898757.6001758304,533413.8512220512,365343.7489537792
