,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,333821137.322094,1.0,0.6883569628493313,34759532.69686564,17108382.70686826,17651149.98999738
1,USDT,43562369.86443733,1.0,0.11323055970929936,5044524.302726399,2486615.3289078977,2557908.9738185015
2,DAI,193429368.81867763,1.0,0.03319360226765676,1543587.2756994993,741914.1086034045,801673.1670960948
3,CRV,625951.7900744088,0.0,0.0018201461981894515,71948.35666596149,41251.4392927829,30696.91737317858
4,STARL,3806315.604453704,0.0,0.0028208701595351143,101607.82837845352,63931.65244343406,37676.175935019455
5,PERP,1587563.877448771,0.0,0.012540807476589928,577117.6483440197,284222.4206042491,292895.2277397706
6,Metis,607619.5951762844,0.0,0.00574303113964851,254580.02240387007,130158.94033645908,124421.082067411
7,WILD,2638749.353285869,0.0,0.0058517586980609635,193069.47308475518,132623.1205653679,60446.35251938731
8,AUDIO,2395811.8022163026,0.0,0.0028410476282207686,158936.96776304313,64388.95066782717,94548.01709521595
9,DAO,1578911.6235774532,0.0,0.002015129584716964,75883.91345284629,33310.46363672254,42573.44981612376
10,QOM,2566241.503955617,0.0,0.0024513304421957672,109965.0153882404,55556.47619041649,54408.53919782391
11,CVP,1100810.0023474242,0.0,0.020268327592639433,926419.1318939581,459357.4329829613,467061.6989109968
12,AMPL,2858747.643403781,0.0,0.0010100037164479728,32686.042829570608,22890.52771474261,9795.515114827997
13,WBTC,13318404.084768692,0.0,0.011050075408469449,465669.7264545455,250436.75906176065,215232.9673927849
14,stETH,6128732.143117221,0.0,0.006206036997709362,282166.19923966774,140652.41501722718,141513.7842224406
15,CULT,5131545.13544408,0.0,0.02129977526494829,932616.6464949757,482733.9623410187,449882.68415395694
16,CAW,10977040.21366557,0.0,0.04824733861073645,1525077.9285089294,797537.4043189979,727540.5241899317
17,SUPER,5734089.96877407,0.0,0.005565908459255301,227914.60332317633,126144.6663705088,101769.93695266754
18,SAITAMA,5241787.749003028,0.0,0.006076047783492635,281165.45193260047,137706.36475801794,143459.08717458256
19,RLY,3787129.8055161326,0.0,0.003295947279447402,134374.1899507852,74698.70785411734,59675.48209666784
20,REQ,1191270.341817367,0.0,0.0023100161403508675,102301.28059027638,52353.75634870542,49947.52424157095
21,SAND,2826340.7448272854,0.0,0.0058735626559355,231900.32621283177,133117.28122427524,98783.04498855652
22,BOND,8184092.658000021,0.0,0.5009039651586302,16402922.520334655,8280034.913610958,8122887.606723698
23,HEX,1450439.521994885,0.0,0.009659946690176563,359896.144426979,188767.41296257445,171128.73146440455
24,XMON,3836107.331905411,0.0,0.01505343968027823,772372.6012032684,341168.2279897439,431204.3732135245
25,UNI,19916299.25760024,0.0,0.0228552477673369,803445.2429654412,517986.888489315,285458.35447612626
26,RAD,3819570.552402896,0.0,0.008803514947456922,248860.08814308821,145523.72549966743,103336.3626434208
27,PAXG,18399472.030591883,0.0,0.02755529983705845,1288945.3183952225,624507.9541157461,664437.3642794763
28,X2Y2,5102563.559577305,0.0,0.016468984691726602,666576.4080075084,373249.8647088448,293326.5432986635
29,MC,23774299.62460141,0.0,0.007366813529035781,199318.13705439557,166960.02847274637,32358.108581649183
30,ELON,10882829.15480249,0.0,0.007869638037234377,324828.5176576707,178355.94529278512,146472.5723648856
31,WETH,328826872.9964377,0.0,0.5020634141601429,37522806.06472543,18784695.60674903,18738110.457976397
32,WOO,3361163.2746700174,0.0,0.004689923929165362,193077.19191001903,106291.52341948167,86785.66849053734
33,SHIB,1436877.4149539156,0.0,0.011679153080992696,525327.3266607394,264694.053033174,260633.27362756536
34,ERN,3005363.1348909014,0.0,0.026949132029140656,1139437.3891695244,610769.8848582136,528667.504311311
35,HIGH,4006878.82703802,0.0,0.01573109336037585,730753.1483828444,356526.4391454666,374226.70923737774
36,MPL,1518691.7225080808,0.0,0.004033545866791229,134497.5805797979,66675.25698684776,67822.32359295014
37,UFO,3652225.63596496,0.0,0.0033711023613389748,184177.78078715905,76402.00800730217,107775.7727798569
38,DEXT,2043832.5627382009,0.0,0.014634720704785144,701234.6883881012,331678.4625986619,369556.2257894393
39,SNX,1462660.356922265,,0.005398793294608143,229587.34145383936,122357.20079427947,107230.14065955988
40,MUSE,1359693.3115396963,,0.022169377347687827,1131475.90554385,502442.4547471177,629033.4507967323
41,VOW,484829.6490418455,,0.007907134645371294,342461.4560965239,179205.7611239442,163255.69497257975
42,ALPHA,2712401.6679056524,,0.0009081986269472565,133029.33694472123,20583.23697435456,112446.09997036667
43,PNT,676235.9910843337,,0.0006443753671462751,30245.146878311483,14603.99794590177,15641.148932409713
44,USDI,4393980.590815178,,0.003861150384376181,177881.02445192242,87508.36105354532,90372.6633983771
45,TSUKA,592948.9489053587,,0.019881109172906197,673411.8892838617,328638.4008176946,344773.48846616707
46,$JOY,1002846.8197451084,,0.03328304795473967,1512067.3336693344,754320.523015931,757746.8106534034
47,MSI,271172.0034234452,,0.00026509189561660075,38201.408014205364,6007.991143741482,32193.41687046388
