,day,symbol,deposit,borrow
2902,2021-03-28T00:00:00+00:00,WETH,626351759.400018,55418538.90245035
2903,2021-03-27T00:00:00+00:00,WETH,626244462.1252369,62792295.730426684
2904,2021-03-26T00:00:00+00:00,WETH,569459360.5858221,66610457.61920991
2905,2021-03-25T00:00:00+00:00,WETH,552462930.8506999,61541247.151559815
2906,2021-03-24T00:00:00+00:00,WETH,577063683.741303,105257171.39743738
2907,2021-03-23T00:00:00+00:00,WETH,571944847.1690907,100430353.49814093
2908,2021-03-22T00:00:00+00:00,WETH,595055170.1821773,72132553.26007566
2909,2021-03-21T00:00:00+00:00,WETH,603080289.2310662,82939911.42966013
2910,2021-03-20T00:00:00+00:00,WETH,596154385.1374893,102959296.52329698
2911,2021-03-19T00:00:00+00:00,WETH,575252376.7414675,123875154.2146549
2912,2021-03-18T00:00:00+00:00,WETH,587681041.8859041,130139507.16740277
2913,2021-03-17T00:00:00+00:00,WETH,583458403.3602695,129784740.56721209
2914,2021-03-16T00:00:00+00:00,WETH,580849768.8111674,130347327.64918421
2915,2021-03-15T00:00:00+00:00,WETH,594599009.7098216,134223667.7329541
2916,2021-03-14T00:00:00+00:00,WETH,547137054.379021,126112449.09039634
2917,2021-03-13T00:00:00+00:00,WETH,494859941.40950793,106963490.84304637
2918,2021-03-12T00:00:00+00:00,WETH,503876561.55133873,49332866.3661002
2919,2021-03-11T00:00:00+00:00,WETH,542680720.0997933,30040556.82942283
2920,2021-03-10T00:00:00+00:00,WETH,545666311.1241484,30375025.738685522
2921,2021-03-09T00:00:00+00:00,WETH,511207913.3900284,31925954.121466704
2922,2021-03-08T00:00:00+00:00,WETH,526378704.8659937,31568529.756360088
2923,2021-03-07T00:00:00+00:00,WETH,545861692.0713477,27301307.127325173
2924,2021-03-06T00:00:00+00:00,WETH,428788283.81665283,38694806.63709829
2925,2021-03-05T00:00:00+00:00,WETH,375988999.8056383,41122412.65858093
2926,2021-03-04T00:00:00+00:00,WETH,381250399.58498305,47778971.841509454
2927,2021-03-03T00:00:00+00:00,WETH,335105986.12255394,44453712.81713636
2928,2021-03-02T00:00:00+00:00,WETH,337363953.8222063,45647511.92039532
2929,2021-03-01T00:00:00+00:00,WETH,309183197.97081083,39394054.74238928
2930,2021-02-28T00:00:00+00:00,WETH,311498655.4452227,39910567.837506674
2931,2021-02-27T00:00:00+00:00,WETH,300610221.8266322,40204641.507735826
2932,2021-02-26T00:00:00+00:00,WETH,305802970.9598739,42685429.83866632
2933,2021-02-25T00:00:00+00:00,WETH,353520929.18850464,46194439.479040675
2934,2021-02-24T00:00:00+00:00,WETH,351378087.36467725,44827719.379531756
2935,2021-02-23T00:00:00+00:00,WETH,398324295.0942993,48032460.76726745
2936,2021-02-22T00:00:00+00:00,WETH,423366386.212263,59002074.248053975
2937,2021-02-21T00:00:00+00:00,WETH,410490438.592114,60775137.32140993
2938,2021-02-20T00:00:00+00:00,WETH,432463608.152732,52325451.57198479
2939,2021-02-19T00:00:00+00:00,WETH,403843032.936372,52909638.99394415
2940,2021-02-18T00:00:00+00:00,WETH,387663176.0818185,47727038.42034564
2941,2021-02-17T00:00:00+00:00,WETH,357703928.10286725,44058088.14595977
2942,2021-02-16T00:00:00+00:00,WETH,356629166.25312567,46472068.64827304
2943,2021-02-15T00:00:00+00:00,WETH,366232542.44517255,58458871.19215089
2944,2021-02-14T00:00:00+00:00,WETH,372029478.2224082,57291506.28858228
2945,2021-02-13T00:00:00+00:00,WETH,385931250.5682946,51621465.12754179
2946,2021-02-12T00:00:00+00:00,WETH,363106491.56965053,48854260.22017455
2947,2021-02-11T00:00:00+00:00,WETH,353220451.8343464,45087796.81030127
2948,2021-02-10T00:00:00+00:00,WETH,360179652.08970547,55460832.032640696
2949,2021-02-09T00:00:00+00:00,WETH,353609617.7817405,53776115.45640053
2950,2021-02-08T00:00:00+00:00,WETH,328564161.66255534,76069937.85773773
2951,2021-02-07T00:00:00+00:00,WETH,330038011.15599823,76305630.49246493
2952,2021-02-06T00:00:00+00:00,WETH,308428377.3239867,77507531.93183544
2953,2021-02-05T00:00:00+00:00,WETH,292150869.9206708,72229905.14828372
2954,2021-02-04T00:00:00+00:00,WETH,291589458.4742077,77176491.7342193
2955,2021-02-03T00:00:00+00:00,WETH,256221566.48136944,65468099.08219096
2956,2021-02-02T00:00:00+00:00,WETH,235627887.07648295,53203779.96442494
2957,2021-02-01T00:00:00+00:00,WETH,208067398.93873543,46166966.54722608
2958,2021-01-31T00:00:00+00:00,WETH,211834637.72950056,47968002.356745295
2959,2021-01-30T00:00:00+00:00,WETH,207556307.57883012,47138910.23862957
2960,2021-01-29T00:00:00+00:00,WETH,201794065.07286713,44874660.55183355
2961,2021-01-28T00:00:00+00:00,WETH,172731165.94093987,40485760.09774896
2962,2021-01-27T00:00:00+00:00,WETH,176449780.09533828,43231029.956190616
2963,2021-01-26T00:00:00+00:00,WETH,173168772.13338414,47041726.74024351
2964,2021-01-25T00:00:00+00:00,WETH,180102673.2873596,51967880.97448986
2965,2021-01-24T00:00:00+00:00,WETH,163158739.5149515,44578676.2102564
2966,2021-01-23T00:00:00+00:00,WETH,157952661.21281448,24637666.56909601
2967,2021-01-22T00:00:00+00:00,WETH,138995979.03640726,20678436.88473751
2968,2021-01-21T00:00:00+00:00,WETH,168257024.3270884,24376560.125538405
2969,2021-01-20T00:00:00+00:00,WETH,173393751.69060746,23600693.03494462
2970,2021-01-19T00:00:00+00:00,WETH,155188625.68455243,22029112.31576449
2971,2021-01-18T00:00:00+00:00,WETH,141236181.73867753,37838690.58854592
2972,2021-01-17T00:00:00+00:00,WETH,134190920.19401203,38772559.10191199
2973,2021-01-16T00:00:00+00:00,WETH,125837307.34068364,36429765.509731516
2974,2021-01-15T00:00:00+00:00,WETH,123100641.20405206,34113474.14289426
2975,2021-01-14T00:00:00+00:00,WETH,105990669.1608007,31401629.052083213
2976,2021-01-13T00:00:00+00:00,WETH,94720884.92023781,28032042.671901673
2977,2021-01-12T00:00:00+00:00,WETH,96949997.62824532,22970074.86366491
2978,2021-01-11T00:00:00+00:00,WETH,100495327.05865641,19127678.92131136
2979,2021-01-10T00:00:00+00:00,WETH,107951916.88661548,20634207.0475702
2980,2021-01-09T00:00:00+00:00,WETH,98235004.06184694,16772792.092690323
2981,2021-01-08T00:00:00+00:00,WETH,105020126.17218578,15094527.597084597
2982,2021-01-07T00:00:00+00:00,WETH,100091857.17268832,13937525.120156694
2983,2021-01-06T00:00:00+00:00,WETH,91496623.09476347,13310007.224510543
2984,2021-01-05T00:00:00+00:00,WETH,78347446.97800963,11017646.098881427
2985,2021-01-04T00:00:00+00:00,WETH,70849220.83576508,8053698.245154656
2986,2021-01-03T00:00:00+00:00,WETH,61221309.393433325,6299372.565661479
2987,2021-01-02T00:00:00+00:00,WETH,62574057.65264337,6259676.918595342
2988,2021-01-01T00:00:00+00:00,WETH,58253577.71234788,5893333.4686329495
2989,2020-12-31T00:00:00+00:00,WETH,51589592.07147573,2109669.8837251626
2990,2020-12-30T00:00:00+00:00,WETH,44279741.348526865,2543452.9978771433
2991,2020-12-29T00:00:00+00:00,WETH,30943702.533808444,2491448.89577333
