,token,total_tvl
0,{'symbol': 'USDC'},326447923.7417654
1,{'symbol': 'WETH'},801213093.1695054
2,{'symbol': 'APE'},6359875.5755974045
3,{'symbol': 'ELON'},25496945.34222665
4,{'symbol': 'QOM'},6411650.849135701
5,{'symbol': 'SAITAMA'},10137688.47591131
6,{'symbol': 'XMON'},11960089.495138168
7,{'symbol': 'DAI'},21597698.347377535
8,{'symbol': 'STRONG'},1453852.418039778
9,{'symbol': 'SHIB'},6123272.073676196
10,{'symbol': 'X2Y2'},6520211.900091684
11,{'symbol': 'UNI'},28983199.992055003
12,{'symbol': 'STARL'},7628404.488126624
13,{'symbol': 'PAXG'},27320647.18481845
14,{'symbol': 'HEX'},2506680.7211926966
15,{'symbol': 'MOOV'},662524.0766083521
16,{'symbol': 'ALI'},3060549.604885236
17,{'symbol': 'AUDIO'},5173377.853797183
18,{'symbol': 'MC'},44883215.248497695
19,{'symbol': 'BOND'},10864271.301084043
20,{'symbol': 'KUMA'},3988324.9408761687
21,{'symbol': 'SAND'},6290007.443667853
22,{'symbol': 'MPL'},2725079.572074724
23,{'symbol': 'TOKE'},29053218.69873636
24,{'symbol': 'WOO'},6385805.399508493
25,{'symbol': 'KIBA'},1808386.280085054
26,{'symbol': 'UFO'},9554501.86680873
27,{'symbol': 'VADER'},4657260.629541114
28,{'symbol': 'HIGH'},8260768.789092107
29,{'symbol': '10SET'},10849527.233739212
30,{'symbol': 'RAD'},5363884.47235853
31,{'symbol': 'MRI'},1486436.6696572069
32,{'symbol': 'WILD'},5978012.001062529
33,{'symbol': 'DEFIT'},820801.4635052483
34,{'symbol': 'FXS'},899002.1462692611
35,{'symbol': 'RBN'},2573049.034381297
36,{'symbol': 'KYL'},2771.8326487367167
37,{'symbol': 'F9'},1167695.3524440504
38,{'symbol': 'WBTC'},28087033.37568662
39,{'symbol': '$AKC'},1654377.3597157756
40,{'symbol': 'DOP'},1746804.6097775907
41,{'symbol': 'CULT'},8851340.941676423
42,{'symbol': 'USDT'},168559900.91860473
43,{'symbol': 'FOX'},21644548.450894047
44,{'symbol': 'LOOKS'},754752.638597176
45,{'symbol': 'VEMP'},4761704.807615149
46,{'symbol': 'SUPER'},14578881.508928485
47,{'symbol': 'WRLD'},70208.60934837657
48,{'symbol': 'FLOKI'},3874227.9593023304
49,{'symbol': 'ARC'},1623132.7481552537
