,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},32285672.25581112
1,{'symbol': 'WETH'},{'symbol': 'USDC'},29580031.830880266
2,{'symbol': 'WETH'},{'symbol': 'CULT'},1605749.6130783125
3,{'symbol': 'CULT'},{'symbol': 'WETH'},1516207.164052024
4,{'symbol': 'WETH'},{'symbol': 'USDT'},14628089.915360352
5,{'symbol': 'USDT'},{'symbol': 'WETH'},16000185.092329238
6,{'symbol': 'APE'},{'symbol': 'WETH'},1761910.4652709807
7,{'symbol': 'WETH'},{'symbol': 'APE'},1846894.53942942
8,{'symbol': 'ELON'},{'symbol': 'WETH'},2282949.3276249017
9,{'symbol': 'WETH'},{'symbol': 'ELON'},2328298.338033837
10,{'symbol': 'QOM'},{'symbol': 'WETH'},3153245.227072282
11,{'symbol': 'WETH'},{'symbol': 'QOM'},2914599.768938962
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},1989345.5545336532
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},1590598.7991578684
14,{'symbol': 'XMON'},{'symbol': 'WETH'},718498.5551374657
15,{'symbol': 'WETH'},{'symbol': 'XMON'},795715.9880968811
16,{'symbol': 'DAI'},{'symbol': 'WETH'},2082701.4784568984
17,{'symbol': 'WETH'},{'symbol': 'DAI'},1857361.803067868
18,{'symbol': 'WETH'},{'symbol': 'FOX'},251841.92676091936
19,{'symbol': 'FOX'},{'symbol': 'WETH'},359722.36717643816
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},150174.57235817928
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},150577.41112142347
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},133874.83961504977
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},111975.60351137666
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},1338558.4667874062
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},1460748.7318009196
26,{'symbol': 'USDC'},{'symbol': 'USDT'},588796.5393172737
27,{'symbol': 'USDT'},{'symbol': 'USDC'},570657.4187178708
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},1320164.8557022796
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},1314002.9991250858
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},37023.78756738852
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},63359.29606872099
32,{'symbol': 'UNI'},{'symbol': 'WETH'},1966275.5213847903
33,{'symbol': 'WETH'},{'symbol': 'UNI'},1812722.3483700224
34,{'symbol': 'STARL'},{'symbol': 'WETH'},654596.4613309402
35,{'symbol': 'WETH'},{'symbol': 'STARL'},680371.7013573295
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},1253464.264387202
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},967529.931623752
38,{'symbol': 'HEX'},{'symbol': 'WETH'},803416.6883576424
39,{'symbol': 'WETH'},{'symbol': 'HEX'},828871.446511614
40,{'symbol': 'WETH'},{'symbol': 'SUPER'},576307.4584867939
41,{'symbol': 'SUPER'},{'symbol': 'WETH'},527560.0200170074
42,{'symbol': 'MOOV'},{'symbol': 'WETH'},96503.88006715191
43,{'symbol': 'WETH'},{'symbol': 'MOOV'},88860.58968695205
44,{'symbol': 'ALI'},{'symbol': 'USDC'},112697.81556830708
45,{'symbol': 'USDC'},{'symbol': 'ALI'},45269.93476906425
46,{'symbol': 'AUDIO'},{'symbol': 'WETH'},421446.187632845
47,{'symbol': 'WETH'},{'symbol': 'AUDIO'},398418.4451304356
48,{'symbol': 'MC'},{'symbol': 'WETH'},207388.14868601933
49,{'symbol': 'WETH'},{'symbol': 'MC'},159220.7272257022
50,{'symbol': 'BOND'},{'symbol': 'USDC'},1850317.0752871
51,{'symbol': 'USDC'},{'symbol': 'BOND'},1544368.0791311774
52,{'symbol': 'KUMA'},{'symbol': 'WETH'},77695.73696720021
53,{'symbol': 'WETH'},{'symbol': 'KUMA'},52044.653319421086
54,{'symbol': 'WETH'},{'symbol': 'WRLD'},118446.11022577694
55,{'symbol': 'WRLD'},{'symbol': 'WETH'},71711.7605473175
56,{'symbol': 'SAND'},{'symbol': 'WETH'},329281.0779937253
57,{'symbol': 'WETH'},{'symbol': 'SAND'},291076.71670190745
58,{'symbol': 'MPL'},{'symbol': 'USDC'},415182.3201550687
59,{'symbol': 'USDC'},{'symbol': 'MPL'},356696.946355548
60,{'symbol': 'TOKE'},{'symbol': 'WETH'},88099.10007034859
61,{'symbol': 'WETH'},{'symbol': 'TOKE'},102469.35016127212
