,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},11911512.88963084
1,{'symbol': 'WETH'},{'symbol': 'USDC'},9448599.129655244
2,{'symbol': 'WETH'},{'symbol': 'CULT'},375976.5545129838
3,{'symbol': 'CULT'},{'symbol': 'WETH'},267480.6515988869
4,{'symbol': 'WETH'},{'symbol': 'USDT'},4163641.996044604
5,{'symbol': 'USDT'},{'symbol': 'WETH'},5394441.038693227
6,{'symbol': 'APE'},{'symbol': 'WETH'},124528.66229517244
7,{'symbol': 'WETH'},{'symbol': 'APE'},117558.08640956962
8,{'symbol': 'ELON'},{'symbol': 'WETH'},415316.73296567774
9,{'symbol': 'WETH'},{'symbol': 'ELON'},440669.94432326895
10,{'symbol': 'QOM'},{'symbol': 'WETH'},291907.8013736942
11,{'symbol': 'WETH'},{'symbol': 'QOM'},245465.88812539828
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},2076660.6827822577
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},2130785.5111635835
14,{'symbol': 'XMON'},{'symbol': 'WETH'},118284.23943726116
15,{'symbol': 'WETH'},{'symbol': 'XMON'},164800.7174942683
16,{'symbol': 'DAI'},{'symbol': 'WETH'},1041865.232035788
17,{'symbol': 'WETH'},{'symbol': 'DAI'},811196.5797099313
18,{'symbol': 'WETH'},{'symbol': 'FOX'},61694.30809110923
19,{'symbol': 'FOX'},{'symbol': 'WETH'},154366.9095664636
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},186011.2983729377
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},173863.04122513413
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},64307.93053152016
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},66888.42235919165
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},128067.4761354738
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},113250.33536255584
26,{'symbol': 'USDC'},{'symbol': 'USDT'},227558.50431165227
27,{'symbol': 'USDT'},{'symbol': 'USDC'},230802.9670231157
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},580210.5191020672
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},542635.4352572226
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},29191.53931850449
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},13022.357817432505
32,{'symbol': 'UNI'},{'symbol': 'WETH'},629974.2544531324
33,{'symbol': 'WETH'},{'symbol': 'UNI'},681191.4807865621
34,{'symbol': 'STARL'},{'symbol': 'WETH'},189761.8938165239
35,{'symbol': 'WETH'},{'symbol': 'STARL'},196638.3225300692
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},841990.0850175893
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},689159.8368743814
38,{'symbol': 'HEX'},{'symbol': 'WETH'},396558.0052494489
39,{'symbol': 'WETH'},{'symbol': 'HEX'},377265.17675514537
